"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)",omegaa
1.244738965E1,6.793212891E-1,9.780883789E-3,4.510650635E-1,8.154954144E-1
1.244980054E1,6.958160400E-1,8.735656738E-2,2.598571777E-1,7.478749122E-1
1.245218091E1,7.147674561E-1,1.569976807E-1,7.598876953E-2,7.357411780E-1
1.245456128E1,7.306365967E-1,2.174682617E-1,-9.321594238E-2,7.679918575E-1
1.245694165E1,7.465209961E-1,2.724609375E-1,-2.508087158E-1,8.333268098E-1
1.245935254E1,7.611846924E-1,3.237609863E-1,-3.986511230E-1,9.182298351E-1
1.246173291E1,7.758483887E-1,3.708038330E-1,-5.428161621E-1,1.016899990E0
1.246411328E1,7.874450684E-1,4.123382568E-1,-6.882019043E-1,1.124150539E0
1.246652417E1,8.008880615E-1,4.551086426E-1,-8.366394043E-1,1.244391842E0
1.246890454E1,8.137207031E-1,4.948120117E-1,-9.899749756E-1,1.373692383E0
1.247128491E1,8.222656250E-1,5.271759033E-1,-1.153076172E0,1.511165064E0
1.247369580E1,8.271636963E-1,5.503997803E-1,-1.325332642E0,1.656395578E0
1.247607617E1,8.277740479E-1,5.613861084E-1,-1.507980347E0,1.809521750E0
1.247845654E1,8.204345703E-1,5.626068115E-1,-1.693084717E0,1.963714635E0
1.248086743E1,8.045501709E-1,5.467224121E-1,-1.869018555E0,2.106997089E0
1.248324780E1,7.703399658E-1,5.045776367E-1,-2.010726929E0,2.211570717E0
1.248562817E1,7.055969238E-1,4.245605469E-1,-2.088317871E0,2.244814070E0
1.248803906E1,5.840301514E-1,2.742767334E-1,-2.051055908E0,2.150150991E0
1.249041943E1,3.580017090E-1,6.713867188E-3,-1.821365356E0,1.856227912E0
1.249279980E1,9.811401367E-3,-3.762817383E-1,-1.318618774E0,1.371291246E0
1.249521069E1,-3.860168457E-1,-7.128753662E-1,-5.580902100E-1,9.842077907E-1
1.249759106E1,-7.342224121E-1,-8.619232178E-1,3.551483154E-1,1.186644222E0
1.249997143E1,-9.816131592E-1,-8.527679443E-1,1.079650879E0,1.690095731E0
1.250238232E1,-1.109909058E0,-7.599029541E-1,1.334991455E0,1.895139256E0
1.250476269E1,-1.156326294E0,-6.200256348E-1,1.265960693E0,1.823233052E0
1.250714307E1,-1.175872803E0,-4.550933838E-1,1.104690552E0,1.676343655E0
1.250955395E1,-1.183212280E0,-2.828216553E-1,9.489135742E-1,1.542859799E0
1.251193432E1,-1.190536499E0,-1.215515137E-1,8.243103027E-1,1.453148100E0
1.251431470E1,-1.198471069E0,2.503967285E-2,7.302398682E-1,1.403641747E0
1.251672558E1,-1.206420898E0,1.490478516E-1,6.508178711E-1,1.378851169E0
1.251910596E1,-1.212539673E0,2.577972412E-1,5.708007812E-1,1.364743715E0
1.252148633E1,-1.213760376E0,3.561401367E-1,4.700012207E-1,1.349426246E0
1.252389722E1,-1.207641602E0,4.544830322E-1,3.343811035E-1,1.332953032E0
1.252627759E1,-1.194198608E0,5.558929443E-1,1.590576172E-1,1.326810690E0
1.252865796E1,-1.170379639E0,6.658477783E-1,-4.678344727E-2,1.347341996E0
1.253106885E1,-1.144714355E0,7.770233154E-1,-2.532653809E-1,1.406513257E0
1.253344922E1,-1.123336792E0,8.802642822E-1,-4.243011475E-1,1.488886234E0
1.253582959E1,-1.101959229E0,9.737243652E-1,-5.507507324E-1,1.570280118E0
1.253820996E1,-1.087310791E0,1.058639526E0,-6.417694092E-1,1.647674233E0
1.254062085E1,-1.073242188E0,1.134384155E0,-7.144622803E-1,1.717303862E0
1.254300122E1,-1.065917969E0,1.193023682E0,-7.779998779E-1,1.778980166E0
1.254538159E1,-1.062255859E0,1.236404419E0,-8.348083496E-1,1.831389740E0
1.254779248E1,-1.067764282E0,1.264511108E0,-8.855133057E-1,1.877030293E0
1.255017285E1,-1.081802368E0,1.274887085E0,-9.374389648E-1,1.916879041E0
1.255255322E1,-1.101959229E0,1.280380249E0,-9.997406006E-1,1.962949055E0
1.255496411E1,-1.133728027E0,1.276107788E0,-1.067550659E0,2.013319333E0
1.255734448E1,-1.184432983E0,1.251678467E0,-1.125579834E0,2.058278513E0
1.255972485E1,-1.265060425E0,1.179595947E0,-1.156738281E0,2.080833470E0
1.256213574E1,-1.375640869E0,1.048873901E0,-1.163452148E0,2.084741030E0
1.256451611E1,-1.497802734E0,8.918762207E-1,-1.170791626E0,2.099906964E0
1.256689648E1,-1.615707397E0,7.532043457E-1,-1.175674438E0,2.135424446E0
1.256930737E1,-1.725662231E0,6.530151367E-1,-1.142684937E0,2.170269055E0
1.257168774E1,-1.845397949E0,5.870513916E-1,-1.018676758E0,2.188109975E0
1.257406811E1,-1.993225098E0,5.400085449E-1,-7.407379150E-1,2.193911616E0
1.257647900E1,-2.181365967E0,4.942016602E-1,-2.856445312E-1,2.254813864E0
1.257885937E1,-2.363403320E0,4.575500488E-1,1.615142822E-1,2.412698523E0
1.258123975E1,-2.486190796E0,4.587707520E-1,4.119567871E-1,2.561508085E0
1.258365063E1,-2.554000854E0,4.990844727E-1,4.938201904E-1,2.648747639E0
1.258603100E1,-2.590652466E0,5.595550537E-1,4.919891357E-1,2.695669744E0
1.258841138E1,-2.618148804E0,6.340942383E-1,4.571685791E-1,2.732358280E0
1.259082226E1,-2.636474609E0,7.141113281E-1,3.997497559E-1,2.760571177E0
1.259320264E1,-2.648681641E0,8.008575439E-1,3.191223145E-1,2.785449029E0
1.259558301E1,-2.654800415E0,8.912658691E-1,2.183227539E-1,2.808911696E0
1.259799390E1,-2.651733398E0,9.822845459E-1,9.675598145E-2,2.829476041E0
1.260037427E1,-2.643798828E0,1.078186035E0,-3.640747070E-2,2.855430418E0
1.260275464E1,-2.631576538E0,1.181427002E0,-1.744537354E-1,2.889878707E0
1.260516553E1,-2.618743896E0,1.288940430E0,-3.100738525E-1,2.935188720E0
1.260754590E1,-2.604095459E0,1.395843506E0,-4.346923828E-1,2.986410842E0
1.260992627E1,-2.590042114E0,1.495422363E0,-5.397644043E-1,3.039070879E0
1.261233716E1,-2.579650879E0,1.580322266E0,-6.148986816E-1,3.087088840E0
1.261471753E1,-2.575378418E0,1.644454956E0,-6.607208252E-1,3.126237052E0
1.261709790E1,-2.574157715E0,1.686004639E0,-6.930847168E-1,3.154245711E0
1.261950879E1,-2.577209473E0,1.709213257E0,-7.315673828E-1,3.177830936E0
1.262188916E1,-2.576599121E0,1.724487305E0,-7.779998779E-1,3.196561169E0
1.262426953E1,-2.578430176E0,1.737930298E0,-8.225860596E-1,3.216419083E0
1.262664990E1,-2.585754395E0,1.744033813E0,-8.574066162E-1,3.234644623E0
1.262906079E1,-2.603485107E0,1.730606079E0,-8.903961182E-1,3.250528780E0
1.263144116E1,-2.626693726E0,1.687835693E0,-9.343872070E-1,3.259047209E0
1.263382153E1,-2.654190063E0,1.622467041E0,-9.972991943E-1,3.266761374E0
1.263623242E1,-2.682281494E0,1.546722412E0,-1.071838379E0,3.276556385E0
1.263861279E1,-2.712219238E0,1.466094971E0,-1.138412476E0,3.286571257E0
1.264099316E1,-2.747650146E0,1.384231567E0,-1.177505493E0,3.294267376E0
1.264340405E1,-2.797134399E0,1.293212891E0,-1.172622681E0,3.297181278E0
1.264578442E1,-2.875930786E0,1.177764893E0,-1.083435059E0,3.291191206E0
1.264816479E1,-2.997497559E0,1.028106689E0,-8.665771484E-1,3.285262689E0
1.265057568E1,-3.140441895E0,8.564453125E-1,-5.916748047E-1,3.308466857E0
1.265295605E1,-3.256500244E0,7.055664062E-1,-4.041442871E-1,3.356478869E0
1.265533642E1,-3.333480835E0,5.931549072E-1,-3.149566650E-1,3.400459516E0
1.265774731E1,-3.382949829E0,5.278015137E-1,-2.703552246E-1,3.434532855E0
1.266012768E1,-3.419601440E0,5.015258789E-1,-2.343292236E-1,3.464117839E0
1.266250806E1,-3.446487427E0,5.082397461E-1,-2.068328857E-1,3.489894420E0
1.266491894E1,-3.459930420E0,5.479583740E-1,-2.062225342E-1,3.509117357E0
1.266729932E1,-3.458694458E0,6.053771973E-1,-2.361602783E-1,3.519207380E0
1.266967969E1,-3.450759888E0,6.737976074E-1,-2.911376953E-1,3.527960909E0
1.267209058E1,-3.436706543E0,7.495422363E-1,-3.601684570E-1,3.535885567E0
1.267447095E1,-3.422653198E0,8.301696777E-1,-4.273529053E-1,3.547727035E0
1.267685132E1,-3.407379150E0,9.144744873E-1,-4.780731201E-1,3.560203670E0
1.267926221E1,-3.399444580E0,1.001831055E0,-4.921112061E-1,3.577996975E0
1.268164258E1,-3.393341064E0,1.094680786E0,-4.566802979E-1,3.594669178E0
1.268402295E1,-3.387832642E0,1.182037354E0,-4.084320068E-1,3.611293261E0
1.268643384E1,-3.372573853E0,1.263885498E0,-3.900909424E-1,3.622682968E0
1.268881421E1,-3.348129272E0,1.335357666E0,-4.059753418E-1,3.627391032E0
1.269119458E1,-3.320037842E0,1.403778076E0,-4.401855469E-1,3.631391947E0
1.269360547E1,-3.290100098E0,1.466094971E0,-4.750061035E-1,3.633156192E0
1.269598584E1,-3.261993408E0,1.515563965E0,-5.073852539E-1,3.632488806E0
1.269836621E1,-3.236953735E0,1.546112061E0,-5.507507324E-1,3.629277939E0
1.270077710E1,-3.215576172E0,1.549774170E0,-6.173400879E-1,3.622545911E0
1.270315747E1,-3.195404053E0,1.532073975E0,-7.053070068E-1,3.613214040E0
1.270553784E1,-3.174636841E0,1.493576050E0,-8.060913086E-1,3.599843286E0
1.270794873E1,-3.159973145E0,1.433715820E0,-9.081115723E-1,3.586870217E0
1.271032910E1,-3.152648926E0,1.359191895E0,-9.924163818E-1,3.573721888E0
1.271270947E1,-3.155715942E0,1.262664795E0,-1.046783447E0,3.556489994E0
1.271508984E1,-3.182586670E0,1.142944336E0,-1.052276611E0,3.541534376E0
1.271750073E1,-3.230850220E0,1.003051758E0,-1.000961304E0,3.527949759E0
1.271988110E1,-3.285827637E0,8.509368896E-1,-9.288787842E-1,3.519030071E0
1.272226147E1,-3.331024170E0,7.122802734E-1,-8.836822510E-1,3.519085041E0
1.272467236E1,-3.360351562E0,5.931549072E-1,-8.745117188E-1,3.522579469E0
1.272705273E1,-3.379898071E0,5.027465820E-1,-8.745117188E-1,3.527213609E0
1.272943310E1,-3.396392822E0,4.422760010E-1,-8.531341553E-1,3.529720974E0
1.273184399E1,-3.409835815E0,4.160156250E-1,-7.871704102E-1,3.524157565E0
1.273425488E1,-3.416549683E0,4.257812500E-1,-6.875915527E-1,3.510966185E0
1.273663525E1,-3.411056519E0,4.618225098E-1,-5.880126953E-1,3.492040311E0
1.273904614E1,-3.398834229E0,5.076293945E-1,-5.079956055E-1,3.473876977E0
1.274142651E1,-3.382949829E0,5.552825928E-1,-4.249114990E-1,3.454451923E0
1.274380688E1,-3.375625610E0,6.114807129E-1,-2.941894531E-1,3.443153258E0
1.274621777E1,-3.379287720E0,6.780700684E-1,-9.260559082E-2,3.447889254E0
1.274859814E1,-3.384780884E0,7.599182129E-1,1.535797119E-1,3.472434888E0
1.275097851E1,-3.375625610E0,8.668212891E-1,3.875274658E-1,3.506623012E0
1.275338940E1,-3.346298218E0,9.865570068E-1,5.402526855E-1,3.530280365E0
1.275576977E1,-3.298645020E0,1.100784302E0,5.848388672E-1,3.526304233E0
1.275815014E1,-3.241226196E0,1.210128784E0,5.683593750E-1,3.506136237E0
1.276056103E1,-3.188079834E0,1.309097290E0,5.469665527E-1,3.489521622E0
1.276294141E1,-3.143493652E0,1.386672974E0,5.414733887E-1,3.478161541E0
1.276532178E1,-3.111724854E0,1.428833008E0,5.445251465E-1,3.467117385E0
1.276773266E1,-3.092178345E0,1.430053711E0,5.433044434E-1,3.449898585E0
1.277011304E1,-3.079345703E0,1.389114380E0,5.219268799E-1,3.418247561E0
1.277249341E1,-3.069580078E0,1.317031860E0,4.700012207E-1,3.373098861E0
1.277487378E1,-3.052474976E0,1.222976685E0,3.777618408E-1,3.309981791E0
1.277728467E1,-3.026199341E0,1.116058350E0,2.458190918E-1,3.234794540E0
1.277966504E1,-2.992599487E0,1.007934570E0,8.760070801E-2,3.158996308E0
1.278207593E1,-2.952285767E0,9.046936035E-1,-8.160400391E-2,3.088870502E0
1.278445630E1,-2.906478882E0,8.100128174E-1,-2.538757324E-1,3.027902433E0
1.278683667E1,-2.858825684E0,7.257080078E-1,-4.206390381E-1,2.979341136E0
1.278924756E1,-2.811782837E0,6.548614502E-1,-5.837402344E-1,2.945457333E0
1.279162793E1,-2.760482788E0,5.937652588E-1,-7.407379150E-1,2.919163419E0
1.279400830E1,-2.708541870E0,5.430603027E-1,-8.971099854E-1,2.904465507E0
1.279638867E1,-2.654800415E0,5.021362305E-1,-1.057174683E0,2.901331478E0
1.279879956E1,-2.597381592E0,4.654846191E-1,-1.223937988E0,2.908795500E0
1.280117993E1,-2.536285400E0,4.361572266E-1,-1.394378662E0,2.926989684E0
1.280356030E1,-2.474594116E0,4.153900146E-1,-1.567855835E0,2.958772858E0
1.280597119E1,-2.409835815E0,3.958435059E-1,-1.748062134E0,3.003285195E0
1.280835156E1,-2.344467163E0,3.793487549E-1,-1.933151245E0,3.062271296E0
1.281073193E1,-2.278503418E0,3.585815430E-1,-2.118850708E0,3.132041965E0
1.281314282E1,-2.213134766E0,3.402557373E-1,-2.300903320E0,3.210591152E0
1.281552319E1,-2.152053833E0,3.231506348E-1,-2.462783813E0,3.286497550E0
1.281790356E1,-2.095855713E0,3.127746582E-1,-2.577621460E0,3.336850543E0
1.282031445E1,-2.058578491E0,3.115539551E-1,-2.603897095E0,3.333930316E0
1.282269482E1,-2.054306030E0,3.213195801E-1,-2.428573608E0,3.197090757E0
1.282507519E1,-2.138000488E0,3.433074951E-1,-1.803649902E0,2.818165910E0
1.282748608E1,-2.324310303E0,3.561401367E-1,-6.533813477E-1,2.440524814E0
1.282986645E1,-2.428161621E0,4.483795166E-1,3.307189941E-1,2.491262351E0
1.283224682E1,-2.378067017E0,6.157684326E-1,7.980346680E-1,2.582872980E0
1.283465771E1,-2.247955322E0,7.629852295E-1,8.853912354E-1,2.533647022E0
1.283703808E1,-2.101959229E0,8.729400635E-1,7.626037598E-1,2.400379438E0
1.283941846E1,-1.969406128E0,9.480743408E-1,5.769042969E-1,2.260580461E0
1.284182934E1,-1.865554810E0,1.009780884E0,4.272460938E-1,2.163906515E0
1.284420972E1,-1.787353516E0,1.058639526E0,3.490447998E-1,2.106462083E0
1.284659009E1,-1.731155396E0,1.098342896E0,3.459930420E-1,2.079174669E0
1.284900098E1,-1.689620972E0,1.130722046E0,3.863067627E-1,2.069440574E0
1.285138135E1,-1.653579712E0,1.140502930E0,4.315032959E-1,2.054572435E0
1.285376172E1,-1.615097046E0,1.127059937E0,4.419097900E-1,2.018436729E0
1.285617261E1,-1.571716309E0,1.078796387E0,3.948516846E-1,1.946792658E0
1.285855298E1,-1.518569946E0,1.005493164E0,2.946777344E-1,1.844967792E0
1.286093335E1,-1.455047607E0,9.077606201E-1,1.541748047E-1,1.721906720E0
1.286334424E1,-1.384185791E0,7.910766602E-1,-1.602172852E-3,1.594294563E0
1.286572461E1,-1.313323975E0,6.725769043E-1,-1.512451172E-1,1.483258116E0
1.286810498E1,-1.246124268E0,5.650482178E-1,-2.807464600E-1,1.396754722E0
1.287051587E1,-1.187484741E0,4.740295410E-1,-3.858184814E-1,1.335544802E0
1.287289624E1,-1.130676270E0,3.958435059E-1,-4.725646973E-1,1.287803673E0
1.287527661E1,-1.076919556E0,3.304748535E-1,-5.532073975E-1,1.254993141E0
1.287768750E1,-1.018890381E0,2.651214600E-1,-6.436157227E-1,1.233964422E0
1.288006787E1,-9.571838379E-1,1.912078857E-1,-7.566223145E-1,1.235005539E0
1.288244824E1,-8.905944824E-1,1.069030762E-1,-9.001770020E-1,1.270789296E0
1.288482861E1,-8.203430176E-1,1.588439941E-2,-1.078552246E0,1.355171549E0
1.288723950E1,-7.452239990E-1,-8.123779297E-2,-1.283798218E0,1.486639247E0
1.288961987E1,-6.670227051E-1,-1.820220947E-1,-1.507980347E0,1.658932204E0
1.289200024E1,-5.845642090E-1,-2.846527100E-1,-1.736450195E0,1.854184932E0
1.289441113E1,-5.033111572E-1,-3.903350830E-1,-1.949645996E0,2.051049270E0
1.289679150E1,-4.324493408E-1,-4.911193848E-1,-2.096862793E0,2.196598337E0
1.289917187E1,-3.860168457E-1,-5.809173584E-1,-2.102966309E0,2.215613070E0
1.290158276E1,-3.854064941E-1,-6.493377686E-1,-1.865356445E0,2.012394686E0
1.290396313E1,-4.617767334E-1,-7.147064209E-1,-1.252044678E0,1.513822610E0
1.290634350E1,-6.065521240E-1,-7.977905273E-1,-3.283996582E-1,1.054619145E0
1.290875439E1,-6.914520264E-1,-8.484802246E-1,4.302825928E-1,1.176081505E0
1.291113476E1,-6.694641113E-1,-8.283233643E-1,8.627929688E-1,1.370661701E0
1.291351514E1,-5.827178955E-1,-7.672424316E-1,1.063766479E0,1.435207378E0
1.291592602E1,-4.776611328E-1,-7.122650146E-1,1.091247559E0,1.387913125E0
1.291830640E1,-3.750305176E-1,-6.902770996E-1,1.009399414E0,1.279069013E0
1.292068677E1,-2.815704346E-1,-6.865997314E-1,8.798980713E-1,1.151052439E0
1.292309766E1,-1.960449219E-1,-6.884460449E-1,7.393951416E-1,1.029124261E0
1.292547803E1,-1.172485352E-1,-6.951599121E-1,6.050109863E-1,9.289955952E-1
1.292785840E1,-4.393005371E-2,-7.018737793E-1,4.846649170E-1,8.540823927E-1
1.293026929E1,2.386474609E-2,-7.079925537E-1,3.832550049E-1,8.054237276E-1
1.293264966E1,9.167480469E-2,-7.104339600E-1,2.952880859E-1,7.748004485E-1
1.293503003E1,1.570281982E-1,-7.165374756E-1,2.164916992E-1,7.648218517E-1
1.293744092E1,2.266693115E-1,-7.275390625E-1,1.297454834E-1,7.729980302E-1
1.293982129E1,3.018035889E-1,-7.507476807E-1,2.833557129E-2,8.096359619E-1
1.294220166E1,3.854980469E-1,-7.898406982E-1,-9.016418457E-2,8.835081510E-1
1.294461255E1,4.685821533E-1,-8.423767090E-1,-2.202758789E-1,9.887816832E-1
1.294699292E1,5.504302979E-1,-9.016418457E-1,-3.448944092E-1,1.111253204E0
1.294937329E1,6.231231689E-1,-9.529418945E-1,-4.548492432E-1,1.226078534E0
1.295178418E1,6.921539307E-1,-9.914245605E-1,-5.415954590E-1,1.324886925E0
1.295416455E1,7.556762695E-1,-1.016479492E0,-6.124572754E-1,1.406904793E0
1.295654492E1,8.143310547E-1,-1.030532837E0,-6.717071533E-1,1.475236759E0
1.295895581E1,8.723602295E-1,-1.033569336E0,-7.211914062E-1,1.532773625E0
1.296133618E1,9.304046631E-1,-1.029312134E0,-7.669982910E-1,1.585377773E0
1.296371655E1,9.865875244E-1,-1.022583008E0,-8.128204346E-1,1.636981371E0
1.296612744E1,1.040344238E0,-1.015869141E0,-8.592376709E-1,1.688962883E0
1.296850781E1,1.096557617E0,-1.011581421E0,-9.099578857E-1,1.747500768E0
1.297088818E1,1.152145386E0,-1.006698608E0,-9.447631836E-1,1.798182013E0
1.297326855E1,1.206512451E0,-9.957122803E-1,-9.233856201E-1,1.816523119E0
1.297567944E1,1.243774414E0,-9.718780518E-1,-7.767791748E-1,1.759234955E0
1.297805981E1,1.252929688E0,-9.333953857E-1,-4.579010010E-1,1.628107206E0
1.298044018E1,1.232162476E0,-8.973541260E-1,-2.235412598E-2,1.524456789E0
1.298285107E1,1.217514038E0,-8.570404053E-1,3.692016602E-1,1.534004092E0
1.298523144E1,1.239501953E0,-7.904510498E-1,6.147766113E-1,1.593464225E0
1.298761182E1,1.292648315E0,-6.921081543E-1,7.485656738E-1,1.646300074E0
1.299002270E1,1.359222412E0,-5.766448975E-1,8.133087158E-1,1.685667811E0
1.299240308E1,1.428863525E0,-4.642486572E-1,8.279724121E-1,1.715434669E0
1.299478345E1,1.493621826E0,-3.738403320E-1,8.010864258E-1,1.735627326E0
1.299719433E1,1.551651001E0,-3.103179932E-1,7.503814697E-1,1.751282512E0
1.299957471E1,1.605407715E0,-2.705993652E-1,6.850280762E-1,1.766301620E0
1.300195508E1,1.659164429E0,-2.431182861E-1,6.123352051E-1,1.785185566E0
1.300436597E1,1.712921143E0,-2.211303711E-1,5.298614502E-1,1.806585353E0
1.300674634E1,1.770950317E0,-2.046356201E-1,4.382324219E-1,1.835807294E0
1.300912671E1,1.832046509E0,-1.930236816E-1,3.435516357E-1,1.873947779E0
1.301153760E1,1.894348145E0,-1.838684082E-1,2.482604980E-1,1.919373793E0
1.301391797E1,1.954833984E0,-1.801910400E-1,1.584625244E-1,1.969506306E0
1.301629834E1,2.019577026E0,-1.808013916E-1,7.781982422E-2,2.029146726E0
1.301870923E1,2.080047607E0,-1.856842041E-1,4.516601562E-3,2.088323986E0
1.302112012E1,2.141143799E0,-1.924133301E-1,-6.388854980E-2,2.150721136E0
1.302350049E1,2.206497192E0,-2.052459717E-1,-1.310882568E-1,2.219896371E0
1.302591138E1,2.268203735E0,-2.180633545E-1,-1.885070801E-1,2.286445873E0
1.302829175E1,2.334793091E0,-2.296752930E-1,-2.324981689E-1,2.357554860E0
1.303067212E1,2.402587891E0,-2.333374023E-1,-2.569274902E-1,2.427526859E0
1.303308301E1,2.469787598E0,-2.315063477E-1,-2.618103027E-1,2.494391830E0
1.303546338E1,2.532089233E0,-2.296752930E-1,-2.489929199E-1,2.554647549E0
1.303784375E1,2.590133667E0,-2.418975830E-1,-2.312622070E-1,2.611664041E0
1.304025464E1,2.640838623E0,-2.699890137E-1,-2.098846436E-1,2.662888331E0
1.304263501E1,2.676269531E0,-3.194732666E-1,-1.775207520E-1,2.701110029E0
1.304501538E1,2.698257446E0,-3.891143799E-1,-1.176452637E-1,2.728707323E0
1.304742627E1,2.704360962E0,-4.770812988E-1,-1.564025879E-2,2.746164488E0
1.304980664E1,2.687866211E0,-5.888671875E-1,1.352539062E-1,2.754937922E0
1.305218701E1,2.655487061E0,-7.238769531E-1,3.154449463E-1,2.770399770E0
1.305456738E1,2.614562988E0,-8.686523438E-1,4.944305420E-1,2.799099511E0
1.305697827E1,2.580352783E0,-1.003646851E0,6.489868164E-1,2.843714362E0
1.305935864E1,2.563247681E0,-1.107498169E0,7.650451660E-1,2.895183064E0
1.306173901E1,2.560806274E0,-1.169799805E0,8.469085693E-1,2.939968449E0
1.306414990E1,2.576690674E0,-1.198516846E0,8.957824707E-1,2.979631469E0
1.306653027E1,2.602951050E0,-1.197906494E0,9.080047607E-1,3.005795532E0
1.306891064E1,2.642059326E0,-1.185684204E0,8.823394775E-1,3.027349908E0
1.307132153E1,2.687866211E0,-1.172241211E0,8.212432861E-1,3.045195357E0
1.307370190E1,2.734909058E0,-1.163696289E0,7.320556641E-1,3.061016514E0
1.307608227E1,2.783157349E0,-1.158813477E0,6.294403076E-1,3.079774115E0
1.307849316E1,2.830810547E0,-1.152084351E0,5.207061768E-1,3.100309924E0
1.308087353E1,2.877243042E0,-1.147811890E0,4.180755615E-1,3.125825784E0
1.308325391E1,2.923049927E0,-1.145980835E0,3.282775879E-1,3.156779866E0
1.308566479E1,2.966430664E0,-1.147201538E0,2.561950684E-1,3.190833460E0
1.308804516E1,3.001846313E0,-1.153915405E0,2.085418701E-1,3.222745997E0
1.309042554E1,3.035461426E0,-1.161254883E0,1.932678223E-1,3.255747444E0
1.309283642E1,3.059280396E0,-1.173461914E0,2.317504883E-1,3.284801012E0
1.309521680E1,3.076385498E0,-1.184463501E0,3.276672363E-1,3.312773360E0
1.309759717E1,3.084930420E0,-1.189971924E0,4.834442139E-1,3.341638398E0
1.310000806E1,3.087371826E0,-1.188125610E0,6.941833496E-1,3.380147598E0
1.310238843E1,3.097152710E0,-1.182022095E0,9.006652832E-1,3.435218930E0
1.310476880E1,3.120971680E0,-1.181411743E0,1.017944336E0,3.488897907E0
1.310717969E1,3.162506104E0,-1.196685791E0,1.021011353E0,3.532133338E0
1.310956006E1,3.207717896E0,-1.234558105E0,9.342651367E-1,3.561802796E0
1.311194043E1,3.248641968E0,-1.295028687E0,7.986450195E-1,3.587284182E0
1.311435132E1,3.279800415E0,-1.365890503E0,6.532592773E-1,3.612408520E0
1.311673169E1,3.298736572E0,-1.442245483E0,5.194854736E-1,3.637526655E0
1.311911206E1,3.309127808E0,-1.514328003E0,4.101409912E-1,3.662203132E0
1.312152295E1,3.314620972E0,-1.580307007E0,3.270568848E-1,3.686603942E0
1.312390332E1,3.317062378E0,-1.638336182E0,2.598571777E-1,3.708715952E0
1.312628369E1,3.318893433E0,-1.692092896E0,2.030487061E-1,3.730879355E0
1.312869458E1,3.323791504E0,-1.739135742E0,1.401367188E-1,3.753907483E0
1.313107495E1,3.330505371E0,-1.779449463E0,7.415771484E-2,3.776798351E0
1.313345532E1,3.335388184E0,-1.816101074E0,4.516601562E-3,3.797770115E0
1.313586621E1,3.343338013E0,-1.839309692E0,-5.900573730E-2,3.816339986E0
1.313824658E1,3.347000122E0,-1.849700928E0,-1.109313965E-1,3.825716810E0
1.314062695E1,3.343933105E0,-1.846038818E0,-1.402435303E-1,3.822226600E0
1.314300732E1,3.339675903E0,-1.825881958E0,-1.353607178E-1,3.808622138E0
1.314541821E1,3.331115723E0,-1.781280518E0,-8.404541016E-2,3.778406525E0
1.314779858E1,3.314620972E0,-1.715316772E0,2.284240723E-2,3.732230646E0
1.315017895E1,3.287734985E0,-1.635284424E0,1.877746582E-1,3.676767031E0
1.315258984E1,3.253540039E0,-1.535095215E0,4.064788818E-1,3.620395722E0
1.315497021E1,3.210784912E0,-1.422088623E0,6.471557617E-1,3.570754316E0
1.315735058E1,3.177795410E0,-1.292587280E0,8.530120850E-1,3.535080644E0
1.315976147E1,3.163726807E0,-1.152694702E0,9.684753418E-1,3.503686183E0
1.316214184E1,3.157012939E0,-1.040298462E0,9.892425537E-1,3.468076184E0
1.316452222E1,3.152130127E0,-9.627227783E-1,9.446411133E-1,3.428572052E0
1.316693310E1,3.149688721E0,-8.991851807E-1,8.737945557E-1,3.390072264E0
1.316931348E1,3.156402588E0,-8.332214355E-1,8.072052002E-1,3.362843364E0
1.317169385E1,3.166793823E0,-7.635803223E-1,7.565002441E-1,3.344238426E0
1.317410474E1,3.180831909E0,-6.896667480E-1,7.253417969E-1,3.334584319E0
1.317648511E1,3.194900513E0,-6.267395020E-1,7.033538818E-1,3.330900535E0
1.317886548E1,3.202835083E0,-5.821380615E-1,6.807556152E-1,3.325727815E0
1.318127637E1,3.210159302E0,-5.583190918E-1,6.526489258E-1,3.323069902E0
1.318365674E1,3.212005615E0,-5.577087402E-1,6.141662598E-1,3.317411537E0
1.318603711E1,3.209548950E0,-5.723724365E-1,5.671234131E-1,3.309145454E0
1.318844800E1,3.208938599E0,-5.998687744E-1,5.139770508E-1,3.304739307E0
1.319082837E1,3.202224731E0,-6.389617920E-1,4.547271729E-1,3.296860962E0
1.319320874E1,3.196716309E0,-6.780548096E-1,3.985290527E-1,3.292047826E0
1.319561963E1,3.186950684E0,-7.177581787E-1,3.527069092E-1,3.285762260E0
1.319800000E1,3.174118042E0,-7.586822510E-1,3.148345947E-1,3.278680363E0
1.320038037E1,3.152130127E0,-7.984008789E-1,2.879638672E-1,3.264397569E0
1.320279126E1,3.125259399E0,-8.368835449E-1,2.653656006E-1,3.246234632E0
1.320517163E1,3.096542358E0,-8.723144531E-1,2.378692627E-1,3.225847000E0
1.320755200E1,3.060501099E0,-9.010162354E-1,1.975555420E-1,3.196486418E0
1.320996289E1,3.025070190E0,-9.169006348E-1,1.474609375E-1,3.164411661E0
1.321234326E1,2.987808228E0,-9.138488770E-1,1.071472168E-1,3.126275468E0
1.321472363E1,2.945663452E0,-8.887939453E-1,9.675598145E-2,3.078351762E0
