"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)",omegaa
7.060729981E0,-1.769607544E0,6.530761719E-3,-1.200408936E-1,1.773686366E0
7.063110352E0,-1.748214722E0,8.346557617E-3,-1.181945801E-1,1.752225538E0
7.065521240E0,-1.725616455E0,7.751464844E-3,-1.157531738E-1,1.729511790E0
7.067901611E0,-1.699951172E0,8.346557617E-3,-1.151428223E-1,1.703866638E0
7.070281983E0,-1.677368164E0,1.019287109E-2,-1.133117676E-1,1.681221999E0
7.072692871E0,-1.652313232E0,1.019287109E-2,-1.120910645E-1,1.656142300E0
7.075073242E0,-1.625427246E0,8.972167969E-3,-1.114807129E-1,1.629270445E0
7.077453613E0,-1.599166870E0,1.141357422E-2,-1.108703613E-1,1.603046221E0
7.079864502E0,-1.572280884E0,1.263427734E-2,-1.090393066E-1,1.576107983E0
7.082244873E0,-1.546020508E0,1.078796387E-2,-1.078186035E-1,1.549813099E0
7.084625244E0,-1.519744873E0,1.078796387E-2,-1.065979004E-1,1.523516975E0
7.087005615E0,-1.491043091E0,1.141357422E-2,-1.041564941E-1,1.494720156E0
7.089416504E0,-1.461715698E0,1.202392578E-2,-9.986877441E-2,1.465172730E0
7.091796875E0,-1.432403564E0,1.202392578E-2,-9.864807129E-2,1.435846784E0
7.094177246E0,-1.403686523E0,1.202392578E-2,-9.498596191E-2,1.406948032E0
7.096588135E0,-1.373748779E0,1.263427734E-2,-9.376525879E-2,1.377002998E0
7.098968506E0,-1.343200684E0,1.324462891E-2,-9.132385254E-2,1.346366794E0
7.101348877E0,-1.312057495E0,1.446533203E-2,-9.010314941E-2,1.315227240E0
7.103759766E0,-1.279678345E0,1.507568359E-2,-8.766174316E-2,1.282765966E0
7.106140137E0,-1.247924805E0,1.385498047E-2,-8.642578125E-2,1.250990685E0
7.108520508E0,-1.217987061E0,1.385498047E-2,-8.460998535E-2,1.221000938E0
7.110931397E0,-1.184997559E0,1.324462891E-2,-8.215332031E-2,1.187915739E0
7.113311768E0,-1.152008057E0,1.202392578E-2,-7.971191406E-2,1.154825150E0
7.115692139E0,-1.118408203E0,1.202392578E-2,-7.788085938E-2,1.121181034E0
7.118103027E0,-1.084197998E0,1.141357422E-2,-7.482910156E-2,1.086837137E0
7.120483399E0,-1.049987793E0,1.263427734E-2,-7.177734375E-2,1.052514122E0
7.122863770E0,-1.015182495E0,1.263427734E-2,-7.055664062E-2,1.017709862E0
7.125244141E0,-9.809722900E-1,1.141357422E-2,-6.748962402E-2,9.833573882E-1
7.127655029E0,-9.443054199E-1,9.567260742E-3,-6.748962402E-2,9.467624348E-1
7.130035400E0,-9.113159180E-1,9.567260742E-3,-6.443786621E-2,9.136413265E-1
7.132415772E0,-8.746643066E-1,7.751464844E-3,-6.199645996E-2,8.768929784E-1
7.134826660E0,-8.380279541E-1,7.751464844E-3,-6.077575684E-2,8.402646188E-1
7.137207031E0,-8.019866943E-1,7.125854492E-3,-5.772399902E-2,8.040929646E-1
7.139587402E0,-7.665405273E-1,7.125854492E-3,-5.589294434E-2,7.686085994E-1
7.141998291E0,-7.280731201E-1,5.310058594E-3,-5.162048340E-2,7.299200910E-1
7.144378662E0,-6.932373047E-1,4.089355469E-3,-4.978942871E-2,6.950350140E-1
7.146759033E0,-6.547546387E-1,3.463745117E-3,-4.550170898E-2,6.563429286E-1
7.149169922E0,-6.175079346E-1,2.868652344E-3,-4.367065430E-2,6.190568669E-1
7.151550293E0,-5.790100098E-1,3.463745117E-3,-4.000854492E-2,5.804009585E-1
7.153930664E0,-5.411376953E-1,2.258300781E-3,-3.756713867E-2,5.424448314E-1
7.156341553E0,-5.032653809E-1,1.037597656E-3,-3.634643555E-2,5.045772325E-1
7.158721924E0,-4.660034180E-1,-1.831054688E-4,-3.327941895E-2,4.671902598E-1
7.161102295E0,-4.275207520E-1,-1.403808594E-3,-3.024291992E-2,4.285914118E-1
7.163513184E0,-3.890380859E-1,-2.624511719E-3,-2.839660645E-2,3.900818986E-1
7.165893555E0,-3.505401611E-1,-2.029418945E-3,-2.595520020E-2,3.515056124E-1
7.168273926E0,-3.132934570E-1,-3.250122070E-3,-2.229309082E-2,3.141024282E-1
7.170654297E0,-2.735748291E-1,-2.624511719E-3,-2.046203613E-2,2.743515447E-1
7.173065186E0,-2.344818115E-1,-5.065917969E-3,-1.863098145E-2,2.352753641E-1
7.175445557E0,-1.959991455E-1,-6.301879883E-3,-1.435852051E-2,1.966253947E-1
7.177825928E0,-1.575164795E-1,-6.912231445E-3,-1.129150391E-2,1.580718771E-1
7.180236816E0,-1.177978516E-1,-6.912231445E-3,-8.850097656E-3,1.183318934E-1
7.182617188E0,-7.931518555E-2,-8.132934570E-3,-6.423950195E-3,7.998943942E-2
7.184997559E0,-3.900146484E-2,-7.522583008E-3,-3.982543945E-3,3.991947108E-2
7.187408447E0,7.629394531E-5,-7.522583008E-3,-2.136230469E-3,7.820393628E-3
7.189788818E0,3.794860840E-2,-8.743286133E-3,2.136230469E-3,3.900135142E-2
7.192169190E0,7.766723633E-2,-8.132934570E-3,3.356933594E-3,7.816401491E-2
7.194580078E0,1.143035889E-1,-9.963989258E-3,5.798339844E-3,1.148834725E-1
7.196960449E0,1.558532715E-1,-1.118469238E-2,8.239746094E-3,1.564711890E-1
7.199340820E0,1.955566406E-1,-9.963989258E-3,1.129150391E-2,1.961356134E-1
7.201751709E0,2.340545654E-1,-9.963989258E-3,1.496887207E-2,2.347443030E-1
7.204132080E0,2.731475830E-1,-1.179504395E-2,1.802062988E-2,2.739953800E-1
7.206512451E0,3.104095459E-1,-9.353637695E-3,2.107238770E-2,3.112645535E-1
7.208892822E0,3.495025635E-1,-1.301574707E-2,2.290344238E-2,3.504939646E-1
7.211303711E0,3.873748779E-1,-1.118469238E-2,2.656555176E-2,3.884457773E-1
7.213684082E0,4.258575439E-1,-1.179504395E-2,2.961730957E-2,4.270491258E-1
7.216064453E0,4.637298584E-1,-1.240539551E-2,3.144836426E-2,4.649605091E-1
7.218475342E0,5.028228760E-1,-1.362609863E-2,3.388977051E-2,5.041478272E-1
7.220855713E0,5.407104492E-1,-1.423645020E-2,3.634643555E-2,5.421176346E-1
7.223236084E0,5.773620605E-1,-1.423645020E-2,3.817749023E-2,5.787980185E-1
7.225646973E0,6.146087646E-1,-1.423645020E-2,3.939819336E-2,6.160347618E-1
7.228027344E0,6.518859863E-1,-1.484680176E-2,4.183959961E-2,6.533959893E-1
7.230407715E0,6.897583008E-1,-1.667785645E-2,4.489135742E-2,6.914187576E-1
7.232818604E0,7.264099121E-1,-1.667785645E-2,4.733276367E-2,7.281414024E-1
7.235198975E0,7.618408203E-1,-1.606750488E-2,5.162048340E-2,7.637566854E-1
7.237579346E0,7.984924316E-1,-1.606750488E-2,5.528259277E-2,8.005651086E-1
7.239990234E0,8.345336914E-1,-1.667785645E-2,5.833435059E-2,8.367362365E-1
7.242370606E0,8.699645996E-1,-1.606750488E-2,5.894470215E-2,8.721072452E-1
7.244750977E0,9.047851562E-1,-1.850891113E-2,6.260681152E-2,9.071374602E-1
7.247161865E0,9.408264160E-1,-1.791381836E-2,6.565856934E-2,9.432848444E-1
7.249542236E0,9.744262695E-1,-1.913452148E-2,6.687927246E-2,9.769060967E-1
7.251922608E0,1.010467529E0,-2.095031738E-2,6.811523438E-2,1.012977408E0
7.254333496E0,1.044677734E0,-1.972961426E-2,7.177734375E-2,1.047326508E0
7.256713867E0,1.077667236E0,-1.913452148E-2,7.238769531E-2,1.080265144E0
7.259094238E0,1.110641479E0,-1.972961426E-2,7.482910156E-2,1.113334248E0
7.261474609E0,1.144851685E0,-2.157592773E-2,7.666015625E-2,1.147618264E0
7.263885498E0,1.177230835E0,-2.157592773E-2,8.032226562E-2,1.180165084E0
7.266265869E0,1.209609985E0,-2.279663086E-2,8.337402344E-2,1.212694203E0
7.268646240E0,1.239547729E0,-2.340698242E-2,8.581542969E-2,1.242735188E0
7.271057129E0,1.270690918E0,-2.340698242E-2,8.766174316E-2,1.273926166E0
7.273437500E0,1.303070068E0,-2.340698242E-2,9.010314941E-2,1.306391238E0
7.275817871E0,1.332382202E0,-2.401733398E-2,9.069824219E-2,1.335681600E0
7.278228760E0,1.363555908E0,-2.401733398E-2,9.254455566E-2,1.366903816E0
7.280609131E0,1.392868042E0,-2.523803711E-2,9.437561035E-2,1.396289761E0
7.282989502E0,1.420349121E0,-2.706909180E-2,9.620666504E-2,1.423860978E0
7.285400391E0,1.449676514E0,-2.828979492E-2,9.803771973E-2,1.453263122E0
7.287780762E0,1.478378296E0,-2.828979492E-2,1.004791260E-1,1.482058957E0
7.290161133E0,1.505874634E0,-3.073120117E-2,1.016998291E-1,1.509617725E0
7.292572022E0,1.532760620E0,-3.012084961E-2,1.041412354E-1,1.536589659E0
7.294952393E0,1.559631348E0,-3.073120117E-2,1.065826416E-1,1.563570979E0
7.297332764E0,1.585296631E0,-3.195190430E-2,1.078033447E-1,1.589279048E0
7.299713135E0,1.610946655E0,-3.195190430E-2,1.096496582E-1,1.614990123E0
7.302124024E0,1.634780884E0,-3.256225586E-2,1.108703613E-1,1.638859688E0
7.304504395E0,1.660430908E0,-3.378295898E-2,1.133117676E-1,1.664635590E0
7.306884766E0,1.683639526E0,-3.439331055E-2,1.139221191E-1,1.687839804E0
7.309295654E0,1.706863403E0,-3.561401367E-2,1.169738770E-1,1.711237542E0
7.311676025E0,1.729461670E0,-3.683471680E-2,1.169738770E-1,1.733804300E0
7.314056397E0,1.752670288E0,-3.622436523E-2,1.194305420E-1,1.757108135E0
7.316467285E0,1.774047852E0,-3.561401367E-2,1.206512451E-1,1.778502421E0
7.318847656E0,1.794815063E0,-3.622436523E-2,1.212463379E-1,1.799270405E0
7.321228027E0,1.814361572E0,-3.805541992E-2,1.243133545E-1,1.819013452E0
7.323638916E0,1.835128784E0,-3.868103027E-2,1.255340576E-1,1.839824088E0
7.326019287E0,1.852859497E0,-3.927612305E-2,1.273498535E-1,1.857646068E0
7.328399658E0,1.870559692E0,-4.112243652E-2,1.285858154E-1,1.875425000E0
7.330810547E0,1.888900757E0,-4.234313965E-2,1.279754639E-1,1.893704499E0
7.333190918E0,1.906005859E0,-4.295349121E-2,1.285858154E-1,1.910821198E0
7.335571289E0,1.921890259E0,-4.295349121E-2,1.291961670E-1,1.926706729E0
7.337982178E0,1.938369751E0,-4.356384277E-2,1.304168701E-1,1.943240505E0
7.340393066E0,1.953033447E0,-4.295349121E-2,1.316375732E-1,1.957935928E0
7.342773438E0,1.967697144E0,-4.539489746E-2,1.322479248E-1,1.972658678E0
7.345153809E0,1.981750488E0,-4.478454590E-2,1.328582764E-1,1.986703796E0
7.347564697E0,1.994567871E0,-4.539489746E-2,1.334686279E-1,1.999543839E0
7.349945068E0,2.007400513E0,-4.417419434E-2,1.346893311E-1,2.012398915E0
7.352325440E0,2.019012451E0,-4.600524902E-2,1.340789795E-1,2.023982444E0
7.354736328E0,2.029388428E0,-4.600524902E-2,1.371307373E-1,2.034536486E0
7.357116699E0,2.039779663E0,-4.478454590E-2,1.371307373E-1,2.044874463E0
7.359497070E0,2.049560547E0,-4.417419434E-2,1.377563477E-1,2.054659730E0
7.361907959E0,2.058715820E0,-4.661560059E-2,1.389770508E-1,2.063927921E0
7.364288330E0,2.066040039E0,-4.600524902E-2,1.395721436E-1,2.071260078E0
7.366668701E0,2.073379517E0,-4.478454590E-2,1.389770508E-1,2.078514589E0
7.369079590E0,2.080093384E0,-4.417419434E-2,1.414184570E-1,2.085363044E0
7.371459961E0,2.085586548E0,-4.600524902E-2,1.407928467E-1,2.090839630E0
7.373840332E0,2.092315674E0,-4.661560059E-2,1.414184570E-1,2.097607464E0
7.376251221E0,2.095977783E0,-4.661560059E-2,1.420135498E-1,2.101300485E0
7.378631592E0,2.100250244E0,-4.600524902E-2,1.420135498E-1,2.105548722E0
7.381011963E0,2.103912354E0,-4.661560059E-2,1.414184570E-1,2.109175049E0
7.383392334E0,2.106353760E0,-4.783630371E-2,1.414184570E-1,2.111637671E0
7.385803223E0,2.106353760E0,-4.783630371E-2,1.414184570E-1,2.111637671E0
7.388183594E0,2.106979370E0,-4.783630371E-2,1.407928467E-1,2.112219923E0
7.390563965E0,2.108200073E0,-4.661560059E-2,1.401977539E-1,2.113370761E0
7.392974854E0,2.108200073E0,-4.722595215E-2,1.389770508E-1,2.113303684E0
7.395355225E0,2.106979370E0,-4.661560059E-2,1.401977539E-1,2.112153046E0
7.397735596E0,2.103912354E0,-4.600524902E-2,1.395721436E-1,2.109038657E0
7.400146484E0,2.102096558E0,-4.600524902E-2,1.377563477E-1,2.107107788E0
7.402526856E0,2.097198486E0,-4.539489746E-2,1.383514404E-1,2.102247205E0
7.404907227E0,2.092926025E0,-4.661560059E-2,1.389770508E-1,2.098053141E0
7.407318115E0,2.088653564E0,-4.600524902E-2,1.377563477E-1,2.093696971E0
7.409698486E0,2.083145142E0,-4.539489746E-2,1.383514404E-1,2.088227837E0
7.412078858E0,2.076431274E0,-4.600524902E-2,1.371307373E-1,2.081462985E0
7.414489746E0,2.069107056E0,-4.600524902E-2,1.377563477E-1,2.074197990E0
7.416870117E0,2.061767578E0,-4.417419434E-2,1.371307373E-1,2.066795042E0
7.419250488E0,2.052612305E0,-4.173278809E-2,1.359100342E-1,2.057530179E0
7.421630859E0,2.043441772E0,-4.356384277E-2,1.340789795E-1,2.048299114E0
7.424041748E0,2.033676147E0,-4.051208496E-2,1.352996826E-1,2.038574479E0
7.426422119E0,2.023284912E0,-4.173278809E-2,1.352996826E-1,2.028233089E0
7.428802490E0,2.011077881E0,-4.234313965E-2,1.334686279E-1,2.015946691E0
7.431213379E0,1.999465942E0,-4.173278809E-2,1.322479248E-1,2.004269242E0
7.433593750E0,1.987854004E0,-4.173278809E-2,1.310272217E-1,1.992604652E0
7.435974121E0,1.973800659E0,-4.173278809E-2,1.304168701E-1,1.978544725E0
7.438385010E0,1.959136963E0,-4.295349121E-2,1.291961670E-1,1.963862086E0
7.440765381E0,1.946914673E0,-3.927612305E-2,1.279754639E-1,1.951511485E0
7.443145752E0,1.930435181E0,-3.990173340E-2,1.249084473E-1,1.934883525E0
7.445556641E0,1.914550781E0,-3.927612305E-2,1.249084473E-1,1.919023040E0
7.447937012E0,1.897445679E0,-3.746032715E-2,1.236877441E-1,1.901841749E0
7.450317383E0,1.880950928E0,-3.868103027E-2,1.218719482E-1,1.885291857E0
7.452728272E0,1.862625122E0,-3.683471680E-2,1.206512451E-1,1.866892033E0
7.455108643E0,1.843688965E0,-3.622436523E-2,1.194305420E-1,1.847908239E0
7.457489014E0,1.824752808E0,-3.805541992E-2,1.181945801E-1,1.828972658E0
7.459899902E0,1.805206299E0,-3.805541992E-2,1.151428223E-1,1.809274956E0
7.462280274E0,1.785049438E0,-3.622436523E-2,1.157531738E-1,1.789165308E0
7.464660645E0,1.763671875E0,-3.378295898E-2,1.139221191E-1,1.767670224E0
7.467041016E0,1.741058350E0,-3.561401367E-2,1.127014160E-1,1.745065656E0
7.469451904E0,1.719070435E0,-3.439331055E-2,1.114807129E-1,1.723024668E0
7.471832275E0,1.697082520E0,-3.378295898E-2,1.096496582E-1,1.700956617E0
7.474212647E0,1.673248291E0,-3.317260742E-2,1.084289551E-1,1.677085896E0
7.476623535E0,1.648818970E0,-3.439331055E-2,1.065826416E-1,1.652618151E0
7.479003906E0,1.623779297E0,-3.256225586E-2,1.053619385E-1,1.627519783E0
7.481384277E0,1.599945068E0,-3.134155273E-2,1.047668457E-1,1.603677838E0
7.483795166E0,1.573684692E0,-3.012084961E-2,1.023254395E-1,1.577295556E0
7.486175537E0,1.548019409E0,-3.073120117E-2,1.004791260E-1,1.551581307E0
7.488555908E0,1.521148682E0,-3.134155273E-2,9.803771973E-2,1.524626839E0
7.490966797E0,1.494888306E0,-2.951049805E-2,9.437561035E-2,1.498155089E0
7.493347168E0,1.468002319E0,-2.828979492E-2,9.437561035E-2,1.471304822E0
7.495727539E0,1.438690186E0,-2.828979492E-2,9.254455566E-2,1.441941142E0
7.498138428E0,1.411193848E0,-2.645874023E-2,9.010314941E-2,1.414314929E0
7.500518799E0,1.384323120E0,-2.645874023E-2,8.581542969E-2,1.387232804E0
7.502899170E0,1.353775024E0,-2.523803711E-2,8.459472656E-2,1.356650302E0
7.505310059E0,1.322616577E0,-2.767944336E-2,8.337402344E-2,1.325530833E0
7.507690430E0,1.292678833E0,-2.645874023E-2,8.093261719E-2,1.295480111E0
7.510070801E0,1.262145996E0,-2.523803711E-2,7.788085938E-2,1.264798364E0
7.512451172E0,1.230377197E0,-2.340698242E-2,7.849121094E-2,1.233100484E0
7.514862061E0,1.198608398E0,-2.401733398E-2,7.482910156E-2,1.201182051E0
7.517242432E0,1.166229248E0,-2.157592773E-2,7.360839844E-2,1.168749065E0
7.519622803E0,1.132629395E0,-2.035522461E-2,7.238769531E-2,1.135122751E0
7.522033691E0,1.101486206E0,-1.913452148E-2,6.993103027E-2,1.103869712E0
7.524414063E0,1.068496704E0,-1.791381836E-2,6.687927246E-2,1.070737572E0
7.526794434E0,1.034286499E0,-1.791381836E-2,6.443786621E-2,1.036446673E0
7.529205322E0,1.000076294E0,-1.667785645E-2,6.382751465E-2,1.002249817E0
7.531585693E0,9.670867920E-1,-1.545715332E-2,6.321716309E-2,9.692740565E-1
7.533966065E0,9.310455322E-1,-1.545715332E-2,5.955505371E-2,9.330763694E-1
7.536376953E0,8.968353271E-1,-1.423645020E-2,5.772399902E-2,8.988038388E-1
7.538757324E0,8.620300293E-1,-1.423645020E-2,5.528259277E-2,8.639181749E-1
7.541137695E0,8.265838623E-1,-1.301574707E-2,5.162048340E-2,8.282964236E-1
7.543548584E0,7.911529541E-1,-1.179504395E-2,5.099487305E-2,7.928824610E-1
7.545928955E0,7.557220459E-1,-1.179504395E-2,4.733276367E-2,7.572947407E-1
7.548309326E0,7.215118408E-1,-1.057434082E-2,4.428100586E-2,7.229467204E-1
7.550720215E0,6.842651367E-1,-9.963989258E-3,4.244995117E-2,6.856530148E-1
7.553100586E0,6.475982666E-1,-8.132934570E-3,3.939819336E-2,6.488465744E-1
7.555480957E0,6.109466553E-1,-6.912231445E-3,3.634643555E-2,6.120658934E-1
7.557861328E0,5.755157471E-1,-6.301879883E-3,3.512573242E-2,5.766211112E-1
7.560272217E0,5.382537842E-1,-5.691528320E-3,3.207397461E-2,5.392386017E-1
7.562652588E0,4.997711182E-1,-4.470825195E-3,2.961730957E-2,5.006678978E-1
7.565032959E0,4.625091553E-1,-2.029418945E-3,2.656555176E-2,4.632759068E-1
7.567443848E0,4.240264893E-1,4.119873047E-4,2.595520020E-2,4.248203217E-1
7.569824219E0,3.867645264E-1,1.037597656E-3,2.351379395E-2,3.874800304E-1
7.572204590E0,3.476715088E-1,1.037597656E-3,2.107238770E-2,3.483110681E-1
7.574615479E0,3.110198975E-1,2.258300781E-3,1.924133301E-2,3.116226972E-1
7.576995850E0,2.707061768E-1,4.684448242E-3,1.556396484E-2,2.711936858E-1
7.579376221E0,2.328186035E-1,4.089355469E-3,1.374816895E-2,2.332600204E-1
7.581787109E0,1.961669922E-1,7.125854492E-3,1.190185547E-2,1.966568605E-1
7.584167481E0,1.576843262E-1,7.751464844E-3,8.850097656E-3,1.581225985E-1
7.586547852E0,1.192016602E-1,9.567260742E-3,5.187988281E-3,1.196974665E-1
7.588958740E0,8.132934570E-2,1.078796387E-2,3.967285156E-3,8.213757964E-2
7.591339111E0,4.406738281E-2,1.141357422E-2,1.525878906E-3,4.554703295E-2
7.593719483E0,6.195068359E-3,1.263427734E-2,-3.204345703E-4,1.407503159E-2
7.596099854E0,-3.167724609E-2,1.324462891E-2,-3.356933594E-3,3.449836399E-2
7.598510742E0,-7.138061523E-2,1.507568359E-2,-5.203247070E-3,7.314056499E-2
7.600891113E0,-1.098632812E-1,1.507568359E-2,-8.850097656E-3,1.112454090E-1
7.603271484E0,-1.477355957E-1,1.568603516E-2,-1.129150391E-2,1.489944831E-1
7.605682373E0,-1.843872070E-1,1.751708984E-2,-1.313781738E-2,1.856827746E-1
7.608062744E0,-2.234802246E-1,1.873779297E-2,-1.557922363E-2,2.248048662E-1
7.610443115E0,-2.613525391E-1,1.873779297E-2,-1.985168457E-2,2.627743213E-1
7.612854004E0,-2.998504639E-1,2.117919922E-2,-2.229309082E-2,3.014230268E-1
7.615234375E0,-3.371124268E-1,2.239990234E-2,-2.290344238E-2,3.386312324E-1
7.617614746E0,-3.749847412E-1,2.301025391E-2,-2.717590332E-2,3.766716842E-1
7.620025635E0,-4.122467041E-1,2.301025391E-2,-2.778625488E-2,4.138222961E-1
7.622406006E0,-4.507293701E-1,2.363586426E-2,-2.902221680E-2,4.522807847E-1
7.624816895E0,-4.892120361E-1,2.607727051E-2,-3.146362305E-2,4.909158786E-1
7.627227783E0,-5.252532959E-1,2.667236328E-2,-3.327941895E-2,5.269819347E-1
7.629608154E0,-5.619049072E-1,2.789306641E-2,-3.634643555E-2,5.637696438E-1
7.631988525E0,-5.997772217E-1,2.973937988E-2,-3.756713867E-2,6.016879891E-1
7.634399414E0,-6.358337402E-1,2.789306641E-2,-4.122924805E-2,6.377792873E-1
7.636779785E0,-6.724700928E-1,3.034973145E-2,-4.306030273E-2,6.745304452E-1
7.639160156E0,-7.085266113E-1,2.973937988E-2,-4.733276367E-2,7.107283449E-1
7.641540527E0,-7.433319092E-1,3.096008301E-2,-4.978942871E-2,7.456405576E-1
7.643951416E0,-7.781677246E-1,3.218078613E-2,-5.101013184E-2,7.805015337E-1
7.646331787E0,-8.135833740E-1,3.279113770E-2,-5.284118652E-2,8.159567122E-1
7.648712158E0,-8.484039307E-1,3.401184082E-2,-5.589294434E-2,8.509230612E-1
7.651123047E0,-8.826141357E-1,3.401184082E-2,-5.833435059E-2,8.851934333E-1
7.653503418E0,-9.174346924E-1,3.462219238E-2,-6.077575684E-2,9.200971707E-1
7.655883789E0,-9.528656006E-1,3.462219238E-2,-6.138610840E-2,9.554683685E-1
7.658294678E0,-9.864654541E-1,3.645324707E-2,-6.443786621E-2,9.892396929E-1
7.660675049E0,-1.019439697E0,3.645324707E-2,-6.565856934E-2,1.022202124E0
7.663055420E0,-1.051834106E0,3.828430176E-2,-6.811523438E-2,1.054732364E0
7.665466309E0,-1.084197998E0,3.889465332E-2,-7.238769531E-2,1.087307717E0
7.667846680E0,-1.117187500E0,3.889465332E-2,-7.360839844E-2,1.120285187E0
7.670227051E0,-1.150177002E0,4.072570801E-2,-7.543945312E-2,1.153367604E0
7.672637940E0,-1.181945801E0,4.133605957E-2,-7.727050781E-2,1.185189975E0
7.675018311E0,-1.213714600E0,4.072570801E-2,-7.971191406E-2,1.217010970E0
7.677398682E0,-1.245468140E0,4.072570801E-2,-8.215332031E-2,1.248838916E0
7.679779053E0,-1.273574829E0,4.377746582E-2,-8.337402344E-2,1.277051502E0
7.682189941E0,-1.305343628E0,4.377746582E-2,-8.398437500E-2,1.308774934E0
7.684570313E0,-1.334655762E0,4.499816895E-2,-8.705139160E-2,1.338248401E0
7.686950684E0,-1.362762451E0,4.499816895E-2,-8.888244629E-2,1.366399072E0
7.689361572E0,-1.392700195E0,4.623413086E-2,-9.132385254E-2,1.396456757E0
7.691741943E0,-1.421401978E0,4.499816895E-2,-9.376525879E-2,1.425201860E0
7.694122315E0,-1.448287964E0,4.623413086E-2,-9.254455566E-2,1.451978001E0
7.696533203E0,-1.475158691E0,4.562377930E-2,-9.620666504E-2,1.478996422E0
7.698913574E0,-1.501419067E0,4.623413086E-2,-9.864807129E-2,1.505366485E0
7.701293945E0,-1.529525757E0,4.562377930E-2,-1.010894775E-1,1.533541539E0
7.703704834E0,-1.552734375E0,4.623413086E-2,-1.023101807E-1,1.556788042E0
7.706085205E0,-1.577789307E0,4.684448242E-2,-1.059722900E-1,1.582037809E0
7.708465576E0,-1.603439331E0,4.562377930E-2,-1.065979004E-1,1.607626303E0
7.710876465E0,-1.627868652E0,4.623413086E-2,-1.084289551E-1,1.632130749E0
7.713256836E0,-1.650482178E0,4.623413086E-2,-1.102600098E-1,1.654807023E0
7.715637207E0,-1.673690796E0,4.623413086E-2,-1.108703613E-1,1.677996041E0
7.718048096E0,-1.694473267E0,4.440307617E-2,-1.120910645E-1,1.698757102E0
7.720428467E0,-1.718292236E0,4.623413086E-2,-1.120910645E-1,1.722565009E0
7.722808838E0,-1.738449097E0,4.623413086E-2,-1.139221191E-1,1.742791183E0
7.725189209E0,-1.759826660E0,4.684448242E-2,-1.157531738E-1,1.764251421E0
7.727600098E0,-1.781204224E0,4.562377930E-2,-1.181945801E-1,1.785704336E0
7.729980469E0,-1.800140381E0,4.562377930E-2,-1.188201904E-1,1.804634356E0
7.732360840E0,-1.819076538E0,4.562377930E-2,-1.188201904E-1,1.823523846E0
7.734771729E0,-1.836791992E0,4.499816895E-2,-1.200408936E-1,1.841260295E0
7.737152100E0,-1.853897095E0,4.440307617E-2,-1.218566895E-1,1.858428133E0
7.739532471E0,-1.871612549E0,4.377746582E-2,-1.242980957E-1,1.876246257E0
7.741943359E0,-1.888107300E0,4.377746582E-2,-1.255187988E-1,1.892781184E0
7.744323731E0,-1.902160645E0,4.133605957E-2,-1.267395020E-1,1.906826339E0
7.746704102E0,-1.917434692E0,4.255676270E-2,-1.267395020E-1,1.922089951E0
7.749114990E0,-1.931488037E0,4.072570801E-2,-1.285858154E-1,1.936191864E0
7.751495361E0,-1.946136475E0,4.011535645E-2,-1.285858154E-1,1.950792334E0
7.753875733E0,-1.958358765E0,3.950500488E-2,-1.298065186E-1,1.963053598E0
7.756286621E0,-1.970581055E0,3.828430176E-2,-1.310272217E-1,1.975303398E0
7.758666992E0,-1.982177734E0,3.706359863E-2,-1.322479248E-1,1.986930244E0
7.761047363E0,-1.992568970E0,3.584289551E-2,-1.328582764E-1,1.997314981E0
7.763427734E0,-2.003570557E0,3.462219238E-2,-1.352996826E-1,2.008432144E0
7.765838623E0,-2.014556885E0,3.401184082E-2,-1.359252930E-1,2.019423663E0
7.768218994E0,-2.020675659E0,3.462219238E-2,-1.365203857E-1,2.025578098E0
7.770599365E0,-2.029830933E0,3.401184082E-2,-1.365203857E-1,2.034701019E0
7.773010254E0,-2.036544800E0,3.340148926E-2,-1.371459961E-1,2.041430725E0
7.775390625E0,-2.043884277E0,3.157043457E-2,-1.383666992E-1,2.048805744E0
7.777770996E0,-2.049987793E0,3.157043457E-2,-1.377410889E-1,2.054852611E0
7.780181885E0,-2.055480957E0,3.096008301E-2,-1.365203857E-1,2.060242293E0
7.782562256E0,-2.059768677E0,3.096008301E-2,-1.371459961E-1,2.064561589E0
7.784942627E0,-2.062210083E0,2.973937988E-2,-1.389617920E-1,2.067100684E0
7.787353516E0,-2.066482544E0,2.729797363E-2,-1.383666992E-1,2.071289605E0
7.789733887E0,-2.070144653E0,2.789306641E-2,-1.383666992E-1,2.074951145E0
7.792114258E0,-2.070755005E0,2.789306641E-2,-1.383666992E-1,2.075560083E0
7.794525147E0,-2.071975708E0,2.485656738E-2,-1.371459961E-1,2.076658423E0
7.796905518E0,-2.073806763E0,2.545166016E-2,-1.377410889E-1,2.078531906E0
7.799285889E0,-2.072586060E0,2.423095703E-2,-1.389617920E-1,2.077380681E0
7.801696777E0,-2.072586060E0,2.363586426E-2,-1.395874023E-1,2.077415768E0
7.804077149E0,-2.069534302E0,2.301025391E-2,-1.401824951E-1,2.074404211E0
7.806457520E0,-2.067092896E0,2.301025391E-2,-1.389617920E-1,2.071886312E0
7.808837891E0,-2.064651489E0,2.178955078E-2,-1.395874023E-1,2.069479451E0
7.811248779E0,-2.059768677E0,1.995849609E-2,-1.383666992E-1,2.064507371E0
