"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)",omegaa
2.235102916E1,-1.096420288E0,1.751708984E-2,-6.994628906E-2,1.098788779E0
2.235340953E1,-1.101303101E0,1.690673828E-2,-7.177734375E-2,1.103769154E0
2.235578990E1,-1.105590820E0,1.690673828E-2,-7.177734375E-2,1.108047331E0
2.235820079E1,-1.109252930E0,1.568603516E-2,-7.299804688E-2,1.111762937E0
2.236058116E1,-1.112915039E0,1.507568359E-2,-7.299804688E-2,1.115408389E0
2.236296153E1,-1.116577148E0,1.385498047E-2,-7.482910156E-2,1.119167496E0
2.236537242E1,-1.118408203E0,1.507568359E-2,-7.421875000E-2,1.120969495E0
2.236775279E1,-1.122070312E0,1.385498047E-2,-7.421875000E-2,1.124607562E0
2.237013316E1,-1.124526978E0,1.202392578E-2,-7.360839844E-2,1.126997646E0
2.237254405E1,-1.123916626E0,1.263427734E-2,-7.360839844E-2,1.126395314E0
2.237492442E1,-1.125747681E0,1.019287109E-2,-7.543945312E-2,1.128318593E0
2.237730479E1,-1.127578735E0,1.202392578E-2,-7.604980469E-2,1.130204385E0
2.237971568E1,-1.126968384E0,1.141357422E-2,-7.543945312E-2,1.129548192E0
2.238209605E1,-1.126968384E0,8.346557617E-3,-7.543945312E-2,1.129521365E0
2.238447642E1,-1.128189087E0,9.567260742E-3,-7.604980469E-2,1.130789866E0
2.238685679E1,-1.128189087E0,8.972167969E-3,-7.604980469E-2,1.130784988E0
2.238926768E1,-1.126358032E0,7.751464844E-3,-7.727050781E-2,1.129031990E0
2.239164805E1,-1.123291016E0,7.751464844E-3,-7.482910156E-2,1.125807348E0
2.239402842E1,-1.122680664E0,7.125854492E-3,-7.543945312E-2,1.125234981E0
2.239643931E1,-1.121459961E0,7.751464844E-3,-7.421875000E-2,1.123939924E0
2.239881968E1,-1.118408203E0,6.530761719E-3,-7.360839844E-2,1.120846892E0
2.240120005E1,-1.115356445E0,6.530761719E-3,-7.421875000E-2,1.117842151E0
2.240361094E1,-1.112915039E0,4.684448242E-3,-7.421875000E-2,1.115396903E0
2.240599131E1,-1.108642578E0,4.684448242E-3,-7.299804688E-2,1.111053115E0
2.240837169E1,-1.103744507E0,4.089355469E-3,-7.116699219E-2,1.106044032E0
2.241078257E1,-1.100082397E0,3.463745117E-3,-7.238769531E-2,1.102466896E0
2.241316294E1,-1.093978882E0,3.463745117E-3,-7.360839844E-2,1.096457928E0
2.241554332E1,-1.090927124E0,1.037597656E-3,-7.299804688E-2,1.093367176E0
2.241795420E1,-1.084197998E0,2.258300781E-3,-7.360839844E-2,1.086696183E0
2.242033458E1,-1.078704834E0,2.258300781E-3,-7.177734375E-2,1.081092598E0
2.242271495E1,-1.071380615E0,1.037597656E-3,-7.116699219E-2,1.073742166E0
2.242512584E1,-1.063430786E0,4.119873047E-4,-7.116699219E-2,1.065809527E0
2.242750621E1,-1.057937622E0,4.119873047E-4,-7.116699219E-2,1.060328686E0
2.242988658E1,-1.048171997E0,-8.087158203E-4,-7.116699219E-2,1.050585518E0
2.243226695E1,-1.042053223E0,-1.403808594E-3,-7.055664062E-2,1.044440103E0
2.243467784E1,-1.034729004E0,-2.029418945E-3,-7.055664062E-2,1.037133776E0
2.243705821E1,-1.024948120E0,-3.250122070E-3,-7.116699219E-2,1.027421020E0
2.243943858E1,-1.016998291E0,-2.029418945E-3,-6.872558594E-2,1.019319797E0
2.244184947E1,-1.006622314E0,-3.250122070E-3,-6.872558594E-2,1.008970888E0
2.244422984E1,-9.962310791E-1,-2.029418945E-3,-6.994628906E-2,9.986856186E-1
2.244661021E1,-9.870758057E-1,-3.250122070E-3,-6.811523438E-2,9.894285697E-1
2.244902110E1,-9.754638672E-1,-2.029418945E-3,-6.811523438E-2,9.778412754E-1
2.245140147E1,-9.663085938E-1,-1.403808594E-3,-6.626892090E-2,9.685792889E-1
2.245378184E1,-9.559173584E-1,-2.624511719E-3,-6.504821777E-2,9.581315958E-1
2.245619273E1,-9.443054199E-1,-2.624511719E-3,-6.504821777E-2,9.465468212E-1
2.245857310E1,-9.333190918E-1,-1.403808594E-3,-6.260681152E-2,9.354176130E-1
2.246095347E1,-9.198760986E-1,-3.250122070E-3,-6.260681152E-2,9.220098768E-1
2.246336436E1,-9.070587158E-1,-5.065917969E-3,-6.138610840E-2,9.091476403E-1
2.246574473E1,-8.929901123E-1,-3.250122070E-3,-6.138610840E-2,8.951034344E-1
2.246812510E1,-8.813934326E-1,-3.845214844E-3,-5.955505371E-2,8.834115537E-1
2.247050547E1,-8.697814941E-1,-5.065917969E-3,-5.833435059E-2,8.717501979E-1
2.247291636E1,-8.563385010E-1,-5.065917969E-3,-5.711364746E-2,8.582559411E-1
2.247529673E1,-8.416900635E-1,-5.691528320E-3,-5.833435059E-2,8.437283051E-1
2.247767710E1,-8.282470703E-1,-5.691528320E-3,-5.772399902E-2,8.302756549E-1
2.248008799E1,-8.135833740E-1,-6.301879883E-3,-5.650329590E-2,8.155674360E-1
2.248246837E1,-7.989349365E-1,-6.301879883E-3,-5.528259277E-2,8.008700966E-1
2.248484874E1,-7.848815918E-1,-5.065917969E-3,-5.345153809E-2,7.867158595E-1
2.248725962E1,-7.696075439E-1,-6.301879883E-3,-5.345153809E-2,7.714872341E-1
2.248964000E1,-7.531127930E-1,-6.301879883E-3,-5.162048340E-2,7.549061312E-1
2.249202037E1,-7.360076904E-1,-6.912231445E-3,-5.162048340E-2,7.378480695E-1
2.249443126E1,-7.219543457E-1,-6.301879883E-3,-4.978942871E-2,7.236966064E-1
2.249681163E1,-7.060699463E-1,-7.522583008E-3,-4.978942871E-2,7.078632251E-1
2.249919200E1,-6.883544922E-1,-7.522583008E-3,-4.856872559E-2,6.901068158E-1
2.250160289E1,-6.706390381E-1,-7.522583008E-3,-4.733276367E-2,6.723493877E-1
2.250401378E1,-6.547546387E-1,-6.912231445E-3,-4.672241211E-2,6.564559388E-1
2.250639415E1,-6.382751465E-1,-6.912231445E-3,-4.489135742E-2,6.398891900E-1
2.250880504E1,-6.205444336E-1,-8.132934570E-3,-4.244995117E-2,6.220478575E-1
2.251118541E1,-6.022186279E-1,-8.132934570E-3,-4.183959961E-2,6.037250803E-1
2.251356578E1,-5.863342285E-1,-7.522583008E-3,-4.061889648E-2,5.877876415E-1
2.251594615E1,-5.686340332E-1,-6.301879883E-3,-3.939819336E-2,5.700321000E-1
2.251835704E1,-5.496826172E-1,-7.522583008E-3,-3.756713867E-2,5.510162056E-1
2.252073741E1,-5.313568115E-1,-8.743286133E-3,-3.695678711E-2,5.327122209E-1
2.252311778E1,-5.130462646E-1,-8.132934570E-3,-3.573608398E-2,5.143536546E-1
2.252552867E1,-4.947204590E-1,-9.353637695E-3,-3.451538086E-2,4.960112243E-1
2.252790904E1,-4.739532471E-1,-9.353637695E-3,-3.327941895E-2,4.752122585E-1
2.253028941E1,-4.568481445E-1,-9.963989258E-3,-3.268432617E-2,4.581241900E-1
2.253270030E1,-4.366760254E-1,-8.743286133E-3,-3.024291992E-2,4.378093540E-1
2.253508067E1,-4.177398682E-1,-1.057434082E-2,-2.902221680E-2,4.188802970E-1
2.253746104E1,-3.975830078E-1,-1.118469238E-2,-2.961730957E-2,3.988414854E-1
2.253987193E1,-3.786468506E-1,-1.057434082E-2,-2.902221680E-2,3.799046502E-1
2.254225230E1,-3.591003418E-1,-1.179504395E-2,-2.717590332E-2,3.603202857E-1
2.254463267E1,-3.389434814E-1,-1.179504395E-2,-2.595520020E-2,3.401403815E-1
2.254704356E1,-3.187866211E-1,-1.301574707E-2,-2.351379395E-2,3.199175174E-1
2.254942393E1,-2.992248535E-1,-1.301574707E-2,-2.229309082E-2,3.003363190E-1
2.255180430E1,-2.784576416E-1,-1.423645020E-2,-2.290344238E-2,2.797604374E-1
2.255418467E1,-2.576904297E-1,-1.423645020E-2,-2.046203613E-2,2.588932772E-1
2.255659556E1,-2.369232178E-1,-1.362609863E-2,-1.863098145E-2,2.380449436E-1
2.255897593E1,-2.161560059E-1,-1.362609863E-2,-1.679992676E-2,2.172356485E-1
2.256135630E1,-1.972198486E-1,-1.423645020E-2,-1.557922363E-2,1.983458026E-1
2.256376719E1,-1.758422852E-1,-1.484680176E-2,-1.373291016E-2,1.770014960E-1
2.256614756E1,-1.556701660E-1,-1.362609863E-2,-1.251220703E-2,1.567655143E-1
2.256852794E1,-1.343078613E-1,-1.545715332E-2,-1.191711426E-2,1.357186163E-1
2.257093882E1,-1.153564453E-1,-1.606750488E-2,-8.239746094E-3,1.167611562E-1
2.257331920E1,-9.458923340E-2,-1.423645020E-2,-8.850097656E-3,9.606312413E-2
2.257569957E1,-7.260131836E-2,-1.423645020E-2,-6.423950195E-3,7.426233957E-2
2.257811046E1,-5.122375488E-2,-1.423645020E-2,-5.798339844E-3,5.348056024E-2
2.258049083E1,-3.045654297E-2,-1.606750488E-2,-5.203247070E-3,3.482584533E-2
2.258287120E1,-1.152038574E-2,-1.667785645E-2,-2.761840820E-3,2.045722239E-2
2.258528209E1,1.046752930E-2,-1.667785645E-2,-2.136230469E-3,1.980614919E-2
2.258766246E1,2.940368652E-2,-1.728820801E-2,9.155273438E-4,3.412179813E-2
2.259004283E1,5.261230469E-2,-1.667785645E-2,1.525878906E-3,5.521352920E-2
2.259245372E1,7.398986816E-2,-1.850891113E-2,3.356933594E-3,7.634362701E-2
2.259483409E1,9.294128418E-2,-1.850891113E-2,3.967285156E-3,9.484936187E-2
2.259721446E1,1.137084961E-1,-1.913452148E-2,4.577636719E-3,1.153980362E-1
2.259962535E1,1.356964111E-1,-1.850891113E-2,7.019042969E-3,1.371326466E-1
2.260200572E1,1.558532715E-1,-2.095031738E-2,8.239746094E-3,1.574707955E-1
2.260438609E1,1.760101318E-1,-2.095031738E-2,1.068115234E-2,1.775741235E-1
2.260676646E1,1.961669922E-1,-2.035522461E-2,1.129150391E-2,1.975432157E-1
2.260917735E1,2.163238525E-1,-2.157592773E-2,1.252746582E-2,2.177578179E-1
2.261155772E1,2.358703613E-1,-2.095031738E-2,1.312255859E-2,2.371622750E-1
2.261393809E1,2.572631836E-1,-2.157592773E-2,1.556396484E-2,2.586350775E-1
2.261634898E1,2.768096924E-1,-2.095031738E-2,1.556396484E-2,2.780373331E-1
2.261872935E1,2.981872559E-1,-2.035522461E-2,1.741027832E-2,2.993878630E-1
2.262110972E1,3.171234131E-1,-1.972961426E-2,2.046203613E-2,3.183947420E-1
2.262352061E1,3.378906250E-1,-1.913452148E-2,2.046203613E-2,3.390499953E-1
2.262590098E1,3.574371338E-1,-2.157592773E-2,2.107238770E-2,3.587072215E-1
2.262828135E1,3.776092529E-1,-2.157592773E-2,2.290344238E-2,3.789179809E-1
2.263069224E1,3.959350586E-1,-2.157592773E-2,2.473449707E-2,3.972931998E-1
2.263307261E1,4.160766602E-1,-2.217102051E-2,2.717590332E-2,4.175522374E-1
2.263545298E1,4.344024658E-1,-2.217102051E-2,2.839660645E-2,4.358938216E-1
2.263786387E1,4.521331787E-1,-2.340698242E-2,2.961730957E-2,4.537063843E-1
2.264024424E1,4.741210938E-1,-2.340698242E-2,2.961730957E-2,4.756215758E-1
2.264262462E1,4.912261963E-1,-2.217102051E-2,3.083801270E-2,4.926923108E-1
2.264500499E1,5.089416504E-1,-2.340698242E-2,3.266906738E-2,5.105259624E-1
2.264741587E1,5.278778076E-1,-2.340698242E-2,3.388977051E-2,5.294821840E-1
2.264979625E1,5.468139648E-1,-2.279663086E-2,3.573608398E-2,5.484544340E-1
2.265217662E1,5.639190674E-1,-2.279663086E-2,3.634643555E-2,5.655488169E-1
2.265458751E1,5.822448730E-1,-2.340698242E-2,3.756713867E-2,5.839248829E-1
2.265696788E1,5.993499756E-1,-2.279663086E-2,3.817749023E-2,6.009971717E-1
2.265934825E1,6.170654297E-1,-2.340698242E-2,3.939819336E-2,6.187647768E-1
2.266175914E1,6.329498291E-1,-2.217102051E-2,4.061889648E-2,6.346392165E-1
2.266413951E1,6.506652832E-1,-2.340698242E-2,4.244995117E-2,6.524685402E-1
2.266651988E1,6.671600342E-1,-2.340698242E-2,4.428100586E-2,6.690375218E-1
2.266893077E1,6.842651367E-1,-2.279663086E-2,4.672241211E-2,6.862371656E-1
2.267131114E1,6.983032227E-1,-2.157592773E-2,4.672241211E-2,7.001970403E-1
2.267369151E1,7.154083252E-1,-2.157592773E-2,4.733276367E-2,7.172969977E-1
2.267610240E1,7.319030762E-1,-2.095031738E-2,4.855346680E-2,7.338109210E-1
2.267848277E1,7.477874756E-1,-2.279663086E-2,5.038452148E-2,7.498295773E-1
2.268086314E1,7.624511719E-1,-2.217102051E-2,5.162048340E-2,7.645181606E-1
2.268327403E1,7.771148682E-1,-2.217102051E-2,5.162048340E-2,7.791429566E-1
2.268565440E1,7.917785645E-1,-2.279663086E-2,5.162048340E-2,7.937869083E-1
2.268803477E1,8.064270020E-1,-2.279663086E-2,5.345153809E-2,8.085179422E-1
2.269041514E1,8.217010498E-1,-2.340698242E-2,5.406188965E-2,8.238101662E-1
2.269282603E1,8.345336914E-1,-2.095031738E-2,5.467224121E-2,8.365849938E-1
2.269520640E1,8.485870361E-1,-2.157592773E-2,5.528259277E-2,8.506595345E-1
2.269758677E1,8.601837158E-1,-2.217102051E-2,5.650329590E-2,8.623225624E-1
2.269999766E1,8.736267090E-1,-2.157592773E-2,5.711364746E-2,8.757574527E-1
2.270237803E1,8.870697021E-1,-2.095031738E-2,5.772399902E-2,8.891926857E-1
2.270475840E1,8.992767334E-1,-2.279663086E-2,5.833435059E-2,9.014550605E-1
2.270716929E1,9.114990234E-1,-2.095031738E-2,6.077575684E-2,9.137631412E-1
2.270954966E1,9.231109619E-1,-2.035522461E-2,6.077575684E-2,9.253333863E-1
2.271193004E1,9.334869385E-1,-2.035522461E-2,6.138610840E-2,9.357245609E-1
2.271434092E1,9.438781738E-1,-2.035522461E-2,6.199645996E-2,9.461310180E-1
2.271672129E1,9.548797607E-1,-1.913452148E-2,6.260681152E-2,9.571212568E-1
2.271910166E1,9.640350342E-1,-1.972961426E-2,6.260681152E-2,9.662672600E-1
2.272151255E1,9.750366211E-1,-1.972961426E-2,6.443786621E-2,9.773627314E-1
2.272389292E1,9.841918945E-1,-1.913452148E-2,6.565856934E-2,9.865651843E-1
2.272627330E1,9.945831299E-1,-2.035522461E-2,6.748962402E-2,9.970781247E-1
2.272865367E1,1.003738403E0,-2.095031738E-2,6.748962402E-2,1.006222911E0
2.273106456E1,1.011062622E0,-1.913452148E-2,6.871032715E-2,1.013575288E0
2.273344493E1,1.020233154E0,-1.667785645E-2,6.933593750E-2,1.022722500E0
2.273582530E1,1.028167725E0,-1.667785645E-2,6.933593750E-2,1.030637906E0
2.273823619E1,1.034286499E0,-1.667785645E-2,6.871032715E-2,1.036700450E0
2.274061656E1,1.044052124E0,-1.667785645E-2,6.933593750E-2,1.046484812E0
2.274299693E1,1.049560547E0,-1.791381836E-2,6.871032715E-2,1.051959769E0
2.274540782E1,1.055664062E0,-1.728820801E-2,6.933593750E-2,1.058079849E0
2.274778819E1,1.062377930E0,-1.791381836E-2,6.993103027E-2,1.064827742E0
2.275016856E1,1.067886353E0,-1.667785645E-2,6.993103027E-2,1.070303584E0
2.275257945E1,1.072158813E0,-1.791381836E-2,6.933593750E-2,1.074547765E0
2.275495982E1,1.078887939E0,-1.791381836E-2,7.116699219E-2,1.081380984E0
2.275734019E1,1.083160400E0,-1.606750488E-2,7.177734375E-2,1.085654920E0
2.275975108E1,1.086822510E0,-1.606750488E-2,7.299804688E-2,1.089389759E0
2.276213145E1,1.090484619E0,-1.423645020E-2,7.360839844E-2,1.093058817E0
2.276451182E1,1.094772339E0,-1.484680176E-2,7.299804688E-2,1.097303794E0
2.276689219E1,1.096588135E0,-1.423645020E-2,7.299804688E-2,1.099107333E0
2.276930308E1,1.100265503E0,-1.301574707E-2,7.238769531E-2,1.102720982E0
2.277168345E1,1.102706909E0,-1.240539551E-2,7.299804688E-2,1.105190091E0
2.277406382E1,1.106979370E0,-1.240539551E-2,7.299804688E-2,1.109452989E0
2.277647471E1,1.106369019E0,-1.240539551E-2,7.360839844E-2,1.108884347E0
2.277885508E1,1.106979370E0,-1.179504395E-2,7.299804688E-2,1.109446332E0
2.278123546E1,1.108810425E0,-1.118469238E-2,7.360839844E-2,1.111307272E0
2.278364634E1,1.109420776E0,-1.118469238E-2,7.360839844E-2,1.111916253E0
2.278602671E1,1.109420776E0,-9.963989258E-3,7.421875000E-2,1.111945216E0
2.278840709E1,1.108810425E0,-9.963989258E-3,7.360839844E-2,1.111295656E0
2.279081797E1,1.107589722E0,-9.353637695E-3,7.543945312E-2,1.110195295E0
2.279322886E1,1.107589722E0,-9.963989258E-3,7.543945312E-2,1.110200605E0
2.279560923E1,1.106369019E0,-9.353637695E-3,7.360839844E-2,1.108854405E0
2.279802012E1,1.105148315E0,-8.743286133E-3,7.360839844E-2,1.107631455E0
2.280040049E1,1.103317261E0,-8.132934570E-3,7.299804688E-2,1.105759394E0
2.280278087E1,1.100265503E0,-7.522583008E-3,7.360839844E-2,1.102750635E0
2.280519175E1,1.095367432E0,-8.743286133E-3,7.055664062E-2,1.097672308E0
2.280757212E1,1.093536377E0,-8.132934570E-3,7.177734375E-2,1.095919677E0
2.280995250E1,1.089874268E0,-8.132934570E-3,7.116699219E-2,1.092225620E0
2.281233287E1,1.085601807E0,-8.132934570E-3,7.177734375E-2,1.088002488E0
2.281474376E1,1.081329346E0,-8.743286133E-3,7.177734375E-2,1.083744244E0
2.281712413E1,1.075820923E0,-7.522583008E-3,7.177734375E-2,1.078238951E0
2.281950450E1,1.071548462E0,-5.065917969E-3,7.299804688E-2,1.074043986E0
2.282191539E1,1.065444946E0,-5.065917969E-3,7.238769531E-2,1.067913187E0
2.282429576E1,1.059341431E0,-6.912231445E-3,7.238769531E-2,1.061834273E0
2.282667613E1,1.052612305E0,-5.065917969E-3,7.177734375E-2,1.055068867E0
2.282908702E1,1.045272827E0,-4.470825195E-3,7.055664062E-2,1.047660971E0
2.283146739E1,1.039169312E0,-3.250122070E-3,6.933593750E-2,1.041484946E0
2.283384776E1,1.031845093E0,-3.845214844E-3,6.871032715E-2,1.034137414E0
2.283625865E1,1.023910522E0,-3.250122070E-3,6.811523438E-2,1.026178837E0
2.283863902E1,1.014129639E0,-3.250122070E-3,6.811523438E-2,1.016419782E0
2.284101939E1,1.006179810E0,-3.845214844E-3,6.565856934E-2,1.008327151E0
2.284343028E1,9.988555908E-1,-4.470825195E-3,6.687927246E-2,1.001102051E0
2.284581065E1,9.890747070E-1,-3.845214844E-3,6.687927246E-2,9.913407078E-1
2.284819102E1,9.799194336E-1,-3.845214844E-3,6.748962402E-2,9.822483043E-1
2.285060191E1,9.707489014E-1,-5.065917969E-3,6.565856934E-2,9.729800310E-1
2.285298228E1,9.615936279E-1,-3.250122070E-3,6.443786621E-2,9.637557300E-1
2.285536265E1,9.512023926E-1,-2.624511719E-3,6.565856934E-2,9.534694161E-1
2.285774302E1,9.396057129E-1,-3.845214844E-3,6.321716309E-2,9.417378038E-1
2.286015391E1,9.292144775E-1,-4.470825195E-3,6.138610840E-2,9.312506579E-1
2.286253428E1,9.176025391E-1,-4.470825195E-3,6.016540527E-2,9.195837558E-1
2.286491465E1,9.066162109E-1,-4.470825195E-3,5.955505371E-2,9.085811723E-1
2.286732554E1,8.943939209E-1,-3.845214844E-3,5.894470215E-2,8.963424286E-1
2.286970591E1,8.815765381E-1,-4.470825195E-3,5.894470215E-2,8.835562567E-1
2.287208628E1,8.681335449E-1,-3.845214844E-3,5.711364746E-2,8.700187390E-1
2.287449717E1,8.577423096E-1,-4.470825195E-3,5.589294434E-2,8.595730796E-1
2.287687754E1,8.436889648E-1,-3.845214844E-3,5.650329590E-2,8.455876522E-1
2.287925792E1,8.290405273E-1,-2.624511719E-3,5.589294434E-2,8.309266546E-1
2.288166880E1,8.143768311E-1,-3.845214844E-3,5.589294434E-2,8.163016782E-1
2.288404918E1,8.009338379E-1,-3.845214844E-3,5.406188965E-2,8.027655238E-1
2.288642955E1,7.850494385E-1,-3.845214844E-3,5.467224121E-2,7.869602661E-1
2.288884044E1,7.728271484E-1,-3.250122070E-3,5.284118652E-2,7.746383386E-1
2.289122081E1,7.581634521E-1,-2.624511719E-3,5.284118652E-2,7.600071705E-1
2.289360118E1,7.416839600E-1,-2.029418945E-3,5.038452148E-2,7.433961360E-1
2.289601207E1,7.264099121E-1,-4.470825195E-3,4.794311523E-2,7.280040460E-1
2.289839244E1,7.117462158E-1,-5.065917969E-3,4.855346680E-2,7.134183754E-1
2.290077281E1,6.970825195E-1,-5.691528320E-3,4.733276367E-2,6.987108293E-1
2.290315318E1,6.805877686E-1,-5.065917969E-3,4.611206055E-2,6.821669124E-1
2.290556407E1,6.647033691E-1,-4.470825195E-3,4.611206055E-2,6.663159006E-1
2.290794444E1,6.482238770E-1,-5.691528320E-3,4.550170898E-2,6.498438225E-1
2.291032481E1,6.304931641E-1,-3.845214844E-3,4.367065430E-2,6.320154600E-1
2.291273570E1,6.146087646E-1,-3.845214844E-3,4.122924805E-2,6.160020862E-1
2.291511607E1,5.981292725E-1,-5.065917969E-3,4.000854492E-2,5.994872591E-1
2.291749644E1,5.798034668E-1,-5.065917969E-3,3.878784180E-2,5.811215194E-1
2.291990733E1,5.614776611E-1,-5.065917969E-3,3.695678711E-2,5.627154091E-1
2.292228770E1,5.449829102E-1,-3.845214844E-3,3.512573242E-2,5.461272518E-1
2.292466807E1,5.266571045E-1,-4.470825195E-3,3.329467773E-2,5.277274197E-1
2.292707896E1,5.095520020E-1,-5.691528320E-3,3.388977051E-2,5.107094602E-1
2.292945933E1,4.893951416E-1,-5.065917969E-3,3.266906738E-2,4.905104852E-1
2.293183970E1,4.710693359E-1,-4.470825195E-3,2.961730957E-2,4.720206485E-1
2.293425059E1,4.521331787E-1,-3.845214844E-3,3.022766113E-2,4.531588115E-1
2.293663096E1,4.325866699E-1,-3.250122070E-3,3.022766113E-2,4.336536657E-1
2.293901133E1,4.154815674E-1,-3.250122070E-3,2.900695801E-2,4.165055819E-1
2.294142222E1,3.959350586E-1,-1.403808594E-3,2.839660645E-2,3.969545422E-1
2.294380259E1,3.769836426E-1,-1.403808594E-3,2.656555176E-2,3.779211108E-1
2.294618296E1,3.574371338E-1,-2.624511719E-3,2.473449707E-2,3.583015323E-1
2.294856334E1,3.385009766E-1,-2.624511719E-3,2.351379395E-2,3.393268302E-1
2.295097422E1,3.183441162E-1,-2.029418945E-3,2.046203613E-2,3.190075074E-1
2.295335460E1,2.994079590E-1,-2.029418945E-3,2.046203613E-2,3.001132109E-1
2.295573497E1,2.804718018E-1,-2.624511719E-3,1.802062988E-2,2.810623823E-1
2.295814586E1,2.609252930E-1,-1.403808594E-3,1.618957520E-2,2.614308351E-1
2.296052623E1,2.395477295E-1,-2.029418945E-3,1.618957520E-2,2.401027605E-1
2.296290660E1,2.218322754E-1,-2.029418945E-3,1.434326172E-2,2.223047595E-1
2.296531749E1,2.016754150E-1,-2.029418945E-3,1.434326172E-2,2.021950067E-1
2.296769786E1,1.815032959E-1,-2.029418945E-3,1.129150391E-2,1.818655081E-1
2.297007823E1,1.613616943E-1,-2.029418945E-3,1.007080078E-2,1.616883916E-1
2.297248912E1,1.405944824E-1,-2.029418945E-3,1.068115234E-2,1.410142335E-1
2.297486949E1,1.198120117E-1,-1.403808594E-3,1.007080078E-2,1.202427123E-1
2.297724986E1,1.002655029E-1,-1.831054688E-4,7.019042969E-3,1.005110520E-1
2.297966075E1,8.010864258E-2,-2.029418945E-3,7.629394531E-3,8.049671309E-2
2.298204112E1,5.873107910E-2,-1.403808594E-3,5.798339844E-3,5.903330480E-2
2.298442149E1,3.794860840E-2,-1.403808594E-3,4.577636719E-3,3.824947471E-2
2.298680186E1,1.840209961E-2,-1.831054688E-4,3.967285156E-3,1.882578416E-2
2.298921275E1,-3.585815430E-3,-1.831054688E-4,2.746582031E-3,4.520543415E-3
2.299159312E1,-2.372741699E-2,2.258300781E-3,-9.155273438E-4,2.385222065E-2
2.299397349E1,-4.327392578E-2,1.632690430E-3,-2.136230469E-3,4.335737320E-2
2.299638438E1,-6.282043457E-2,2.868652344E-3,-2.761840820E-3,6.294651643E-2
2.299876475E1,-8.665466309E-2,1.632690430E-3,-2.136230469E-3,8.669636551E-2
2.300114512E1,-1.025390625E-1,1.632690430E-3,-4.577636719E-3,1.026541756E-1
2.300355601E1,-1.239166260E-1,1.037597656E-3,-7.019042969E-3,1.241195946E-1
2.300593638E1,-1.434631348E-1,1.632690430E-3,-8.239746094E-3,1.437088380E-1
2.300831675E1,-1.636199951E-1,1.632690430E-3,-8.850097656E-3,1.638673021E-1
2.301072764E1,-1.843872070E-1,2.868652344E-3,-1.129150391E-2,1.847548899E-1
2.301310801E1,-2.033233643E-1,3.463745117E-3,-1.313781738E-2,2.037768147E-1
2.301548838E1,-2.228698730E-1,2.258300781E-3,-1.435852051E-2,2.233433396E-1
2.301789927E1,-2.430267334E-1,3.463745117E-3,-1.557922363E-2,2.435502061E-1
2.302027964E1,-2.625732422E-1,4.684448242E-3,-1.679992676E-2,2.631518366E-1
2.302266002E1,-2.815246582E-1,2.868652344E-3,-1.863098145E-2,2.821550563E-1
2.302504039E1,-3.010711670E-1,2.258300781E-3,-1.924133301E-2,3.016938455E-1
2.302745128E1,-3.206176758E-1,4.684448242E-3,-1.863098145E-2,3.211927016E-1
2.302983165E1,-3.395538330E-1,4.089355469E-3,-2.046203613E-2,3.401943904E-1
2.303221202E1,-3.584899902E-1,5.310058594E-3,-2.107238770E-2,3.591480410E-1
2.303462291E1,-3.780364990E-1,4.089355469E-3,-2.229309082E-2,3.787153275E-1
2.303700328E1,-3.981933594E-1,5.310058594E-3,-2.534484863E-2,3.990344716E-1
2.303938365E1,-4.165191650E-1,5.310058594E-3,-2.656555176E-2,4.173992574E-1
2.304179454E1,-4.360656738E-1,5.310058594E-3,-2.717590332E-2,4.369439304E-1
2.304417491E1,-4.537811279E-1,4.684448242E-3,-2.717590332E-2,4.546182859E-1
2.304655528E1,-4.739532471E-1,4.684448242E-3,-3.024291992E-2,4.749402685E-1
2.304896617E1,-4.904327393E-1,5.310058594E-3,-3.024291992E-2,4.913930226E-1
2.305134654E1,-5.093688965E-1,3.463745117E-3,-3.268432617E-2,5.104281883E-1
2.305372691E1,-5.258636475E-1,4.089355469E-3,-3.451538086E-2,5.270110151E-1
2.305613780E1,-5.429687500E-1,5.905151367E-3,-3.634643555E-2,5.442159476E-1
2.305851817E1,-5.606842041E-1,5.310058594E-3,-3.634643555E-2,5.618861422E-1
2.306089854E1,-5.777893066E-1,4.684448242E-3,-3.634643555E-2,5.789503349E-1
2.306330943E1,-5.942840576E-1,5.905151367E-3,-3.695678711E-2,5.954613472E-1
2.306568980E1,-6.119995117E-1,4.089355469E-3,-3.939819336E-2,6.132799873E-1
2.306807017E1,-6.266632080E-1,6.530761719E-3,-4.000854492E-2,6.279730176E-1
2.307045054E1,-6.425476074E-1,5.310058594E-3,-4.061889648E-2,6.438520943E-1
2.307286143E1,-6.608734131E-1,5.310058594E-3,-4.244995117E-2,6.622566445E-1
2.307524180E1,-6.767578125E-1,5.905151367E-3,-4.367065430E-2,6.781910746E-1
2.307765269E1,-6.914215088E-1,6.530761719E-3,-4.428100586E-2,6.928687907E-1
2.308006358E1,-7.079010010E-1,6.530761719E-3,-4.733276367E-2,7.095117114E-1
2.308244395E1,-7.225646973E-1,7.125854492E-3,-4.672241211E-2,7.241087648E-1
2.308482432E1,-7.372283936E-1,7.751464844E-3,-4.733276367E-2,7.387869652E-1
2.308723521E1,-7.537231445E-1,7.125854492E-3,-4.856872559E-2,7.553199835E-1
