Time,Pulses,wm,PWM,Vbus
56.603216,30.0,314.1275634765625,220.0,5.000004768371582
56.653221,30.0,314.1275634765625,220.0,5.000004768371582
56.703222,31.0,324.6244812011719,220.0,5.000004768371582
56.753226999999995,30.0,314.1275634765625,220.0,5.000004768371582
56.803233000000006,31.0,324.592041015625,220.0,5.000004768371582
56.853233,30.0,314.15899658203125,220.0,5.000004768371582
56.903237000000004,30.0,314.1338806152344,220.0,5.000004768371582
56.953242,31.0,324.5985107421875,220.0,5.000004768371582
57.00324500000001,30.0,314.1401672363281,220.0,5.000004768371582
57.053251,31.0,324.592041015625,220.0,5.000004768371582
57.103256,30.0,314.1275634765625,220.0,5.000004768371582
57.153256,31.0,324.6309814453125,240.0,5.000004768371582
57.203255999999996,31.0,324.6309814453125,240.0,5.000004768371582
57.253258,32.0,335.08953857421875,240.0,5.000004768371582
57.303263,32.0,335.0694274902344,240.0,5.000004768371582
57.353268,33.0,345.54034423828125,240.0,5.000004768371582
57.403277,34.0,355.9827880859375,240.0,5.000004768371582
57.45328000000001,33.0,345.5541687011719,240.0,5.000004768371582
57.503282999999996,33.0,345.5541687011719,240.0,5.000004768371582
57.55328299999999,33.0,345.57489013671875,240.0,5.000004768371582
57.603283000000005,33.0,345.57489013671875,240.0,5.000004768371582
57.653288,33.0,345.54034423828125,240.0,5.000004768371582
57.703294,34.0,356.004150390625,240.0,5.000004768371582
57.753298,33.0,345.5472717285156,240.0,5.000004768371582
57.803298,33.0,345.57489013671875,240.0,5.000004768371582
57.853303999999994,33.0,345.533447265625,240.0,5.000004768371582
57.903304000000006,33.0,345.57489013671875,240.0,5.000004768371582
57.953304,33.0,345.57489013671875,240.0,5.000004768371582
58.003305999999995,32.0,335.08953857421875,240.0,5.000004768371582
58.053307000000004,33.0,345.5679931640625,240.0,5.000004768371582
58.103311000000005,33.0,345.5472717285156,240.0,5.000004768371582
58.153313,34.0,356.0326232910156,240.0,5.000004768371582
58.203317,34.0,356.01837158203125,240.0,5.000004768371582
58.25332,34.0,356.0254821777344,240.0,5.000004768371582
58.303324,34.0,356.01837158203125,240.0,5.000004768371582
58.35333,34.0,356.004150390625,240.0,5.000004768371582
58.403335,34.0,356.0112609863281,240.0,5.000004768371582
58.453337000000005,34.0,356.0326232910156,240.0,5.000004768371582
58.503339999999994,33.0,345.5541687011719,240.0,5.000004768371582
58.553343,33.0,345.5541687011719,240.0,5.000004768371582
58.603347,33.0,345.5472717285156,240.0,5.000004768371582
58.653349000000006,33.0,345.5610656738281,240.0,5.000004768371582
58.703354000000004,33.0,345.54034423828125,240.0,5.000004768371582
58.753354,32.0,335.1029357910156,240.0,5.000004768371582
58.803354999999996,33.0,345.5679931640625,240.0,5.000004768371582
58.853357,34.0,356.0326232910156,240.0,5.000004768371582
58.903357,34.0,356.046875,240.0,5.000004768371582
58.95336,34.0,356.0254821777344,240.0,5.000004768371582
59.00336,34.0,356.046875,240.0,5.000004768371582
59.05336200000001,34.0,356.0326232910156,240.0,5.000004768371582
59.103368,34.0,356.004150390625,240.0,5.000004768371582
59.153368,33.0,345.57489013671875,240.0,5.000004768371582
59.20337000000001,32.0,335.08953857421875,240.0,5.000004768371582
59.253373999999994,32.0,335.0761413574219,240.0,5.000004768371582
59.303375,33.0,345.5679931640625,240.0,5.000004768371582
59.353375,33.0,345.57489013671875,240.0,5.000004768371582
59.403377000000006,33.0,345.5610656738281,240.0,5.000004768371582
59.453378,33.0,345.5679931640625,240.0,5.000004768371582
59.503381000000005,33.0,345.5541687011719,240.0,5.000004768371582
59.553383,32.0,335.08953857421875,240.0,5.000004768371582
59.603384000000005,33.0,345.5679931640625,240.0,5.000004768371582
59.65338800000001,33.0,345.5472717285156,240.0,5.000004768371582
59.70339,34.0,356.0326232910156,240.0,5.000004768371582
59.753389999999996,34.0,356.046875,240.0,5.000004768371582
59.803393,34.0,356.0254821777344,240.0,5.000004768371582
59.853393999999994,34.0,356.0397644042969,240.0,5.000004768371582
