Time,V1,V2
0.0,1.5200390815734863,1.2170088291168213
0.00954799999999878,1.6177908182144165,1.5053763389587402
0.019988999999998924,1.6568914651870728,1.6568914651870728
0.029567999999997596,1.6568914651870728,1.681329369544983
0.03999199999999803,1.7204301357269287,1.8132941722869873
0.04957599999999829,1.686216950416565,1.7253177165985107
0.05993999999999744,1.7399804592132568,1.823069453239441
0.06960699999999775,1.7204301357269287,1.842619776725769
0.07992799999999889,1.7057673931121826,1.774193525314331
0.0896259999999991,1.7350928783416748,1.827957034111023
0.09991999999999734,1.759530782699585,1.7839686870574951
0.10962199999999811,1.779081106185913,1.7839686870574951
0.1199099999999973,1.759530782699585,1.759530782699585
0.12963399999999936,1.7448680400848389,1.7399804592132568
0.13989699999999772,1.7986314296722412,1.852394938468933
0.14962500000000034,1.7448680400848389,1.769305944442749
0.15990000000000038,1.6129032373428345,1.827957034111023
0.16966000000000037,1.6520038843154907,1.779081106185913
0.17989000000000033,1.6617790460586548,1.7888562679290771
0.189665999999999,1.7253177165985107,1.852394938468933
0.1998899999999999,1.7008798122406006,1.8035190105438232
0.20966799999999708,1.7350928783416748,1.837732195854187
0.21986699999999715,1.749755620956421,1.7937438488006592
0.22967799999999983,1.7057673931121826,1.7399804592132568
0.23987499999999784,1.754643201828003,1.847507357597351
0.24966199999999716,1.7204301357269287,1.8035190105438232
0.2598889999999976,1.759530782699585,1.8572825193405151
0.2696450000000006,1.7302052974700928,1.5200390815734863
0.27990799999999894,1.6959922313690186,1.5982404947280884
0.28961799999999727,1.7448680400848389,1.7302052974700928
0.29991000000000057,1.7253177165985107,1.7204301357269287
0.3096219999999974,1.769305944442749,1.827957034111023
0.3199079999999981,1.774193525314331,1.8084065914154053
0.3296139999999994,1.7253177165985107,1.7448680400848389
0.33992800000000045,1.754643201828003,1.8181818723678589
0.3496079999999999,1.7155425548553467,1.7204301357269287
0.3599099999999993,1.7302052974700928,1.7448680400848389
0.36960399999999893,1.7204301357269287,1.7937438488006592
0.37992699999999857,1.7057673931121826,1.7399804592132568
0.38963000000000036,1.754643201828003,1.852394938468933
0.39993199999999973,1.6959922313690186,1.774193525314331
0.4095879999999994,1.7253177165985107,1.8084065914154053
0.4199309999999983,1.7057673931121826,1.8132941722869873
0.42958600000000047,1.681329369544983,1.7986314296722412
0.43993599999999944,1.7302052974700928,1.9012707471847534
0.44962199999999797,1.7008798122406006,1.837732195854187
0.45990799999999865,1.754643201828003,1.832844614982605
0.4696099999999994,1.7350928783416748,1.832844614982605
