Time,accX,accY,accZ,wx,wy,wz
0.2899339999999997,-410.0,-151.0,-16143.0,32.0,-35.0,-26.0
0.30048600000000025,-386.0,-145.0,-16170.0,28.0,-37.0,-28.0
0.31005899999999986,-431.0,-118.0,-16169.0,33.0,-35.0,-27.0
0.32045999999999975,-372.0,-83.0,-16227.0,30.0,-37.0,-30.0
0.33005499999999977,-420.0,-106.0,-16216.0,36.0,-31.0,-27.0
0.3404619999999996,-403.0,-125.0,-16182.0,37.0,-28.0,-32.0
0.3500740000000002,-397.0,-123.0,-16161.0,37.0,-30.0,-28.0
0.36046599999999973,-369.0,-131.0,-16120.0,33.0,-33.0,-32.0
0.37005100000000013,-333.0,-173.0,-16149.0,34.0,-35.0,-31.0
0.3803239999999999,-333.0,-143.0,-16194.0,28.0,-32.0,-31.0
0.39006899999999955,-284.0,-182.0,-16209.0,26.0,-33.0,-30.0
0.4002619999999997,-294.0,-143.0,-16208.0,39.0,-33.0,-29.0
0.41027199999999997,-307.0,-219.0,-16176.0,41.0,-35.0,-29.0
0.4202570000000003,-292.0,-198.0,-16128.0,39.0,-31.0,-25.0
0.43010199999999976,-321.0,-181.0,-16140.0,35.0,-34.0,-27.0
0.44023900000000005,-296.0,-185.0,-16159.0,32.0,-32.0,-28.0
0.4502430000000004,-376.0,-169.0,-16193.0,27.0,-33.0,-24.0
0.46027600000000035,-365.0,-111.0,-16224.0,31.0,-35.0,-30.0
0.47006700000000023,-373.0,-105.0,-16206.0,39.0,-33.0,-29.0
0.4803160000000002,-374.0,-122.0,-16175.0,44.0,-33.0,-29.0
0.4902300000000004,-406.0,-124.0,-16146.0,38.0,-33.0,-26.0
0.500292,-392.0,-147.0,-16126.0,32.0,-35.0,-31.0
0.5100769999999999,-377.0,-149.0,-16144.0,23.0,-32.0,-32.0
0.5204420000000001,-357.0,-112.0,-16208.0,26.0,-32.0,-28.0
0.5300709999999995,-373.0,-160.0,-16237.0,32.0,-34.0,-32.0
0.5404460000000002,-336.0,-134.0,-16187.0,40.0,-33.0,-31.0
0.5500040000000004,-307.0,-147.0,-16190.0,42.0,-31.0,-30.0
0.5603819999999997,-319.0,-172.0,-16150.0,40.0,-33.0,-30.0
0.5701320000000001,-350.0,-138.0,-16125.0,32.0,-35.0,-30.0
0.5804039999999997,-339.0,-124.0,-16146.0,29.0,-33.0,-25.0
0.5901399999999999,-340.0,-160.0,-16191.0,30.0,-34.0,-29.0
0.6003480000000003,-325.0,-146.0,-16242.0,29.0,-30.0,-27.0
0.6101590000000003,-320.0,-148.0,-16235.0,36.0,-30.0,-26.0
0.6203599999999998,-341.0,-156.0,-16213.0,40.0,-32.0,-27.0
0.630007,-337.0,-157.0,-16130.0,35.0,-33.0,-29.0
0.6403540000000003,-347.0,-155.0,-16132.0,27.0,-34.0,-28.0
0.6501929999999998,-389.0,-103.0,-16158.0,25.0,-30.0,-26.0
0.660342,-359.0,-107.0,-16206.0,30.0,-35.0,-28.0
0.670172,-347.0,-91.0,-16222.0,32.0,-31.0,-22.0
0.6803499999999998,-350.0,-132.0,-16205.0,35.0,-34.0,-28.0
0.6901950000000001,-362.0,-170.0,-16181.0,40.0,-31.0,-28.0
0.7002600000000001,-359.0,-144.0,-16125.0,37.0,-33.0,-27.0
0.7101649999999999,-347.0,-156.0,-16121.0,32.0,-36.0,-29.0
0.7203900000000001,-345.0,-146.0,-16159.0,32.0,-36.0,-27.0
0.7301349999999998,-304.0,-173.0,-16212.0,26.0,-32.0,-26.0
0.7402470000000001,-390.0,-144.0,-16247.0,31.0,-34.0,-26.0
0.7502820000000003,-396.0,-138.0,-16209.0,36.0,-36.0,-28.0
0.760059,-407.0,-140.0,-16197.0,44.0,-32.0,-23.0
0.7704599999999999,-395.0,-171.0,-16114.0,37.0,-36.0,-29.0
0.779928,-324.0,-166.0,-16107.0,34.0,-37.0,-28.0
0.7905959999999999,-365.0,-141.0,-16180.0,25.0,-34.0,-27.0
0.7998960000000004,-382.0,-157.0,-16202.0,27.0,-29.0,-27.0
0.8104969999999998,-374.0,-123.0,-16261.0,27.0,-31.0,-27.0
0.8200419999999999,-386.0,-118.0,-16247.0,43.0,-34.0,-29.0
0.8303279999999997,-355.0,-119.0,-16176.0,42.0,-33.0,-28.0
0.8400280000000002,-344.0,-170.0,-16128.0,39.0,-36.0,-31.0
0.8504360000000002,-326.0,-161.0,-16084.0,29.0,-33.0,-23.0
0.8600950000000003,-333.0,-170.0,-16176.0,25.0,-34.0,-26.0
0.8702620000000003,-306.0,-175.0,-16207.0,21.0,-32.0,-27.0
0.880071,-375.0,-153.0,-16247.0,36.0,-33.0,-28.0
0.8902719999999995,-371.0,-139.0,-16246.0,41.0,-32.0,-26.0
0.9002249999999998,-348.0,-148.0,-16176.0,45.0,-36.0,-31.0
0.9101099999999995,-338.0,-148.0,-16118.0,41.0,-35.0,-28.0
0.9204179999999997,-383.0,-153.0,-16105.0,30.0,-30.0,-25.0
0.9298979999999997,-403.0,-174.0,-16157.0,28.0,-33.0,-26.0
0.9404339999999998,-404.0,-139.0,-16193.0,21.0,-31.0,-25.0
0.9499079999999998,-366.0,-146.0,-16245.0,30.0,-35.0,-27.0
0.960623,-345.0,-131.0,-16253.0,44.0,-32.0,-30.0
0.9699140000000002,-389.0,-138.0,-16187.0,44.0,-36.0,-28.0
0.9806099999999995,-353.0,-130.0,-16098.0,43.0,-35.0,-28.0
0.9898600000000002,-367.0,-136.0,-16103.0,30.0,-30.0,-26.0
1.000636,-356.0,-158.0,-16120.0,29.0,-34.0,-28.0
1.009868,-326.0,-177.0,-16225.0,20.0,-27.0,-28.0
1.020664,-332.0,-157.0,-16264.0,35.0,-34.0,-29.0
1.0307199999999996,-371.0,-168.0,-16270.0,41.0,-31.0,-30.0
1.0406959999999996,-348.0,-138.0,-16183.0,44.0,-31.0,-27.0
1.04983,-352.0,-163.0,-16120.0,39.0,-31.0,-28.0
1.060562,-323.0,-158.0,-16097.0,29.0,-34.0,-28.0
1.0698939999999997,-344.0,-148.0,-16137.0,23.0,-30.0,-30.0
1.0806490000000002,-339.0,-151.0,-16204.0,29.0,-29.0,-31.0
1.0906950000000002,-358.0,-140.0,-16286.0,32.0,-36.0,-29.0
1.1007160000000002,-351.0,-132.0,-16233.0,38.0,-31.0,-26.0
1.1107839999999998,-379.0,-135.0,-16186.0,47.0,-32.0,-35.0
1.12059,-342.0,-162.0,-16116.0,37.0,-33.0,-26.0
1.129886,-348.0,-150.0,-16082.0,29.0,-30.0,-26.0
1.1404759999999996,-327.0,-173.0,-16154.0,25.0,-30.0,-30.0
1.14996,-341.0,-127.0,-16199.0,23.0,-32.0,-24.0
1.1604080000000003,-353.0,-156.0,-16256.0,30.0,-34.0,-31.0
1.1700400000000002,-351.0,-148.0,-16259.0,38.0,-36.0,-24.0
1.1803239999999997,-382.0,-154.0,-16210.0,46.0,-32.0,-28.0
1.1901929999999998,-358.0,-135.0,-16109.0,42.0,-34.0,-31.0
1.200336,-354.0,-158.0,-16065.0,34.0,-34.0,-33.0
1.2101809999999995,-378.0,-170.0,-16128.0,23.0,-32.0,-23.0
1.220306,-380.0,-151.0,-16214.0,18.0,-31.0,-27.0
1.2301890000000002,-339.0,-161.0,-16277.0,31.0,-34.0,-26.0
1.2403300000000002,-362.0,-151.0,-16265.0,35.0,-33.0,-28.0
1.250172,-393.0,-161.0,-16193.0,42.0,-30.0,-31.0
1.2603499999999999,-359.0,-155.0,-16119.0,38.0,-33.0,-32.0
1.2701709999999995,-356.0,-165.0,-16077.0,34.0,-31.0,-26.0
1.28022,-347.0,-144.0,-16110.0,27.0,-34.0,-25.0
1.2901920000000002,-365.0,-142.0,-16188.0,24.0,-28.0,-30.0
1.3002089999999997,-304.0,-137.0,-16269.0,24.0,-32.0,-27.0
1.3103179999999996,-309.0,-147.0,-16275.0,40.0,-31.0,-24.0
1.3202109999999996,-353.0,-130.0,-16192.0,41.0,-32.0,-28.0
1.3303120000000002,-366.0,-146.0,-16114.0,40.0,-37.0,-29.0
1.3400929999999995,-358.0,-139.0,-16089.0,30.0,-31.0,-24.0
1.3504420000000001,-353.0,-172.0,-16107.0,22.0,-34.0,-26.0
1.3600510000000003,-345.0,-170.0,-16212.0,27.0,-32.0,-28.0
1.3704140000000002,-365.0,-138.0,-16288.0,29.0,-31.0,-24.0
1.3799460000000003,-349.0,-140.0,-16259.0,39.0,-32.0,-30.0
1.390416,-379.0,-114.0,-16188.0,44.0,-31.0,-26.0
1.400017,-322.0,-147.0,-16149.0,36.0,-32.0,-22.0
1.4103380000000003,-373.0,-129.0,-16069.0,38.0,-29.0,-30.0
1.4201069999999998,-371.0,-153.0,-16117.0,29.0,-37.0,-27.0
1.4302679999999999,-378.0,-136.0,-16171.0,22.0,-33.0,-28.0
1.4401099999999998,-367.0,-141.0,-16249.0,30.0,-34.0,-33.0
1.450298,-347.0,-151.0,-16260.0,39.0,-36.0,-30.0
1.460045,-339.0,-138.0,-16185.0,42.0,-37.0,-30.0
1.4704899999999999,-330.0,-171.0,-16144.0,43.0,-33.0,-30.0
1.4800439999999995,-371.0,-161.0,-16107.0,37.0,-35.0,-31.0
1.4904929999999998,-355.0,-164.0,-16124.0,24.0,-30.0,-26.0
1.4999960000000003,-303.0,-159.0,-16169.0,23.0,-35.0,-28.0
1.5105459999999997,-355.0,-143.0,-16225.0,23.0,-36.0,-22.0
1.5198340000000004,-395.0,-99.0,-16258.0,35.0,-32.0,-24.0
1.5305049999999998,-370.0,-121.0,-16215.0,42.0,-29.0,-33.0
1.539822,-365.0,-106.0,-16154.0,41.0,-30.0,-29.0
1.5507159999999995,-350.0,-139.0,-16089.0,39.0,-34.0,-33.0
1.5598140000000003,-360.0,-167.0,-16100.0,28.0,-33.0,-26.0
1.5707139999999997,-372.0,-153.0,-16193.0,22.0,-31.0,-29.0
1.5806759999999995,-335.0,-106.0,-16249.0,24.0,-35.0,-29.0
1.5907919999999995,-389.0,-161.0,-16277.0,37.0,-32.0,-28.0
1.6007179999999996,-352.0,-183.0,-16215.0,44.0,-32.0,-30.0
1.610804,-334.0,-173.0,-16154.0,45.0,-31.0,-31.0
1.6207380000000002,-329.0,-156.0,-16081.0,41.0,-39.0,-32.0
1.6307939999999999,-352.0,-157.0,-16087.0,28.0,-35.0,-31.0
1.640726,-342.0,-159.0,-16175.0,21.0,-31.0,-25.0
1.6507769999999997,-366.0,-131.0,-16250.0,28.0,-30.0,-27.0
1.6607159999999999,-330.0,-159.0,-16286.0,35.0,-31.0,-25.0
1.6707919999999996,-384.0,-153.0,-16219.0,42.0,-34.0,-29.0
1.6805599999999998,-345.0,-166.0,-16127.0,43.0,-35.0,-26.0
1.6899480000000002,-358.0,-152.0,-16113.0,35.0,-31.0,-32.0
1.7005720000000002,-338.0,-170.0,-16098.0,28.0,-32.0,-26.0
1.709968,-351.0,-121.0,-16175.0,23.0,-35.0,-30.0
1.7205440000000003,-368.0,-111.0,-16243.0,21.0,-35.0,-27.0
1.7299619999999996,-358.0,-127.0,-16268.0,34.0,-32.0,-31.0
1.7405539999999995,-388.0,-122.0,-16205.0,44.0,-34.0,-30.0
1.7499479999999998,-368.0,-159.0,-16123.0,47.0,-33.0,-25.0
1.7605680000000001,-414.0,-168.0,-16082.0,33.0,-36.0,-31.0
1.7699340000000001,-342.0,-158.0,-16085.0,24.0,-33.0,-30.0
1.7806119999999996,-344.0,-135.0,-16192.0,18.0,-29.0,-27.0
1.7899320000000003,-330.0,-153.0,-16248.0,21.0,-33.0,-26.0
1.8005779999999998,-329.0,-150.0,-16287.0,38.0,-33.0,-26.0
1.8099439999999998,-375.0,-160.0,-16205.0,46.0,-36.0,-31.0
1.820602,-323.0,-167.0,-16136.0,47.0,-31.0,-29.0
1.829898,-344.0,-175.0,-16084.0,40.0,-29.0,-24.0
1.8406159999999998,-322.0,-140.0,-16121.0,23.0,-32.0,-30.0
1.8499119999999998,-348.0,-145.0,-16186.0,19.0,-31.0,-22.0
1.8606039999999995,-372.0,-123.0,-16282.0,24.0,-32.0,-26.0
1.8699259999999995,-381.0,-143.0,-16274.0,34.0,-32.0,-28.0
1.88061,-343.0,-131.0,-16219.0,43.0,-36.0,-30.0
1.889932,-351.0,-130.0,-16139.0,45.0,-34.0,-29.0
1.9005780000000003,-393.0,-128.0,-16072.0,38.0,-32.0,-31.0
