Time,omegax,omegay,omegaz,Absolute (rad/s)
4.033389698E0,1.595838517E-1,-1.724116355E-1,3.359659761E-2,2.373215312E-1
4.035721833E0,1.608055383E-1,-1.736333370E-1,3.115320951E-2,2.386995587E-1
4.038053969E0,1.620272398E-1,-1.772984117E-1,2.993151546E-2,2.420401802E-1
4.040386156E0,1.595838517E-1,-1.759240031E-1,2.748812735E-2,2.391063733E-1
4.042718292E0,1.595838517E-1,-1.736333370E-1,2.504473738E-2,2.371556036E-1
4.045050479E0,1.595838517E-1,-1.724116355E-1,2.260134928E-2,2.360160985E-1
4.047382615E0,1.585148573E-1,-1.675248593E-1,2.244863659E-2,2.317228512E-1
4.049714750E0,1.585148573E-1,-1.614163816E-1,1.634016447E-2,2.268241813E-1
4.052046937E0,1.562241912E-1,-1.554606259E-1,1.267508045E-2,2.207592847E-1
4.054379073E0,1.575985998E-1,-1.517955512E-1,1.267508045E-2,2.191799847E-1
4.056711260E0,1.565296054E-1,-1.420219839E-1,1.007897966E-2,2.115971339E-1
4.059043396E0,1.568350345E-1,-1.311794519E-1,8.857285604E-3,2.046551445E-1
4.061375531E0,1.545443535E-1,-1.226275861E-1,6.261184346E-3,1.973846106E-1
4.063707719E0,1.559187621E-1,-1.130067408E-1,3.817795310E-3,1.926025945E-1
4.066039854E0,1.550024897E-1,-9.972081333E-2,3.665083554E-3,1.843459933E-1
4.068372042E0,1.553079188E-1,-8.521319181E-2,-1.527118147E-4,1.771492620E-1
4.070704177E0,1.554606259E-1,-7.299624383E-2,1.068982761E-3,1.717486551E-1
4.073036312E0,1.545443535E-1,-5.726693198E-2,-3.054236295E-4,1.648136887E-1
4.075368500E0,1.536280811E-1,-4.520269856E-2,-1.679830020E-3,1.601489715E-1
4.077700635E0,1.527118087E-1,-3.054236248E-2,1.985253533E-3,1.557487517E-1
4.080032771E0,1.517955512E-1,-1.603474095E-2,6.108472589E-4,1.526413293E-1
4.082364958E0,1.508792788E-1,-3.054236295E-4,4.581354442E-4,1.508802835E-1
4.084697094E0,1.499630064E-1,1.420219894E-2,4.581354442E-4,1.506347092E-1
4.087029281E0,1.490467340E-1,2.764083818E-2,1.527118147E-3,1.515957682E-1
4.089361417E0,1.493521482E-1,4.581354558E-2,2.596100792E-3,1.562423914E-1
4.091693604E0,1.496575773E-1,6.032116711E-2,4.886778072E-3,1.614308342E-1
4.094025740E0,1.487413049E-1,7.727217674E-2,6.108472589E-3,1.677267972E-1
4.096357875E0,1.466033459E-1,8.948912472E-2,5.955760833E-3,1.718613265E-1
4.098690062E0,1.469087601E-1,1.039967462E-1,8.246437646E-3,1.801818824E-1
4.101022198E0,1.447708011E-1,1.174353883E-1,8.246437646E-3,1.865949061E-1
4.103354333E0,1.437018216E-1,1.294996142E-1,8.093725890E-3,1.936126856E-1
4.105686521E0,1.440072358E-1,1.440072358E-1,1.282779220E-2,2.040605796E-1
4.108018656E0,1.430909634E-1,1.550024897E-1,1.282779220E-2,2.113417797E-1
4.110350844E0,1.420219839E-1,1.646233350E-1,1.267508045E-2,2.177883009E-1
4.112682979E0,1.409530044E-1,1.768402755E-1,1.389677543E-2,2.265686493E-1
4.115015115E0,1.388150454E-1,1.866138428E-1,1.374406368E-2,2.329876444E-1
4.117347302E0,1.353026628E-1,1.962346882E-1,1.374406368E-2,2.387546077E-1
4.119679437E0,1.366770715E-1,2.035648525E-1,1.359135192E-2,2.455687192E-1
4.122011625E0,1.342336833E-1,2.096733153E-1,1.236965694E-2,2.492681073E-1
4.124343760E0,1.343863904E-1,2.156290859E-1,1.236965694E-2,2.543788769E-1
4.126675896E0,1.319430023E-1,2.182251811E-1,1.221694518E-2,2.553046010E-1
4.129008083E0,1.294996142E-1,2.206685692E-1,1.099525020E-2,2.560969798E-1
4.131340219E0,1.272089481E-1,2.231119573E-1,1.099525020E-2,2.570641117E-1
4.133672354E0,1.272089481E-1,2.231119573E-1,9.773556143E-3,2.570147552E-1
4.136004542E0,1.246128380E-1,2.218902707E-1,7.330167107E-3,2.545925823E-1
4.138336677E0,1.233911440E-1,2.206685692E-1,6.108472589E-3,2.528978159E-1
4.140668865E0,1.183516532E-1,2.183778882E-1,6.108472589E-3,2.484619273E-1
4.143001000E0,1.133121699E-1,2.112004459E-1,3.665083554E-3,2.397054631E-1
4.145333135E0,8.307522535E-2,1.801999360E-1,-2.290677279E-3,1.984408154E-1
4.147665323E0,1.863084175E-2,1.195733473E-1,-1.068982668E-2,1.214873081E-1
4.149997458E0,-6.200099736E-2,4.718795046E-2,-2.015795931E-2,8.048086522E-2
4.152329646E0,-1.488940120E-1,-2.993151546E-2,-3.100049868E-2,1.550043655E-1
4.154661781E0,-2.307475507E-1,-1.059819981E-1,-4.046862945E-2,2.571270621E-1
4.156993917E0,-3.051182032E-1,-1.725643575E-1,-4.886778072E-2,3.539260309E-1
4.159326104E0,-3.629959822E-1,-2.235700935E-1,-5.497625470E-2,4.298512049E-1
4.161658240E0,-4.133908749E-1,-2.651077211E-1,-5.986303091E-2,4.947299280E-1
4.163990375E0,-4.547757804E-1,-2.970244884E-1,-6.581879407E-2,5.471532426E-1
4.166322562E0,-4.886777997E-1,-3.217637837E-1,-6.581879407E-2,5.887869208E-1
4.168654698E0,-5.161659122E-1,-3.370349705E-1,-6.581879407E-2,6.199612358E-1
4.170986885E0,-5.387672782E-1,-3.510844707E-1,-6.337540597E-2,6.461787119E-1
4.173319021E0,-5.624375939E-1,-3.591781855E-1,-6.215370819E-2,6.702298855E-1
4.175651208E0,-5.835118294E-1,-3.623851240E-1,-5.604523420E-2,6.891662364E-1
4.177983344E0,-5.995466113E-1,-3.633013964E-1,-5.238015205E-2,7.029848676E-1
4.180315479E0,-6.093201637E-1,-3.582619131E-1,-4.627167806E-2,7.083528277E-1
4.182647667E0,-6.215370893E-1,-3.495573401E-1,-4.153761268E-2,7.142996995E-1
4.184979802E0,-6.323796511E-1,-3.371876776E-1,-3.558185324E-2,7.175413725E-1
4.187311937E0,-6.406260729E-1,-3.213056624E-1,-3.084778599E-2,7.173497612E-1
4.189644125E0,-6.427640319E-1,-3.006895781E-1,-2.367033064E-2,7.100141601E-1
4.191976260E0,-6.423059106E-1,-2.776300907E-1,-1.893626526E-2,6.999956658E-1
4.194308448E0,-6.392516494E-1,-2.533488870E-1,-1.053711493E-2,6.877058678E-1
4.196640583E0,-6.387935281E-1,-2.279987335E-1,-8.246437646E-3,6.783130529E-1
4.198972719E0,-6.369609833E-1,-1.988307834E-1,-3.512371797E-3,6.672820329E-1
4.201304906E0,-6.363501549E-1,-1.710372269E-1,-1.527118147E-4,6.589349558E-1
4.203637042E0,-6.357392669E-1,-1.432436854E-1,2.137965523E-3,6.516807038E-1
4.205969229E0,-6.349757314E-1,-1.104106456E-1,1.832541777E-3,6.445060499E-1
4.208301365E0,-6.331431866E-1,-8.017370105E-2,6.566607859E-3,6.382329021E-1
4.210633500E0,-6.323796511E-1,-4.627167806E-2,5.039489828E-3,6.340902836E-1
4.212965687E0,-6.281036735E-1,-1.496575773E-2,4.886778072E-3,6.283009463E-1
4.215297823E0,-6.273401380E-1,1.786728203E-2,3.512371797E-3,6.276043540E-1
4.217630010E0,-6.242858768E-1,4.795150831E-2,-4.581354442E-4,6.261249180E-1
4.219962146E0,-6.223006248E-1,8.063183725E-2,-3.054236295E-3,6.275100710E-1
4.222294281E0,-6.204680800E-1,1.096470803E-1,-5.955760833E-3,6.301099838E-1
4.224626469E0,-6.160394549E-1,1.423274130E-1,-1.221694518E-2,6.323851329E-1
4.226958604E0,-6.129852533E-1,1.713426560E-1,-1.969982497E-2,6.367867066E-1
4.229290792E0,-6.099309921E-1,1.991362125E-1,-2.611372061E-2,6.421471581E-1
4.231622927E0,-6.068767309E-1,2.267770469E-1,-3.359659761E-2,6.487340957E-1
4.233955062E0,-6.038225293E-1,2.521272004E-1,-4.107947648E-2,6.556350322E-1
4.236287250E0,-5.996993184E-1,2.762556672E-1,-4.856235534E-2,6.620534484E-1
4.238619385E0,-5.954233408E-1,2.991624475E-1,-5.604523420E-2,6.687063578E-1
4.240951573E0,-5.925218463E-1,3.222219348E-1,-6.474980712E-2,6.775704031E-1
4.243283708E0,-5.883986354E-1,3.414636254E-1,-6.978929788E-2,6.838719966E-1
4.245615844E0,-5.842754245E-1,3.570402265E-1,-7.711946964E-2,6.890594369E-1
4.247948031E0,-5.815265775E-1,3.727695346E-1,-8.460234851E-2,6.959079275E-1
4.250280167E0,-5.775560737E-1,3.848337829E-1,-9.330692142E-2,7.002672635E-1
4.252612302E0,-5.748072863E-1,3.955236077E-1,-9.941539168E-2,7.047877416E-1
4.254944490E0,-5.709894896E-1,4.051444530E-1,-1.055238619E-1,7.080298796E-1
4.257276625E0,-5.683933496E-1,4.123218954E-1,-1.117850468E-1,7.110388470E-1
4.259608812E0,-5.632011890E-1,4.182776511E-1,-1.166718230E-1,7.111709267E-1
4.261940948E0,-5.607577562E-1,4.207210541E-1,-1.191152185E-1,7.110864236E-1
4.264273135E0,-5.583143830E-1,4.194993675E-1,-1.203369126E-1,7.086435226E-1
4.266605271E0,-5.558710098E-1,4.181249440E-1,-1.215586066E-1,7.061143981E-1
4.268937406E0,-5.522059202E-1,4.144598544E-1,-1.226275861E-1,7.012459441E-1
4.271269594E0,-5.499152541E-1,4.095730782E-1,-1.214058921E-1,6.963449459E-1
4.273601729E0,-5.464028716E-1,3.997995257E-1,-1.200314835E-1,6.876069487E-1
4.275933865E0,-5.441122055E-1,3.912476599E-1,-1.188097894E-1,6.806236770E-1
4.278266052E0,-5.405998230E-1,3.779617548E-1,-1.149920002E-1,6.695718160E-1
4.280598187E0,-5.409052372E-1,3.646758199E-1,-1.101052165E-1,6.615815051E-1
4.282930375E0,-5.363239050E-1,3.487937748E-1,-1.050657257E-1,6.483357426E-1
4.285262510E0,-5.341859460E-1,3.330644667E-1,-9.880454093E-2,6.372196648E-1
4.287594646E0,-5.322006941E-1,3.124483824E-1,-9.376505762E-2,6.242222813E-1
4.289926833E0,-5.288410187E-1,2.918322682E-1,-8.750387281E-2,6.103243593E-1
4.292258969E0,-5.256340504E-1,2.699944973E-1,-7.879929990E-2,5.961522567E-1
4.294591156E0,-5.248705149E-1,2.444916219E-1,-7.131642103E-2,5.833962996E-1
4.296923292E0,-5.254813433E-1,2.166980654E-1,-6.612421572E-2,5.722421739E-1
4.299255427E0,-5.198310018E-1,1.911951900E-1,-5.619794875E-2,5.567208281E-1
4.301587615E0,-5.179984570E-1,1.621799469E-1,-4.856235534E-2,5.449615023E-1
4.303919750E0,-5.149442554E-1,1.342336833E-1,-3.985778242E-2,5.336430555E-1
4.306251937E0,-5.131117105E-1,1.039967462E-1,-3.237490356E-2,5.245446455E-1
4.308584073E0,-5.125008225E-1,7.498150319E-2,-2.596100792E-2,5.186070698E-1
4.310916208E0,-5.118899941E-1,4.337015375E-2,-2.214321308E-2,5.142009901E-1
4.313248396E0,-5.076140761E-1,1.068982668E-2,-1.450762246E-2,5.079338479E-1
4.315580531E0,-5.083776116E-1,-2.199050039E-2,-1.068982668E-2,5.089652744E-1
4.317912719E0,-5.114318728E-1,-5.344913527E-2,-7.941014133E-3,5.142785532E-1
4.320244854E0,-5.170822144E-1,-8.368607610E-2,-1.267508045E-2,5.239637711E-1
4.322576990E0,-5.288410187E-1,-1.172826737E-1,-1.740914769E-2,5.419696735E-1
4.324909177E0,-5.430431962E-1,-1.473668963E-1,-2.443389036E-2,5.632139292E-1
4.327241312E0,-5.535803437E-1,-1.739387512E-1,-3.283303976E-2,5.811917882E-1
4.329573500E0,-5.653391480E-1,-2.028012872E-1,-4.245388508E-2,6.021121546E-1
4.331905635E0,-5.781669021E-1,-2.267770469E-1,-5.344913527E-2,6.233470989E-1
4.334237771E0,-5.897729993E-1,-2.509055138E-1,-6.429167092E-2,6.441422098E-1
4.336569958E0,-6.001574397E-1,-2.725905776E-1,-7.269082218E-2,6.631579986E-1
4.338902094E0,-6.103891134E-1,-2.929012477E-1,-8.108997345E-2,6.818662585E-1
4.341234281E0,-6.171084642E-1,-3.145863414E-1,-8.704573661E-2,6.981148781E-1
4.343566417E0,-6.297835112E-1,-3.301629424E-1,-9.437590092E-2,7.173155862E-1
4.345898552E0,-6.398624778E-1,-3.445178568E-1,-1.017060652E-1,7.337987925E-1
4.348230740E0,-6.476507783E-1,-3.578037918E-1,-1.064401343E-1,7.475323312E-1
4.350562875E0,-6.589514613E-1,-3.648285270E-1,-1.101052165E-1,7.612095908E-1
4.352895010E0,-6.713211536E-1,-3.718532622E-1,-1.137702987E-1,7.758160998E-1
4.355227198E0,-6.838434935E-1,-3.753656447E-1,-1.174353883E-1,7.888804480E-1
4.357559333E0,-6.925480962E-1,-3.775036037E-1,-1.186570823E-1,7.976285724E-1
4.359891521E0,-7.061394453E-1,-3.761292100E-1,-1.200314835E-1,8.090201826E-1
4.362223656E0,-7.182036638E-1,-3.674246371E-1,-1.200314835E-1,8.156132194E-1
4.364555792E0,-7.304205894E-1,-3.587200642E-1,-1.189625040E-1,8.224028206E-1
4.366887979E0,-7.412631512E-1,-3.475720882E-1,-1.142284349E-1,8.266350774E-1
4.369220115E0,-7.496622801E-1,-3.329117596E-1,-1.094943732E-1,8.275341634E-1
4.371552302E0,-7.592831254E-1,-3.168770075E-1,-1.035386100E-1,8.292419105E-1
4.373884437E0,-7.687512636E-1,-2.997733057E-1,-9.513945878E-2,8.305986135E-1
4.376216573E0,-7.782194018E-1,-2.814478874E-1,-8.674030751E-2,8.320830678E-1
4.378548760E0,-7.864658237E-1,-2.593046725E-1,-7.589777559E-2,8.315815518E-1
4.380880896E0,-7.921161652E-1,-2.350234836E-1,-6.276455522E-2,8.286274473E-1
4.383213083E0,-7.989882231E-1,-2.105895877E-1,-5.192201585E-2,8.279046145E-1
4.385545219E0,-8.058602214E-1,-1.814216375E-1,-4.123219103E-2,8.270577976E-1
4.387877354E0,-8.101361990E-1,-1.545443535E-1,-2.916795574E-2,8.252607998E-1
4.390209542E0,-8.157865405E-1,-1.278197914E-1,-1.588202827E-2,8.258921343E-1
4.392541677E0,-8.176190853E-1,-9.743013978E-2,-2.748812549E-3,8.234082564E-1
4.394873865E0,-8.208259940E-1,-7.070557028E-2,1.053711493E-2,8.239330197E-1
4.397206000E0,-8.189934492E-1,-4.031591862E-2,2.244863659E-2,8.202923774E-1
4.399538135E0,-8.171609044E-1,-1.130067464E-2,3.588727489E-2,8.180266166E-1
4.401870323E0,-8.141067028E-1,1.664558798E-2,4.672981426E-2,8.156166224E-1
4.404202458E0,-8.098307252E-1,4.321744293E-2,5.757235363E-2,8.130240628E-1
4.406534646E0,-8.018897176E-1,6.978929788E-2,6.597150117E-2,8.076199008E-1
4.408866781E0,-7.963921428E-1,9.513945878E-2,7.314895838E-2,8.053835930E-1
4.411198917E0,-7.872294188E-1,1.178935245E-1,7.666133344E-2,7.996911910E-1
4.413531104E0,-7.744016051E-1,1.408002973E-1,7.773031294E-2,7.909264007E-1
4.415863240E0,-7.652388811E-1,1.623326540E-1,7.879929990E-2,7.862262813E-1
4.418195427E0,-7.550072074E-1,1.827960461E-1,7.742489129E-2,7.806695149E-1
4.420527562E0,-7.434011102E-1,2.006633282E-1,7.009471953E-2,7.731909542E-1
4.422859698E0,-7.282826304E-1,2.160872221E-1,6.398624927E-2,7.623539319E-1
4.425191885E0,-7.204943299E-1,2.304421216E-1,5.161659420E-2,7.582083643E-1
4.427524021E0,-7.090409398E-1,2.460187376E-1,3.939964995E-2,7.515428171E-1
4.429856208E0,-6.952968836E-1,2.577775419E-1,2.580829710E-2,7.419926453E-1
4.432188344E0,-6.826218367E-1,2.672456801E-1,9.773556143E-3,7.331359682E-1
4.434520479E0,-6.676560640E-1,2.765611112E-1,-6.108472589E-3,7.226949436E-1
4.436852667E0,-6.563553810E-1,2.811424434E-1,-2.565558441E-2,7.144939949E-1
4.439184802E0,-6.415423155E-1,2.831276953E-1,-4.382828996E-2,7.026085350E-1
4.441516937E0,-6.277982593E-1,2.913741469E-1,-6.093201414E-2,6.947965588E-1
4.443849125E0,-6.164975762E-1,2.947337925E-1,-8.170082420E-2,6.881949540E-1
4.446181260E0,-6.016845703E-1,2.954973578E-1,-1.000262350E-1,6.777523577E-1
4.448513448E0,-5.856497884E-1,2.939702570E-1,-1.181989461E-1,6.658642335E-1
4.450845583E0,-5.708367825E-1,2.912214398E-1,-1.328592747E-1,6.544586665E-1
4.453177719E0,-5.584670901E-1,2.896943092E-1,-1.485885978E-1,6.464416872E-1
4.455509906E0,-5.474718809E-1,2.846548259E-1,-1.620272398E-1,6.379707335E-1
4.457842042E0,-5.352548957E-1,2.831276953E-1,-1.742441803E-1,6.300953337E-1
4.460174229E0,-5.204418898E-1,2.779355049E-1,-1.814216375E-1,6.172695652E-1
4.462506365E0,-5.082249045E-1,2.716743052E-1,-1.849340051E-1,6.052272862E-1
4.464838500E0,-4.947862923E-1,2.677038014E-1,-1.910424829E-1,5.941178592E-1
4.467170687E0,-4.825693369E-1,2.602209449E-1,-1.908897758E-1,5.805402756E-1
4.469502823E0,-4.689779878E-1,2.551814318E-1,-1.860029846E-1,5.653804263E-1
4.471835010E0,-4.555393457E-1,2.476985604E-1,-1.821851879E-1,5.496017786E-1
4.474167146E0,-4.459185004E-1,2.389939874E-1,-1.759240031E-1,5.356404484E-1
4.476499281E0,-4.324798584E-1,2.327328026E-1,-1.649287641E-1,5.180780661E-1
4.478831469E0,-4.202629030E-1,2.241809368E-1,-1.513374150E-1,4.997809652E-1
4.481163604E0,-4.106420577E-1,2.119639963E-1,-1.389677525E-1,4.825636450E-1
4.483495792E0,-3.984251320E-1,2.044811249E-1,-1.229330078E-1,4.644003022E-1
4.485827927E0,-3.875826001E-1,1.945548505E-1,-1.082726792E-1,4.469841550E-1
4.488160062E0,-3.765873313E-1,1.835595965E-1,-8.979454637E-2,4.284567704E-1
4.490492250E0,-3.658975065E-1,1.701209545E-1,-7.009471953E-2,4.095551173E-1
4.492824385E0,-3.549022675E-1,1.579040140E-1,-4.917320609E-2,3.915447628E-1
4.495156573E0,-3.403946459E-1,1.444653720E-1,-2.825168520E-2,3.708596991E-1
4.497488708E0,-3.307738006E-1,1.322484314E-1,-8.551862091E-3,3.563342380E-1
4.499820844E0,-3.213056624E-1,1.163664013E-1,7.482878864E-3,3.418105638E-1
4.502153031E0,-3.080197275E-1,1.027750522E-1,2.611372061E-2,3.257618613E-1
4.504485167E0,-2.983988822E-1,8.567132801E-2,4.337015375E-2,3.134684028E-1
4.506817354E0,-2.877090573E-1,6.978929788E-2,5.818320066E-2,3.017156486E-1
4.509149490E0,-2.756448388E-1,5.268557742E-2,7.177454978E-2,2.896677981E-1
4.511481625E0,-2.637332976E-1,3.313846514E-2,8.536590636E-2,2.791787028E-1
4.513813812E0,-2.506000996E-1,1.481304597E-2,9.162709117E-2,2.672365246E-1
4.516145948E0,-2.385358512E-1,-2.290677279E-3,1.027750522E-1,2.597447033E-1
4.518478135E0,-2.254026383E-1,-2.443389036E-2,1.055238619E-1,2.500772876E-1
4.520810271E0,-2.110477239E-1,-4.764608666E-2,1.056765765E-1,2.407879361E-1
4.523142406E0,-2.003578991E-1,-6.963659078E-2,1.084253863E-1,2.382196610E-1
4.525474594E0,-1.872246861E-1,-8.811471611E-2,1.061347127E-1,2.325550764E-1
4.527806729E0,-1.740914732E-1,-1.078145429E-1,1.014006436E-1,2.285036263E-1
4.530138917E0,-1.609582454E-1,-1.298050433E-1,9.544488788E-2,2.277424700E-1
4.532471052E0,-1.452289373E-1,-1.495048702E-1,8.597674966E-2,2.254665206E-1
4.534803187E0,-1.307213157E-1,-1.679829955E-1,7.391251624E-2,2.253206809E-1
4.537135375E0,-1.165191159E-1,-1.925695986E-1,6.566607952E-2,2.344606335E-1
4.539467510E0,-1.020114943E-1,-2.098260373E-1,5.115845799E-2,2.388524623E-1
4.541799698E0,-8.750387281E-2,-2.246390730E-1,4.153761268E-2,2.446324062E-1
4.544131833E0,-7.299624383E-2,-2.418955117E-1,2.702999115E-2,2.541112171E-1
4.546463969E0,-5.971032009E-2,-2.579302490E-1,1.359135192E-2,2.651000953E-1
4.548796156E0,-4.398100078E-2,-2.728960216E-1,3.054236295E-4,2.764175471E-1
4.551128292E0,-2.809897438E-2,-2.829749882E-1,-1.542389300E-2,2.847846428E-1
4.553460427E0,-1.099525020E-2,-2.929012477E-1,-2.504473738E-2,2.941755859E-1
4.555792615E0,2.443389036E-3,-3.005368412E-1,-3.588727489E-2,3.026817793E-1
4.558124750E0,1.832541823E-2,-3.104631305E-1,-4.550812021E-2,3.143153915E-1
4.560456937E0,3.313846514E-2,-3.107685447E-1,-5.528167635E-2,3.173819623E-1
4.562789073E0,4.031591862E-2,-3.182514310E-1,-6.368082762E-2,3.270544212E-1
4.565121260E0,1.618745178E-2,-3.541387022E-1,-6.963659078E-2,3.612831421E-1
4.567453396E0,-4.947862774E-2,-4.184303582E-1,-7.437065244E-2,4.278587304E-1
4.569772510E0,-1.415638477E-1,-5.051707029E-1,-7.773031294E-2,5.303581466E-1
4.572117719E0,-2.449497581E-1,-6.013791561E-1,-7.864658535E-2,6.540967503E-1
4.574449854E0,-3.407000601E-1,-6.879667044E-1,-7.360709459E-2,7.712280607E-1
4.576782042E0,-4.211791754E-1,-7.531746626E-1,-7.101099193E-2,8.658559529E-1
4.579114177E0,-4.801259339E-1,-7.931851745E-1,-6.841489673E-2,9.297011517E-1
4.581446312E0,-5.225798488E-1,-8.130376935E-1,-6.597150117E-2,9.687477630E-1
4.583778500E0,-5.560237169E-1,-8.171609044E-1,-6.368082762E-2,9.904390770E-1
4.586110635E0,-5.818319917E-1,-8.105943203E-1,-5.894676223E-2,9.995330607E-1
4.588442823E0,-6.026008129E-1,-7.980719209E-1,-5.176930502E-2,1.001362368E0
4.590774958E0,-6.206207871E-1,-7.759287357E-1,-4.474456236E-2,9.946042631E-1
4.593107094E0,-6.360446811E-1,-7.466080785E-1,-3.756710514E-2,9.815231768E-1
4.595439281E0,-6.499415040E-1,-7.038487792E-1,-2.947338112E-2,9.584861725E-1
4.597771417E0,-6.587987542E-1,-6.516213417E-1,-2.137965336E-2,9.268674453E-1
4.600103604E0,-6.624638438E-1,-5.932853818E-1,-1.313321572E-2,8.893921351E-1
4.602435740E0,-6.635328531E-1,-5.267030597E-1,-6.413896102E-3,8.471912997E-1
4.604767875E0,-6.458182931E-1,-3.258870244E-1,-7.788302377E-3,7.234253783E-1
4.607100062E0,-7.853968740E-1,-2.119639963E-1,-1.771457121E-2,8.136896161E-1
4.609432198E0,-3.964398801E-1,7.055285573E-2,2.962609194E-2,4.037573397E-1
4.611764333E0,-6.792621613E-1,-2.707580328E-1,1.618745178E-2,7.314157707E-1
4.614096521E0,-6.015318632E-1,-1.024696305E-1,2.137965336E-2,6.105716151E-1
4.616428656E0,-6.306998134E-1,9.300149232E-2,2.107422985E-2,6.378680548E-1
4.618760844E0,-7.640172243E-1,4.337015375E-2,8.704573847E-3,7.652967130E-1
4.621092979E0,-6.786513329E-1,1.047603041E-1,1.588202827E-2,6.868730536E-1
4.623425115E0,-6.172611713E-1,2.029540092E-1,1.679829881E-2,6.499875894E-1
4.625757302E0,-6.131379604E-1,2.852656841E-1,1.374406368E-2,6.763901007E-1
4.628089437E0,-6.100836992E-1,3.663556576E-1,8.246437646E-3,7.116787138E-1
4.630421625E0,-6.048914790E-1,4.376720488E-1,1.679830020E-3,7.466279834E-1
4.632753760E0,-6.021426916E-1,5.138752460E-1,-7.330167107E-3,7.916421672E-1
4.635085896E0,-5.945070982E-1,5.815265775E-1,-1.756185852E-2,8.318174493E-1
4.637418083E0,-5.880932212E-1,6.481089592E-1,-2.535016090E-2,8.755235522E-1
4.639750219E0,-5.806103349E-1,7.084301114E-1,-3.802524135E-2,9.167483312E-1
4.642082406E0,-5.757235289E-1,7.640172243E-1,-4.825693369E-2,9.578667091E-1
4.644414542E0,-5.659499764E-1,8.183826208E-1,-5.955760926E-2,9.967931574E-1
4.646746729E0,-5.563291311E-1,8.629744649E-1,-7.207997888E-2,1.029282543E0
4.649078865E0,-5.517477989E-1,9.063445926E-1,-8.338065445E-2,1.064348856E0
4.651411000E0,-5.435013771E-1,9.425373077E-1,-9.452861547E-2,1.092110792E0
4.653743187E0,-5.343386531E-1,9.713998437E-1,-1.056765765E-1,1.113688911E0
4.656075323E0,-5.312843919E-1,9.943066239E-1,-1.168245375E-1,1.133382874E0
4.658407458E0,-5.274665952E-1,1.003927469E0,-1.281252056E-1,1.141274481E0
4.660739646E0,-5.311316848E-1,1.001484036E0,-1.378987730E-1,1.141966380E0
4.663071781E0,-5.328115225E-1,9.857547879E-1,-1.499630064E-1,1.130526215E0
4.665403969E0,-5.357130170E-1,9.639169574E-1,-1.583621502E-1,1.114092863E0
4.667736104E0,-5.424323678E-1,9.362761378E-1,-1.667613089E-1,1.094831135E0
4.670068240E0,-5.430431962E-1,9.034430981E-1,-1.762294322E-1,1.068719868E0
4.672400427E0,-5.438067913E-1,8.670976758E-1,-1.785201132E-1,1.038967582E0
4.674732562E0,-5.459447503E-1,8.247964978E-1,-1.806580722E-1,1.005476142E0
4.677064750E0,-5.431959033E-1,7.835643291E-1,-1.803526580E-1,9.703411403E-1
4.679396885E0,-5.404471159E-1,7.362236381E-1,-1.811162084E-1,9.310807759E-1
4.681729021E0,-5.378510356E-1,6.853706241E-1,-1.795890927E-1,8.895329511E-1
4.684061208E0,-5.376983285E-1,6.332958937E-1,-1.754658818E-1,8.491003810E-1
4.686393344E0,-5.364766121E-1,5.714476109E-1,-1.701209545E-1,8.020602636E-1
4.688725531E0,-5.352548957E-1,5.120427012E-1,-1.647760421E-1,7.588390312E-1
4.691057667E0,-5.367820263E-1,4.454603493E-1,-1.594311297E-1,7.155334735E-1
4.693389802E0,-5.357130170E-1,3.764346242E-1,-1.516428292E-1,6.720766403E-1
4.695721990E0,-5.370874405E-1,3.098522723E-1,-1.426328421E-1,6.362511116E-1
4.698054125E0,-5.361711979E-1,2.385358512E-1,-1.324011385E-1,6.015887027E-1
4.700386312E0,-5.340332389E-1,1.658450365E-1,-1.206423342E-1,5.720582568E-1
4.702718448E0,-5.279247165E-1,9.910997003E-2,-1.104106456E-1,5.483774276E-1
4.705050583E0,-5.244123936E-1,3.130592033E-2,-9.513945878E-2,5.338913146E-1
4.707382771E0,-5.209000111E-1,-3.420744836E-2,-8.246438205E-2,5.284953598E-1
4.709714906E0,-5.137225389E-1,-9.972081333E-2,-6.734590977E-2,5.276272919E-1
4.712047094E0,-5.076140761E-1,-1.615691036E-1,-4.978405312E-2,5.350281091E-1
4.714379229E0,-5.025745630E-1,-2.197522968E-1,-3.588727489E-2,5.496909676E-1
4.716711365E0,-4.950917065E-1,-2.767138183E-1,-1.954711229E-2,5.675107265E-1
4.719043552E0,-4.877615273E-1,-3.324536085E-1,-3.206948051E-3,5.902939893E-1
4.721375687E0,-4.789042473E-1,-3.834593594E-1,1.420219894E-2,6.136709712E-1
4.723707875E0,-4.686725736E-1,-4.295783341E-1,3.176405653E-2,6.365535968E-1
4.726040010E0,-4.561502039E-1,-4.746283293E-1,4.917320609E-2,6.601235216E-1
4.728372146E0,-4.446968138E-1,-5.170822144E-1,6.551336497E-2,6.851432504E-1
4.730704333E0,-4.318690002E-1,-5.561764240E-1,7.925742865E-2,7.086076404E-1
4.733036469E0,-4.178195298E-1,-5.890094638E-1,9.422318637E-2,7.282742044E-1
4.735368656E0,-4.011739492E-1,-6.195518374E-1,1.078145429E-1,7.459282757E-1
4.737700792E0,-3.830012381E-1,-6.416950226E-1,1.191152185E-1,7.567369990E-1
4.740032927E0,-3.686463237E-1,-6.649072170E-1,1.302631795E-1,7.713431241E-1
