Time,omegax,omegay,omegaz,Absolute (rad/s)
1.244500900E-1,-1.160609815E-2,1.479777545E-1,-3.054236248E-2,1.515419191E-1
1.267823290E-1,1.068982761E-3,1.598892659E-1,-1.954711229E-2,1.610832383E-1
1.291145690E-1,1.236965694E-2,1.718007922E-1,-8.551862091E-3,1.724576904E-1
1.314468080E-1,2.260134928E-2,1.885990947E-1,2.290677279E-3,1.899623298E-1
1.337790480E-1,3.268032894E-2,2.006633282E-1,1.084253844E-2,2.035960113E-1
1.361112880E-1,3.909422457E-2,2.113531530E-1,1.801999472E-2,2.156924521E-1
1.384435270E-1,4.184303805E-2,2.246390730E-1,2.168507688E-2,2.295295090E-1
1.407757670E-1,4.596625641E-2,2.403683960E-1,2.153236605E-2,2.456695043E-1
1.431080580E-1,4.749337584E-2,2.536543310E-1,2.153236605E-2,2.589590376E-1
1.454402980E-1,4.764608666E-2,2.620534599E-1,1.649287529E-2,2.668598515E-1
1.477725380E-1,4.535540938E-2,2.730487287E-1,1.160609815E-2,2.770332524E-1
1.501047770E-1,4.428642616E-2,2.814478874E-1,5.344913341E-3,2.849609955E-1
1.524370170E-1,4.184303805E-2,2.826695740E-1,-3.206948051E-3,2.857677596E-1
1.547692560E-1,3.833066672E-2,2.875563502E-1,-1.053711493E-2,2.902911045E-1
1.571014960E-1,3.466558084E-2,2.924431264E-1,-1.801999472E-2,2.950413613E-1
1.594337350E-1,3.100049868E-2,2.925958335E-1,-2.535016090E-2,2.953235232E-1
1.617659750E-1,2.733541466E-2,2.913741469E-1,-3.268032894E-2,2.944726172E-1
1.640982150E-1,2.336490713E-2,2.841966748E-1,-3.878879920E-2,2.877815835E-1
1.664304540E-1,1.466033421E-2,2.757975459E-1,-4.596625641E-2,2.799859076E-1
1.687626940E-1,7.024743594E-3,2.686200738E-1,-4.963133857E-2,2.732569502E-1
1.710949330E-1,-6.108472589E-4,2.615953386E-1,-5.573981255E-2,2.674685421E-1
1.734271730E-1,-9.315420873E-3,2.519744933E-1,-5.940489471E-2,2.590499254E-1
1.757594130E-1,-1.710372418E-2,2.388412803E-1,-6.047387794E-2,2.469712220E-1
1.780916520E-1,-2.489202656E-2,2.183778882E-1,-6.291726977E-2,2.286199857E-1
1.804239440E-1,-3.527642787E-2,1.991362125E-1,-6.276455522E-2,2.117523244E-1
1.827561830E-1,-4.566083103E-2,1.763821393E-1,-6.139015034E-2,1.922610754E-1
1.850884230E-1,-5.604523420E-2,1.510319859E-1,-6.368082762E-2,1.732252200E-1
1.874206630E-1,-6.627693027E-2,1.319430023E-1,-6.368082762E-2,1.608006068E-1
1.897529020E-1,-7.421794534E-2,1.065928489E-1,-6.474980712E-2,1.451305494E-1
1.920851420E-1,-8.215895295E-2,8.002099395E-2,-6.459710002E-2,1.316291698E-1
1.944173810E-1,-8.872556686E-2,6.322269142E-2,-6.688777357E-2,1.278409527E-1
1.967496210E-1,-9.651386738E-2,4.520269856E-2,-6.795676053E-2,1.263975152E-1
1.990818600E-1,-9.941539168E-2,2.702999115E-2,-6.780404598E-2,1.233346228E-1
2.014141000E-1,-9.987352788E-2,7.788302377E-3,-6.658235192E-2,1.202854472E-1
2.037463400E-1,-1.001789495E-1,-9.162709117E-3,-6.398624927E-2,1.192225535E-1
2.060785790E-1,-1.004843712E-1,-2.153236605E-2,-5.665608495E-2,1.173484708E-1
2.084108190E-1,-9.819369763E-2,-3.115320951E-2,-4.917320609E-2,1.141513421E-1
2.107430580E-1,-9.376505762E-2,-3.680354729E-2,-3.833066672E-2,1.077758189E-1
2.130752980E-1,-8.887827396E-2,-4.046862945E-2,-2.244863659E-2,1.002047845E-1
2.154075380E-1,-8.154810965E-2,-4.291202128E-2,-6.413896102E-3,9.237247329E-2
2.177397770E-1,-7.437065244E-2,-5.039490014E-2,7.024743594E-3,9.011097007E-2
2.200720690E-1,-6.704048812E-2,-5.894676223E-2,1.817270555E-2,9.110101565E-2
2.224043080E-1,-6.474980712E-2,-6.612421572E-2,2.428117767E-2,9.567928206E-2
2.247365480E-1,-6.627693027E-2,-7.589777559E-2,3.038965166E-2,1.052455926E-1
2.270687880E-1,-6.902574003E-2,-8.780929446E-2,3.420744836E-2,1.168125614E-1
2.294010270E-1,-7.528692484E-2,-9.498675168E-2,3.298575059E-2,1.256131513E-1
2.317332670E-1,-8.414421231E-2,-1.033858955E-1,2.932066843E-2,1.364866054E-1
2.340655060E-1,-9.544488788E-2,-1.165191159E-1,2.458660305E-2,1.526136692E-1
2.363977460E-1,-1.081199646E-1,-1.259872466E-1,1.725643501E-2,1.669146417E-1
2.387299850E-1,-1.255291104E-1,-1.317902952E-1,8.704573847E-3,1.822141847E-1
2.410622250E-1,-1.403421611E-1,-1.363716573E-1,4.886778072E-3,1.957473670E-1
2.433944650E-1,-1.553079188E-1,-1.409530044E-1,-2.443389036E-3,2.097481090E-1
2.457267040E-1,-1.690519750E-1,-1.443126649E-1,-6.108472589E-3,2.223556362E-1
2.480589440E-1,-1.801999360E-1,-1.453816444E-1,-9.773556143E-3,2.317398582E-1
2.503911830E-1,-1.899735034E-1,-1.450762302E-1,-9.773556143E-3,2.392332898E-1
2.527234230E-1,-1.950129867E-1,-1.450762302E-1,-1.114796288E-2,2.433134904E-1
2.550557150E-1,-1.960819662E-1,-1.401894391E-1,-1.114796288E-2,2.412995925E-1
2.573879540E-1,-1.983726472E-1,-1.328592747E-1,-1.114796288E-2,2.390137467E-1
2.597201940E-1,-1.969982386E-1,-1.220167428E-1,-1.007897966E-2,2.319439099E-1
2.620524330E-1,-1.942494214E-1,-1.087308154E-1,-1.130067464E-2,2.228966872E-1
2.643846730E-1,-1.902789176E-1,-9.544488788E-2,-1.267508045E-2,2.132520826E-1
2.667169130E-1,-1.812689304E-1,-7.864658535E-2,-1.389677543E-2,1.980828890E-1
2.690491520E-1,-1.734806150E-1,-6.306997687E-2,-1.771457121E-2,1.854377303E-1
2.713813920E-1,-1.644706279E-1,-4.749337584E-2,-2.260134928E-2,1.726760817E-1
2.737136310E-1,-1.579040140E-1,-2.702999115E-2,-2.886253223E-2,1.627800474E-1
2.760458710E-1,-1.499630064E-1,-6.719320081E-3,-3.390202299E-2,1.538941185E-1
2.783781100E-1,-1.458397806E-1,1.389677543E-2,-3.405473381E-2,1.504064056E-1
2.807103500E-1,-1.441599578E-1,3.558185324E-2,-3.420744836E-2,1.523755598E-1
2.830425900E-1,-1.437018216E-1,5.741964281E-2,-3.191677108E-2,1.580060416E-1
2.853748290E-1,-1.458397806E-1,7.559234649E-2,-2.596100792E-2,1.663051965E-1
2.877070690E-1,-1.479777545E-1,8.903098851E-2,-1.985253580E-2,1.738334143E-1
2.900393080E-1,-1.513374150E-1,1.036913246E-1,-1.145338640E-2,1.838099128E-1
2.923715480E-1,-1.562241912E-1,1.134648770E-1,6.108472589E-4,1.930819758E-1
2.947038400E-1,-1.621799469E-1,1.185043678E-1,1.160609815E-2,2.011972213E-1
2.970360790E-1,-1.721062213E-1,1.198787764E-1,2.367033064E-2,2.110728713E-1
2.993683190E-1,-1.795890927E-1,1.140757278E-1,3.237490356E-2,2.152060600E-1
3.017005580E-1,-1.872246861E-1,1.046075895E-1,4.337015375E-2,2.188076807E-1
3.040327980E-1,-2.000524700E-1,8.780929446E-2,4.947862774E-2,2.240080301E-1
3.063650380E-1,-2.139492482E-1,6.749862432E-2,5.207473040E-2,2.303087550E-1
3.086972770E-1,-2.281514555E-1,4.352286831E-2,5.833591148E-2,2.394794465E-1
3.110295170E-1,-2.422009408E-1,1.954711229E-2,5.711421743E-2,2.496105350E-1
3.133617560E-1,-2.612899244E-1,-9.162709117E-3,5.482354015E-2,2.671366698E-1
3.156939960E-1,-2.805316150E-1,-3.787253052E-2,5.375456065E-2,2.881351565E-1
3.180262350E-1,-2.996205688E-1,-6.658235192E-2,4.902049154E-2,3.108194064E-1
3.203584750E-1,-3.199312389E-1,-9.284878522E-2,4.306473210E-2,3.359039531E-1
3.226907150E-1,-3.426853120E-1,-1.178935245E-1,3.573456407E-2,3.641552763E-1
3.250229540E-1,-3.593308926E-1,-1.443126649E-1,2.489202656E-2,3.880263504E-1
3.273552460E-1,-3.770454824E-1,-1.658450365E-1,1.038440317E-2,4.120384785E-1
3.296874850E-1,-3.910949528E-1,-1.861557066E-1,-6.719320081E-3,4.331909031E-1
3.320197250E-1,-3.964398801E-1,-2.031067163E-1,-2.977880463E-2,4.464344229E-1
3.343519650E-1,-4.028537571E-1,-2.177670449E-1,-5.650337040E-2,4.614176702E-1
3.366842040E-1,-4.043808877E-1,-2.275405973E-1,-8.826743066E-2,4.723237927E-1
3.390164440E-1,-3.982724249E-1,-2.350234836E-1,-1.162136942E-1,4.768255289E-1
3.413486830E-1,-3.884988427E-1,-2.412846684E-1,-1.479777545E-1,4.806735460E-1
3.436809230E-1,-3.736858070E-1,-2.454078794E-1,-1.783674061E-1,4.813325682E-1
3.460131630E-1,-3.564293683E-1,-2.469350100E-1,-2.064663768E-1,4.802573877E-1
3.483454020E-1,-3.353551328E-1,-2.426590770E-1,-2.307475507E-1,4.739102499E-1
3.506776420E-1,-3.078670204E-1,-2.322746664E-1,-2.502946556E-1,4.597619357E-1
3.530098810E-1,-2.779355049E-1,-2.183778882E-1,-2.673983872E-1,4.432143324E-1
3.553421210E-1,-2.466295809E-1,-2.008160353E-1,-2.832804024E-1,4.259119822E-1
3.576743600E-1,-2.153236568E-1,-1.820324808E-1,-2.918322682E-1,4.057908008E-1
3.600066520E-1,-1.827960461E-1,-1.634016484E-1,-2.967190444E-1,3.849112684E-1
3.623388920E-1,-1.527118087E-1,-1.397313178E-1,-2.993151546E-1,3.639166105E-1
3.646711310E-1,-1.275143623E-1,-1.195733473E-1,-2.956500649E-1,3.434627474E-1
3.670033710E-1,-1.085781008E-1,-9.559759498E-2,-2.884726226E-1,3.227143600E-1
3.693356100E-1,-9.330692142E-2,-7.406523079E-2,-2.786990702E-1,3.030924145E-1
3.716678500E-1,-8.536590636E-2,-5.115845799E-2,-2.641914487E-1,2.823148019E-1
3.740000900E-1,-8.490777016E-2,-2.809897438E-2,-2.447970361E-1,2.606232351E-1
3.763323290E-1,-8.933641016E-2,-7.330167107E-3,-2.217375487E-1,2.391699522E-1
3.786645690E-1,-1.038440317E-1,1.236965694E-2,-1.988307834E-1,2.246558963E-1
3.809968080E-1,-1.207950488E-1,2.489202656E-2,-1.733279079E-1,2.127289836E-1
3.833290480E-1,-1.417165697E-1,3.634541109E-2,-1.490467340E-1,2.088528284E-1
3.856612880E-1,-1.650814712E-1,4.169032723E-2,-1.272089481E-1,2.125372720E-1
3.879935270E-1,-1.910424829E-1,4.107947648E-2,-1.052184403E-1,2.219361931E-1
3.903257670E-1,-2.157817930E-1,3.680354729E-2,-8.582404256E-2,2.351213507E-1
3.926580060E-1,-2.431172132E-1,3.130592033E-2,-7.360709459E-2,2.559375791E-1
3.949902460E-1,-2.730487287E-1,1.847812906E-2,-6.261184067E-2,2.807441755E-1
3.973224850E-1,-2.993151546E-1,2.137965523E-3,-5.283828825E-2,3.039506824E-1
3.996547250E-1,-3.281776905E-1,-1.801999472E-2,-4.917320609E-2,3.323301385E-1
4.019870170E-1,-3.547495604E-1,-4.413371533E-2,-4.779879749E-2,3.606657184E-1
4.043192560E-1,-3.799470067E-1,-7.024743408E-2,-4.902049154E-2,3.894835536E-1
4.066514960E-1,-4.052971601E-1,-9.773556143E-2,-5.253286287E-2,4.202115297E-1
4.089837350E-1,-4.282039404E-1,-1.311794519E-1,-5.848862603E-2,4.516498451E-1
4.113159750E-1,-4.486673176E-1,-1.598892659E-1,-6.322269142E-2,4.804831401E-1
4.136482150E-1,-4.665345848E-1,-1.887518018E-1,-6.673506647E-2,5.076764034E-1
4.159804540E-1,-4.819584787E-1,-2.186833173E-1,-6.658235192E-2,5.334225136E-1
4.183126940E-1,-4.961606860E-1,-2.487675399E-1,-7.009471953E-2,5.594407788E-1
4.206449330E-1,-5.042544007E-1,-2.751866877E-1,-7.116370648E-2,5.788475506E-1
4.229771730E-1,-5.134171247E-1,-3.029802442E-1,-7.589777559E-2,6.009614336E-1
4.253094130E-1,-5.202891231E-1,-3.330644667E-1,-8.307522535E-2,6.233251187E-1
4.276416520E-1,-5.244123936E-1,-3.573456407E-1,-9.391776472E-2,6.415019968E-1
4.299738920E-1,-5.262449384E-1,-3.804051280E-1,-1.047603041E-1,6.577359028E-1
4.323061310E-1,-5.279247165E-1,-4.057552814E-1,-1.192679256E-1,6.764367618E-1
4.346384230E-1,-5.210527182E-1,-4.277457893E-1,-1.324011385E-1,6.870170717E-1
4.369706630E-1,-5.114318728E-1,-4.474456310E-1,-1.456870735E-1,6.949783282E-1
4.393029020E-1,-4.957025647E-1,-4.610369802E-1,-1.577513069E-1,6.950982697E-1
4.416351420E-1,-4.737120569E-1,-4.747810364E-1,-1.637070626E-1,6.903768157E-1
4.439673810E-1,-4.504998624E-1,-4.873034060E-1,-1.659977436E-1,6.840833183E-1
4.462996210E-1,-4.173613787E-1,-4.952444136E-1,-1.682884246E-1,6.691625688E-1
4.486318600E-1,-3.816268146E-1,-5.007420182E-1,-1.667613089E-1,6.512994155E-1
4.509641000E-1,-3.410054743E-1,-5.111264586E-1,-1.629435122E-1,6.356772596E-1
4.532963400E-1,-2.956500649E-1,-5.253286362E-1,-1.589729935E-1,6.234192406E-1
4.556285790E-1,-2.441861928E-1,-5.444176197E-1,-1.525591016E-1,6.158666421E-1
4.579608190E-1,-1.866138428E-1,-5.709894896E-1,-1.496575773E-1,6.190727857E-1
4.602930580E-1,-1.265980899E-1,-5.961869359E-1,-1.443126649E-1,6.263322474E-1
4.626252980E-1,-6.765133142E-2,-6.166502833E-1,-1.427855492E-1,6.365704891E-1
4.649575380E-1,-3.817795310E-3,-6.360446811E-1,-1.447708011E-1,6.523235368E-1
4.672897770E-1,5.528167635E-2,-6.505523324E-1,-1.481304616E-1,6.694901303E-1
4.696220170E-1,1.094943732E-1,-6.563553810E-1,-1.514901221E-1,6.824519478E-1
4.719543080E-1,1.563768983E-1,-6.584933400E-1,-1.537808031E-1,6.940574534E-1
4.742865480E-1,1.934858710E-1,-6.615476012E-1,-1.548497826E-1,7.064421180E-1
4.766187880E-1,2.185306102E-1,-6.487197876E-1,-1.572931707E-1,7.023774854E-1
4.789510270E-1,2.365505993E-1,-6.139014959E-1,-1.598892659E-1,6.770493410E-1
4.812832670E-1,2.460187376E-1,-5.777087808E-1,-1.589729935E-1,6.477229865E-1
4.836024330E-1,2.690782249E-1,-5.938962698E-1,-1.611109674E-1,6.716193968E-1
4.859477460E-1,3.005368412E-1,-6.841489077E-1,-1.640124917E-1,7.650373966E-1
4.882799850E-1,3.487937748E-1,-8.002098799E-1,-1.653869003E-1,8.884513358E-1
4.906122250E-1,4.046863019E-1,-9.078717232E-1,-1.779092699E-1,1.009779073E0
4.929444650E-1,4.694361091E-1,-1.003622055E0,-1.928750277E-1,1.124645840E0
4.952767040E-1,5.344913602E-1,-1.079977989E0,-2.041756958E-1,1.222178868E0
4.976089440E-1,6.048914790E-1,-1.145491362E0,-2.060082406E-1,1.311672046E0
4.999411830E-1,6.726955175E-1,-1.207339644E0,-2.003578991E-1,1.396542718E0
5.022734230E-1,7.397360206E-1,-1.253305912E0,-1.887518018E-1,1.467519108E0
5.046057150E-1,8.083036542E-1,-1.281252146E0,-1.760767251E-1,1.525111429E0
5.069379540E-1,8.736643195E-1,-1.292094707E0,-1.598892659E-1,1.567916660E0
5.092701940E-1,9.381086826E-1,-1.281099439E0,-1.414111406E-1,1.594133239E0
5.116024330E-1,9.967499971E-1,-1.256665468E0,-1.217113137E-1,1.608580834E0
5.139346730E-1,1.051726222E0,-1.222458124E0,-1.010952219E-1,1.615782212E0
5.162669130E-1,1.099372387E0,-1.195428133E0,-7.910472155E-2,1.626015259E0
5.185991520E-1,1.144269586E0,-1.173132181E0,-5.711421743E-2,1.639772555E0
5.209313920E-1,1.185654521E0,-1.147171140E0,-3.512371704E-2,1.650155127E0
5.232636310E-1,1.215738773E0,-1.123348117E0,-1.068982668E-2,1.655308439E0
5.255958710E-1,1.244448543E0,-1.108076930E0,1.130067464E-2,1.666317606E0
5.279281100E-1,1.269187927E0,-1.107160687E0,3.206948191E-2,1.684538879E0
5.302603500E-1,1.290262103E0,-1.106397152E0,4.810422286E-2,1.700354366E0
5.325925900E-1,1.308892965E0,-1.103037477E0,5.787777901E-2,1.712671103E0
5.349248290E-1,1.330119848E0,-1.087613583E0,6.276455522E-2,1.719320071E0
5.372570690E-1,1.350736022E0,-1.052947998E0,5.894676223E-2,1.713669165E0
5.395893600E-1,1.373795509E0,-1.009730577E0,5.024218559E-2,1.705694644E0
5.419216000E-1,1.401894450E0,-9.678874612E-1,3.649812192E-2,1.703950205E0
5.442538400E-1,1.427397370E0,-9.309312105E-1,1.924168877E-2,1.704249516E0
5.465860790E-1,1.456565261E0,-8.951966763E-1,-4.581354442E-4,1.709666534E0
5.489183190E-1,1.482220888E0,-8.570187092E-1,-2.504473738E-2,1.712333807E0
5.512505580E-1,1.510472536E0,-8.067765236E-1,-5.467082933E-2,1.713302233E0
5.535827980E-1,1.536280870E0,-7.565343380E-1,-8.780929446E-2,1.714705103E0
5.559150380E-1,1.561783671E0,-7.171346545E-1,-1.221694499E-1,1.722897479E0
5.582472770E-1,1.578582048E0,-6.836907864E-1,-1.579040140E-1,1.727509205E0
5.605795170E-1,1.594005942E0,-6.525375843E-1,-1.934858710E-1,1.733233113E0
5.629117560E-1,1.604543090E0,-6.274928451E-1,-2.254026383E-1,1.737559250E0
5.652439960E-1,1.610804200E0,-6.216897964E-1,-2.522799075E-1,1.744945136E0
5.675762350E-1,1.611873150E0,-6.302416325E-1,-2.716743052E-1,1.751897969E0
5.699084750E-1,1.606375575E0,-6.568135023E-1,-2.849602401E-1,1.758706571E0
5.722407670E-1,1.590646267E0,-6.989619732E-1,-2.883199155E-1,1.761201794E0
5.745730060E-1,1.571251869E0,-7.434011102E-1,-2.869454920E-1,1.761764843E0
5.769052460E-1,1.551704764E0,-7.866185308E-1,-2.805316150E-1,1.762173197E0
5.792374850E-1,1.529714227E0,-8.309049606E-1,-2.681619525E-1,1.761345935E0
5.815697250E-1,1.500393629E0,-8.739697337E-1,-2.556395829E-1,1.755094224E0
5.839019650E-1,1.470003963E0,-9.133693576E-1,-2.432699203E-1,1.747665725E0
5.862342040E-1,1.440530539E0,-9.562813640E-1,-2.223484069E-1,1.743284570E0
5.885664440E-1,1.407392025E0,-1.005301833E0,-1.916533262E-1,1.740148007E0
5.908986830E-1,1.372726560E0,-1.069898963E0,-1.534753740E-1,1.747173915E0
5.932309230E-1,1.341573238E0,-1.139382839E0,-1.078145429E-1,1.763415999E0
5.955631630E-1,1.307976723E0,-1.206423283E0,-5.375456065E-2,1.780210605E0
5.978954020E-1,1.275601745E0,-1.271020412E0,-9.162708884E-4,1.800736943E0
6.002276420E-1,1.245517612E0,-1.348903418E0,6.306997687E-2,1.837071684E0
6.025598810E-1,1.213906169E0,-1.443737507E0,1.296523362E-1,1.890702490E0
6.048921210E-1,1.183058381E0,-1.554453611E0,2.011214644E-1,1.963772646E0
6.072244130E-1,1.145949483E0,-1.674637794E0,2.764083743E-1,2.047929088E0
6.095566520E-1,1.109909415E0,-1.794821978E0,3.480302393E-1,2.138787013E0
6.118888920E-1,1.078908920E0,-1.917449594E0,4.172086716E-1,2.239357157E0
6.142211310E-1,1.044396043E0,-2.028012991E0,4.837910235E-1,2.331877686E0
6.165533710E-1,1.016449809E0,-2.122999668E0,5.479300022E-1,2.416717835E0
6.188856100E-1,9.874345660E-1,-2.204547644E0,6.058077812E-1,2.490393624E0
6.212178500E-1,9.649859667E-1,-2.274184227E0,6.612421870E-1,2.557411395E0
6.235500900E-1,9.428427219E-1,-2.325648308E0,7.127060294E-1,2.608743440E0
6.258823290E-1,9.260444641E-1,-2.358023167E0,7.545490861E-1,2.643326678E0
6.282145690E-1,9.069554806E-1,-2.386580229E0,7.973083854E-1,2.674702618E0
6.305468080E-1,8.941276670E-1,-2.407959938E0,8.328902125E-1,2.700266923E0
6.328790480E-1,8.826742768E-1,-2.424605370E0,8.660287261E-1,2.721733057E0
6.352112880E-1,8.710681796E-1,-2.441251040E0,8.953493834E-1,2.742283160E0
6.375435270E-1,8.611419201E-1,-2.445832491E0,9.197832346E-1,2.751302088E0
6.398757670E-1,8.576295376E-1,-2.435906172E0,9.416210651E-1,2.748784737E0
6.422080580E-1,8.527427912E-1,-2.429645061E0,9.623898268E-1,2.748916072E0
6.445402980E-1,8.492304087E-1,-2.419871330E0,9.842276573E-1,2.746938955E0
6.468725380E-1,8.457180262E-1,-2.411166906E0,1.006218195E0,2.746168219E0
6.492047770E-1,8.409839869E-1,-2.400171518E0,1.026834249E0,2.742711425E0
6.515370170E-1,8.376243114E-1,-2.384289503E0,1.049893737E0,2.736553997E0
6.538692560E-1,8.354863524E-1,-2.372072697E0,1.070662498E0,2.733328467E0
6.562014960E-1,8.333483934E-1,-2.351303816E0,1.091278672E0,2.722863992E0
6.585337350E-1,8.264763355E-1,-2.324426651E0,1.108229637E0,2.704476903E0
6.608659750E-1,8.173136115E-1,-2.290371895E0,1.126249671E0,2.679970761E0
6.631982150E-1,8.084563613E-1,-2.246543407E0,1.138161182E0,2.644989574E0
6.655304540E-1,7.997517586E-1,-2.186985970E0,1.143811464E0,2.594381462E0
6.678626940E-1,7.887565494E-1,-2.118876457E0,1.145644069E0,2.534615290E0
6.701949330E-1,7.759287357E-1,-2.029081821E0,1.138924718E0,2.452832639E0
6.725141520E-1,7.614210844E-1,-1.898055196E0,1.129303813E0,2.336172660E0
6.748594130E-1,7.388197780E-1,-1.737707734E0,1.115865231E0,2.193316677E0
6.771917040E-1,7.114843726E-1,-1.565296054E0,1.102273822E0,2.042393039E0
6.795108710E-1,6.794148684E-1,-1.390288353E0,1.083643079E0,1.889123762E0
6.818561830E-1,6.384881139E-1,-1.223679781E0,1.061499834E0,1.741218302E0
6.841884230E-1,5.957288146E-1,-1.077687263E0,1.032179117E0,1.606765816E0
6.865206630E-1,5.464028716E-1,-9.617789984E-1,1.000720501E0,1.491648907E0
6.888529020E-1,4.911212027E-1,-8.869501948E-1,9.681929350E-1,1.401883819E0
6.911851420E-1,4.321744442E-1,-8.654178381E-1,9.396358132E-1,1.348568962E0
6.935043600E-1,3.683409095E-1,-9.054283500E-1,9.127585292E-1,1.337386876E0
6.958496210E-1,3.071034551E-1,-9.952229261E-1,8.924478292E-1,1.371584606E0
6.981818600E-1,2.480039895E-1,-1.104411840E0,8.759549856E-1,1.431268189E0
7.005010790E-1,1.962346882E-1,-1.216196895E0,8.667922616E-1,1.506310647E0
7.028463400E-1,1.521009654E-1,-1.309809208E0,8.648070097E-1,1.576903938E0
7.051785790E-1,1.148392856E-1,-1.375780702E0,8.590039611E-1,1.625991515E0
7.075108710E-1,8.322793990E-2,-1.409224629E0,8.591566682E-1,1.652571066E0
7.098431100E-1,5.818320066E-2,-1.424495816E0,8.640434742E-1,1.667076705E0
7.121753500E-1,2.947338112E-2,-1.440835953E0,8.848122358E-1,1.691085337E0
7.145075900E-1,-1.221694518E-3,-1.426786542E0,9.237537384E-1,1.699718300E0
7.168398290E-1,-4.169032723E-2,-1.354401112E0,9.645278454E-1,1.663266190E0
7.191720690E-1,-8.506047726E-2,-1.239561796E0,1.003927469E0,1.597378820E0
7.215043080E-1,-1.328592747E-1,-1.104106426E0,1.035691500E0,1.519657682E0
7.238365480E-1,-1.779092699E-1,-9.553651214E-1,1.071120620E0,1.446261942E0
7.261687880E-1,-2.254026383E-1,-8.005153537E-1,1.102732062E0,1.381176738E0
7.284880060E-1,-2.741177082E-1,-6.503996253E-1,1.132205367E0,1.334184839E0
7.308332670E-1,-3.168770075E-1,-5.102101564E-1,1.161526084E0,1.307619320E0
