Time,omegax,omegay,omegaz,Absolute (rad/s)
5.840785923E0,-3.612856150E0,-3.600944579E-1,-5.761816502E-1,3.676191354E0
5.843118163E0,-3.656073570E0,-4.185830951E-1,-5.735855699E-1,3.724390711E0
5.845450402E0,-3.703108788E0,-4.782933891E-1,-5.671716928E-1,3.776700013E0
5.847782642E0,-3.746326208E0,-5.355603099E-1,-5.560237169E-1,3.825042127E0
5.850114881E0,-3.789391041E0,-5.844281316E-1,-5.422796607E-1,3.872351731E0
5.852447173E0,-3.835051775E0,-6.380299330E-1,-5.274665952E-1,3.923381873E0
5.854779413E0,-3.879338264E0,-6.843016148E-1,-5.077667832E-1,3.971820889E0
5.857111652E0,-3.924693584E0,-7.282826304E-1,-4.856235683E-1,4.021124914E0
5.859443892E0,-3.970049143E0,-7.647807598E-1,-4.622586668E-1,4.069381142E0
5.861776131E0,-4.012655735E0,-7.966975570E-1,-4.366030693E-1,4.114213811E0
5.864108423E0,-4.057858467E0,-8.272398710E-1,-4.109475017E-1,4.161660605E0
5.866440663E0,-4.104129791E0,-8.504521251E-1,-3.816268146E-1,4.208656459E0
5.868772902E0,-4.146584034E0,-8.689302206E-1,-3.571929336E-1,4.251680335E0
5.871105142E0,-4.187510490E0,-8.814526200E-1,-3.304683566E-1,4.292017260E0
5.873437381E0,-4.231033325E0,-8.901571631E-1,-3.035911024E-1,4.334303904E0
5.875769673E0,-4.270586014E0,-8.906152844E-1,-2.793098986E-1,4.371397317E0
5.878101913E0,-4.309985638E0,-8.825215697E-1,-2.539597452E-1,4.406735307E0
5.880434152E0,-4.349232674E0,-8.707627654E-1,-2.321219593E-1,4.441613811E0
5.882766392E0,-4.389700890E0,-8.530482054E-1,-2.092151791E-1,4.476710414E0
5.885098631E0,-4.424977779E0,-8.267817497E-1,-1.924168915E-1,4.505665397E0
5.887430923E0,-4.460254192E0,-7.957812548E-1,-1.757712960E-1,4.534096472E0
5.889763163E0,-4.495224953E0,-7.563816309E-1,-1.626380831E-1,4.561316881E0
5.892095402E0,-4.526530743E0,-7.145385742E-1,-1.508792788E-1,4.585063849E0
5.894427642E0,-4.558753014E0,-6.655181050E-1,-1.427855492E-1,4.609287483E0
5.896759881E0,-4.590975285E0,-6.103891134E-1,-1.372879148E-1,4.633408778E0
5.899092173E0,-4.618157864E0,-5.517477989E-1,-1.340809762E-1,4.652932988E0
5.901424413E0,-4.647784233E0,-4.882196784E-1,-1.371352077E-1,4.675367664E0
5.903756652E0,-4.672370911E0,-4.210264683E-1,-1.389677525E-1,4.693359697E0
5.906088892E0,-4.696804523E0,-3.503209054E-1,-1.420219839E-1,4.711991905E0
5.908421131E0,-4.720016956E0,-2.797680497E-1,-1.511846930E-1,4.730717392E0
5.910753423E0,-4.743228912E0,-2.053973973E-1,-1.603474021E-1,4.750381026E0
5.913085663E0,-4.762470722E0,-1.276670843E-1,-1.707318127E-1,4.767239832E0
5.915417902E0,-4.785682678E0,-5.207473040E-2,-1.835595965E-1,4.789484795E0
5.917750142E0,-4.804924488E0,2.687728032E-2,-1.963873953E-1,4.809011305E0
5.920082381E0,-4.820653915E0,1.035386100E-1,-2.092151791E-1,4.826302457E0
5.922414673E0,-4.838674068E0,1.837123185E-1,-2.258607745E-1,4.847425094E0
5.924746913E0,-4.853181362E0,2.577775419E-1,-2.399102598E-1,4.865940354E0
5.927079152E0,-4.869063377E0,3.283303976E-1,-2.550287247E-1,4.886779990E0
5.929411392E0,-4.883418560E0,4.060607255E-1,-2.690782249E-1,4.907653740E0
5.931743631E0,-4.895482540E0,4.801259339E-1,-2.819060087E-1,4.927041832E0
5.934075871E0,-4.906325340E0,5.505260825E-1,-2.947337925E-1,4.945904904E0
5.936408163E0,-4.918541908E0,6.174138784E-1,-3.086305857E-1,4.966740102E0
5.938740402E0,-4.928315639E0,6.841489077E-1,-3.214583695E-1,4.985949283E0
5.941072642E0,-4.939311028E0,7.459971905E-1,-3.316900730E-1,5.006328349E0
5.943404881E0,-4.952749729E0,8.079982400E-1,-3.431434333E-1,5.029944180E0
5.945737121E0,-4.959010601E0,8.686248064E-1,-3.521534503E-1,5.046811592E0
5.948069413E0,-4.967715263E0,9.220739603E-1,-3.599417508E-1,5.065370015E0
5.950401652E0,-4.975198269E0,9.730796814E-1,-3.665083647E-1,5.082697144E0
5.952733892E0,-4.980390549E0,1.020420313E0,-3.765873313E-1,5.097780463E0
5.955066131E0,-4.986957073E0,1.061652541E0,-3.805578351E-1,5.112892648E0
5.957398371E0,-4.993523598E0,1.103037477E0,-3.857500553E-1,5.128427898E0
5.959730663E0,-5.001464844E0,1.139535546E0,-3.909422457E-1,5.144514329E0
5.962062902E0,-5.005740643E0,1.168550849E0,-3.961344361E-1,5.155567181E0
5.964395142E0,-5.008947372E0,1.191610336E0,-3.999522328E-1,5.164247357E0
5.966727381E0,-5.013528824E0,1.211157441E0,-4.049917459E-1,5.173624641E0
5.969059621E0,-5.016888618E0,1.223221660E0,-4.111002088E-1,5.180197489E0
5.971391913E0,-5.019179344E0,1.231773496E0,-4.149180055E-1,5.184745335E0
5.973724152E0,-5.022996902E0,1.231773496E0,-4.210264683E-1,5.188933138E0
5.976056392E0,-5.025440216E0,1.228261113E0,-4.283566475E-1,5.191065800E0
5.978388631E0,-5.024524212E0,1.214822531E0,-4.343124032E-1,5.187510443E0
5.980720871E0,-5.024982452E0,1.195428133E0,-4.427115619E-1,5.184157655E0
5.983053163E0,-5.024218559E0,1.172368646E0,-4.498890042E-1,5.178766310E0
5.985385402E0,-5.022386074E0,1.141978979E0,-4.595098495E-1,5.171037340E0
5.987717642E0,-5.020553589E0,1.106855273E0,-4.701996744E-1,5.162574423E0
5.990049881E0,-5.016582966E0,1.063026905E0,-4.833329022E-1,5.150703015E0
5.992382121E0,-5.012612820E0,1.013242841E0,-4.963133931E-1,5.138022511E0
5.994714360E0,-5.008794785E0,9.597937465E-1,-5.094466209E-1,5.125306341E0
5.997046652E0,-5.002686501E0,9.016105533E-1,-5.248705149E-1,5.110309469E0
5.999378892E0,-4.996577740E0,8.396095634E-1,-5.402944088E-1,5.095355864E0
6.001711131E0,-4.988026142E0,7.727217674E-1,-5.555655956E-1,5.078007174E0
6.004043371E0,-4.977183342E0,7.033905983E-1,-5.734328628E-1,5.059242789E0
6.006375610E0,-4.970005989E0,6.329904795E-1,-5.899257660E-1,5.044764503E0
6.008707902E0,-4.962828636E0,5.589252710E-1,-6.076403260E-1,5.031032925E0
6.011040142E0,-4.952138901E0,4.834856093E-1,-6.218425035E-1,5.014391900E0
6.013372381E0,-4.940074444E0,4.069769979E-1,-6.358919740E-1,4.997431779E0
6.015704621E0,-4.929384708E0,3.315373361E-1,-6.499415040E-1,4.983088858E0
6.018036860E0,-4.916098595E0,2.573194206E-1,-6.627692580E-1,4.967242874E0
6.020369152E0,-4.905256271E0,1.808107942E-1,-6.743753552E-1,4.954696131E0
6.022701392E0,-4.889526844E0,1.078145429E-1,-6.835380793E-1,4.938250808E0
6.025033631E0,-4.877462864E0,3.481829539E-2,-6.890357137E-1,4.926015278E0
6.027365871E0,-4.864024162E0,-3.313846514E-2,-6.934643388E-1,4.913320873E0
6.029698110E0,-4.850585461E0,-9.880454093E-2,-6.940752268E-1,4.900987867E0
6.032030402E0,-4.837299347E0,-1.656923145E-1,-6.911736727E-1,4.889237155E0
6.034362642E0,-4.821264744E0,-2.290677279E-1,-6.856760383E-1,4.875163319E0
6.036694881E0,-4.806451797E0,-2.861819267E-1,-6.778877378E-1,4.862449050E0
6.039027121E0,-4.789042473E0,-3.397837877E-1,-6.676560640E-1,4.847282275E0
6.041359413E0,-4.773923874E0,-3.897205591E-1,-6.539120078E-1,4.834235429E0
6.043691652E0,-4.756515026E0,-4.372139275E-1,-6.375718117E-1,4.818930278E0
6.046023892E0,-4.737578392E0,-4.822639227E-1,-6.175665855E-1,4.801938775E0
6.048356131E0,-4.721238613E0,-5.212054253E-1,-5.940489769E-1,4.786924203E0
6.050688371E0,-4.702149391E0,-5.566345453E-1,-5.668662786E-1,4.768793169E0
6.053020610E0,-4.680617332E0,-5.883986354E-1,-5.372401476E-1,4.747948877E0
6.055352902E0,-4.660153866E0,-6.152759194E-1,-5.063923597E-1,4.727793537E0
6.057685142E0,-4.638316154E0,-6.361974478E-1,-4.732539058E-1,4.705602321E0
6.060017381E0,-4.614034653E0,-6.534538269E-1,-4.399627447E-1,4.680799600E0
6.062349621E0,-4.590822697E0,-6.682668924E-1,-4.043808877E-1,4.656796922E0
6.064681860E0,-4.565166950E0,-6.783458591E-1,-3.687990308E-1,4.630001632E0
6.067014152E0,-4.536762714E0,-6.810947061E-1,-3.332171738E-1,4.599689078E0
6.069346392E0,-4.507136345E0,-6.815528274E-1,-2.988570333E-1,4.568162411E0
6.071678631E0,-4.477510452E0,-6.783458591E-1,-2.634278834E-1,4.536259164E0
6.074010871E0,-4.446357250E0,-6.702521443E-1,-2.302894145E-1,4.502484197E0
6.076343110E0,-4.412760735E0,-6.586460471E-1,-1.985253543E-1,4.466059139E0
6.078675402E0,-4.377942085E0,-6.423059106E-1,-1.716480851E-1,4.428136950E0
6.081007642E0,-4.341597080E0,-6.223006248E-1,-1.447708011E-1,4.388357536E0
6.083339881E0,-4.306625843E0,-5.998520255E-1,-1.215586066E-1,4.349899436E0
6.085672121E0,-4.266462803E0,-5.738909841E-1,-9.956810623E-2,4.306038727E0
6.088004360E0,-4.226299286E0,-5.467082858E-1,-8.506047726E-2,4.262362125E0
6.090336652E0,-4.184914589E0,-5.146388412E-1,-7.284353673E-2,4.217068820E0
6.092668892E0,-4.143376827E0,-4.815003574E-1,-6.200099736E-2,4.171721258E0
6.095001131E0,-4.099395752E0,-4.459185004E-1,-5.711421743E-2,4.123972705E0
6.097333371E0,-4.055415154E0,-4.115583301E-1,-5.482354015E-2,4.076613539E0
6.099665610E0,-4.011281013E0,-3.724641204E-1,-5.726693198E-2,4.028943334E0
6.101997902E0,-3.968521833E0,-3.321481943E-1,-6.230641901E-2,3.982884640E0
6.104330142E0,-3.923166513E0,-2.918322682E-1,-7.223268598E-2,3.934668871E0
6.106662381E0,-3.875367641E0,-2.515163720E-1,-8.460234851E-2,3.884442354E0
6.108994621E0,-3.828637838E0,-2.076880634E-1,-9.804098308E-2,3.835520051E0
6.111326860E0,-3.780839205E0,-1.673721522E-1,-1.152974218E-1,3.786297931E0
6.113659152E0,-3.736552715E0,-1.198787764E-1,-1.349972486E-1,3.740911837E0
6.115991392E0,-3.688753843E0,-7.956285775E-2,-1.559187621E-1,3.692904795E0
6.118323631E0,-3.643245697E0,-3.451287001E-2,-1.768402755E-1,3.647698292E0
6.120655871E0,-3.592850924E0,1.298050396E-2,-2.002051920E-1,3.598448050E0
6.122988110E0,-3.546121120E0,5.803048983E-2,-2.211267054E-1,3.553482736E0
6.125320402E0,-3.499391317E0,1.043021679E-1,-2.432699203E-1,3.509387238E0
6.127652642E0,-3.448996305E0,1.505738497E-1,-2.617480457E-1,3.462190064E0
6.129984881E0,-3.404709816E0,1.992889196E-1,-2.826695740E-1,3.422231303E0
6.132317121E0,-3.354162216E0,2.492256761E-1,-3.035911024E-1,3.377082345E0
6.134649360E0,-3.307432413E0,2.954973578E-1,-3.208475113E-1,3.336071189E0
6.136981652E0,-3.257037640E0,3.417690396E-1,-3.344388604E-1,3.291952250E0
6.139313892E0,-3.209086180E0,3.917058110E-1,-3.492519259E-1,3.251714080E0
6.141646131E0,-3.159760237E0,4.404208660E-1,-3.603998721E-1,3.210598598E0
6.143978371E0,-3.110586882E0,4.903576374E-1,-3.691044450E-1,3.170558224E0
6.146310610E0,-3.058970451E0,5.366293192E-1,-3.753656447E-1,3.128285571E0
6.148642902E0,-3.008422852E0,5.865660906E-1,-3.779617548E-1,3.088288024E0
6.150975142E0,-2.959249496E0,6.352811456E-1,-3.805578351E-1,3.050502251E0
6.153307381E0,-2.907480240E0,6.827745438E-1,-3.770454824E-1,3.010280007E0
6.155639621E0,-2.854641914E0,7.266027927E-1,-3.747547865E-1,2.969406208E0
6.157971860E0,-2.800581932E0,7.692093849E-1,-3.698680103E-1,2.927754187E0
6.160304152E0,-2.747743607E0,8.142594099E-1,-3.614688516E-1,2.888558991E0
6.162636392E0,-2.695058107E0,8.533536196E-1,-3.518480062E-1,2.848744920E0
6.164968631E0,-2.639929056E0,8.886300325E-1,-3.432961702E-1,2.806553227E0
6.167300871E0,-2.583578587E0,9.216157794E-1,-3.335226178E-1,2.763239276E0
6.169633110E0,-2.528602123E0,9.497147799E-1,-3.188622594E-1,2.719827201E0
6.171965402E0,-2.472557068E0,9.717052579E-1,-3.078670204E-1,2.674421744E0
6.174297642E0,-2.416511774E0,9.924740791E-1,-2.979407609E-1,2.629316004E0
6.176629881E0,-2.359397650E0,1.003622055E0,-2.855710983E-1,2.579838241E0
6.178962121E0,-2.301214218E0,1.008661509E0,-2.732014358E-1,2.527374911E0
6.181294360E0,-2.245627165E0,1.011257648E0,-2.620534599E-1,2.476722716E0
6.183626652E0,-2.187596798E0,1.005454540E0,-2.544178963E-1,2.421001249E0
6.185958892E0,-2.129719019E0,9.935430884E-1,-2.455606014E-1,2.362864993E0
6.188291131E0,-2.073368311E0,9.755230546E-1,-2.391466945E-1,2.303842990E0
6.190623371E0,-2.015795946E0,9.501729012E-1,-2.338017821E-1,2.240742090E0
6.192955610E0,-1.957154632E0,9.188669920E-1,-2.296785712E-1,2.174286790E0
6.195287902E0,-1.900956631E0,8.826742768E-1,-2.255553454E-1,2.107990798E0
6.197620142E0,-1.844911456E0,8.464815617E-1,-2.238755226E-1,2.042143375E0
6.199952381E0,-1.787797213E0,7.994463444E-1,-2.244863659E-1,1.971224863E0
6.202284621E0,-1.729614019E0,7.475243211E-1,-2.238755226E-1,1.897492429E0
6.204616860E0,-1.673874259E0,6.919372082E-1,-2.244863659E-1,1.825109932E0
6.206949152E0,-1.618287086E0,6.339067221E-1,-2.263189107E-1,1.752686816E0
6.209281392E0,-1.561478257E0,5.711421967E-1,-2.279987335E-1,1.678213687E0
6.211613631E0,-1.506043911E0,5.059342384E-1,-2.322746664E-1,1.605642935E0
6.213945871E0,-1.453052878E0,4.395045936E-1,-2.339545041E-1,1.535988823E0
6.216278110E0,-1.397618532E0,3.706315756E-1,-2.357870489E-1,1.465025890E0
6.218610402E0,-1.344780207E0,3.029802442E-1,-2.374668717E-1,1.398792818E0
6.220942642E0,-1.289345860E0,2.328855246E-1,-2.379250079E-1,1.331636859E0
6.223274881E0,-1.236354828E0,1.641651988E-1,-2.360924631E-1,1.269355397E0
6.225607121E0,-1.184738278E0,9.773556143E-2,-2.341072112E-1,1.211595318E0
6.227939360E0,-1.131747246E0,3.008422814E-2,-2.298312783E-1,1.155239934E0
6.230271652E0,-1.078756213E0,-3.497100621E-2,-2.229592502E-1,1.102111050E0
6.232603892E0,-1.028055906E0,-9.651386738E-2,-2.125748396E-1,1.054230494E0
6.234936131E0,-9.787300229E-1,-1.554606259E-1,-2.034121305E-1,1.011660496E0
6.237268371E0,-9.255862832E-1,-2.133384049E-1,-1.905843467E-1,9.687856501E-1
6.239600610E0,-8.747332692E-1,-2.687727809E-1,-1.753131598E-1,9.317359090E-1
6.241932902E0,-8.228112459E-1,-3.217637837E-1,-1.563768983E-1,8.972201587E-1
6.244265142E0,-7.719582319E-1,-3.710896969E-1,-1.351499557E-1,8.671174001E-1
6.246597381E0,-7.185090780E-1,-4.155288339E-1,-1.125486046E-1,8.376077217E-1
6.248929621E0,-6.687250137E-1,-4.564556181E-1,-9.009996802E-2,8.146550678E-1
6.251261860E0,-6.163448691E-1,-4.923428893E-1,-6.398624927E-2,7.914396746E-1
6.253594152E0,-5.639647245E-1,-5.296045542E-1,-3.542914242E-2,7.744626643E-1
6.255926392E0,-5.114318728E-1,-5.607577562E-1,-8.093725890E-3,7.589975824E-1
6.258258631E0,-4.552339315E-1,-5.883986354E-1,2.168507688E-2,7.442587783E-1
6.260590871E0,-4.001049399E-1,-6.109999418E-1,5.131116882E-2,7.321459745E-1
6.262923110E0,-3.449759781E-1,-6.337540150E-1,7.986827940E-2,7.259693651E-1
6.265255402E0,-2.872509360E-1,-6.505523324E-1,1.082726792E-1,7.193430409E-1
6.267587642E0,-2.319692522E-1,-6.659762263E-1,1.342336833E-1,7.178807351E-1
6.269919881E0,-1.704263836E-1,-6.778877378E-1,1.614163816E-1,7.173786904E-1
6.272252121E0,-1.125486046E-1,-6.885775924E-1,1.861557066E-1,7.221220369E-1
6.274584360E0,-5.222744122E-2,-6.943806410E-1,2.060082406E-1,7.261759948E-1
6.276916652E0,8.399149403E-3,-6.966713071E-1,2.283041626E-1,7.331740902E-1
6.279248892E0,7.009471953E-2,-6.977402568E-1,2.431172132E-1,7.421999158E-1
6.281581131E0,1.307213157E-1,-6.975875497E-1,2.580829561E-1,7.551975001E-1
6.283913371E0,1.927223057E-1,-6.951441765E-1,2.655658424E-1,7.686953427E-1
6.286245663E0,2.570139766E-1,-6.902574301E-1,2.756448388E-1,7.864423571E-1
6.288577902E0,3.202366829E-1,-6.804838181E-1,2.782409191E-1,8.018901226E-1
6.290910142E0,3.846810758E-1,-6.707102656E-1,2.771719396E-1,8.213745033E-1
6.293242381E0,4.468347728E-1,-6.598677635E-1,2.736595869E-1,8.426009429E-1
6.295574621E0,5.100574493E-1,-6.464291215E-1,2.677038014E-1,8.658490261E-1
6.297906860E0,5.748072863E-1,-6.284091473E-1,2.580829561E-1,8.898922884E-1
6.300239152E0,6.368082762E-1,-6.125270724E-1,2.472404242E-1,9.175194943E-1
6.302571392E0,7.027797699E-1,-5.957288146E-1,2.327328026E-1,9.502403817E-1
6.304903631E0,7.663078904E-1,-5.738909841E-1,2.131856978E-1,9.808296418E-1
6.307235871E0,8.272398710E-1,-5.532749295E-1,1.937913001E-1,1.013900399E0
6.309568110E0,8.895463347E-1,-5.303681493E-1,1.754658818E-1,1.050414838E0
6.311900402E0,9.530744553E-1,-5.037962794E-1,1.536280811E-1,1.088927544E0
6.314232642E0,1.013090134E0,-4.758500159E-1,1.340809762E-1,1.127281050E0
6.316564881E0,1.074174881E0,-4.468347728E-1,1.133121699E-1,1.168910876E0
6.318897121E0,1.135565042E0,-4.127800465E-1,9.254335612E-2,1.211800151E0
6.321229413E0,1.194359064E0,-3.776563108E-1,7.177454978E-2,1.254698948E0
6.323561652E0,1.253305912E0,-3.388675153E-1,5.344913527E-2,1.299408986E0
6.325893892E0,1.313474298E0,-3.000787199E-1,3.497100621E-2,1.347770359E0
6.328226131E0,1.374864459E0,-2.576248348E-1,2.153236605E-2,1.398959070E0
6.330558371E0,1.431367874E0,-2.163926363E-1,7.941014133E-3,1.447654249E0
6.332890663E0,1.488023877E0,-1.702736765E-1,-3.054236295E-3,1.497737464E0
6.335222902E0,1.547123432E0,-1.217113137E-1,-1.053711493E-2,1.551939299E0
6.337555142E0,1.606222868E0,-7.192726433E-2,-1.679829881E-2,1.607920277E0
6.339887381E0,1.660435557E0,-2.076880634E-2,-1.939439960E-2,1.660678694E0
6.342219621E0,1.719687700E0,3.252761811E-2,-1.954711229E-2,1.720106369E0
6.344551913E0,1.776496530E0,8.842013776E-2,-1.603474095E-2,1.778767875E0
6.346884152E0,1.833152652E0,1.420219839E-1,-1.007897966E-2,1.838673564E0
6.349216392E0,1.889961362E0,1.979145110E-1,-3.054236295E-3,1.900298248E0
6.351548631E0,1.945548534E0,2.513636351E-1,6.566607859E-3,1.961730332E0
6.353880871E0,2.002357244E0,3.072561622E-1,1.740914769E-2,2.025868693E0
6.356213163E0,2.060235023E0,3.608580232E-1,3.191677108E-2,2.091842620E0
6.358545402E0,2.115822077E0,4.143071473E-1,4.886778072E-2,2.156557797E0
6.360877642E0,2.173699856E0,4.666872919E-1,6.337540597E-2,2.224136806E0
6.363209881E0,2.230355978E0,5.129590034E-1,8.154810965E-2,2.290035987E0
6.365542121E0,2.289455414E0,5.615213513E-1,9.849911928E-2,2.359367372E0
6.367874413E0,2.345806122E0,5.981721878E-1,1.168245375E-1,2.423688161E0
6.370206652E0,2.400935173E0,6.346703172E-1,1.339282542E-1,2.487012846E0
6.372538892E0,2.457285881E0,6.676560640E-1,1.510319859E-1,2.550848718E0
6.374871131E0,2.513483763E0,6.945333481E-1,1.669140160E-1,2.613013105E0
6.377203371E0,2.568307400E0,7.177455425E-1,1.827960461E-1,2.672971372E0
6.379535663E0,2.621756554E0,7.325585485E-1,1.976090819E-1,2.729340360E0
6.381867902E0,2.677496195E0,7.424848676E-1,2.099787444E-1,2.786460250E0
6.384200142E0,2.730792761E0,7.464553714E-1,2.211267054E-1,2.839598870E0
6.386532381E0,2.785158157E0,7.466080785E-1,2.322746664E-1,2.892832713E0
6.388864673E0,2.836774588E0,7.360709310E-1,2.411319613E-1,2.940618149E0
6.391196913E0,2.888544083E0,7.229377031E-1,2.499892414E-1,2.988113194E0
6.393529152E0,2.938633442E0,7.015580535E-1,2.551814318E-1,3.031974237E0
6.395861392E0,2.991318941E0,6.788040400E-1,2.605263591E-1,3.078414838E0
6.398193631E0,3.040034056E0,6.462764144E-1,2.632751763E-1,3.119101486E0
6.400525871E0,3.089970827E0,6.114581227E-1,2.673983872E-1,3.161218538E0
6.402858163E0,3.138685942E0,5.731274486E-1,2.678565085E-1,3.201807555E0
6.405190402E0,3.184652090E0,5.285356045E-1,2.696890533E-1,3.239458443E0
6.407522642E0,3.231992960E0,4.828747511E-1,2.713688910E-1,3.279113843E0
6.409854881E0,3.279028177E0,4.311054647E-1,2.732014358E-1,3.318511222E0
6.412187121E0,3.322398186E0,3.770454824E-1,2.761029601E-1,3.355104446E0
6.414519413E0,3.365768433E0,3.242071867E-1,2.791571915E-1,3.392850745E0
6.416851652E0,3.407764196E0,2.664821148E-1,2.822114229E-1,3.429797782E0
6.419183892E0,3.450981617E0,2.063136548E-1,2.864873707E-1,3.468993292E0
6.421516131E0,3.492977381E0,1.475196183E-1,2.944283783E-1,3.508467057E0
6.423848423E0,3.531460762E0,9.101624042E-2,2.985515893E-1,3.545226667E0
6.426180663E0,3.573456526E0,3.222219273E-2,3.077143133E-1,3.586825604E0
6.428512902E0,3.612856150E0,-2.916795574E-2,3.180987239E-1,3.626950114E0
6.430845142E0,3.648743391E0,-9.025268257E-2,3.321481943E-1,3.664941514E0
6.433177381E0,3.687073946E0,-1.455343664E-1,3.460449576E-1,3.706135676E0
6.435509673E0,3.725404739E0,-2.043284029E-1,3.600944579E-1,3.748340778E0
6.437841913E0,3.760070324E0,-2.593046725E-1,3.778090179E-1,3.787889572E0
6.440174152E0,3.795957565E0,-3.168770075E-1,3.929274976E-1,3.829372911E0
6.442506392E0,3.831844807E0,-3.683409095E-1,4.118637741E-1,3.871477937E0
6.444838631E0,3.865288734E0,-4.210264683E-1,4.343124032E-1,3.912332751E0
6.447170923E0,3.900107145E0,-4.700469673E-1,4.543176591E-1,3.954514437E0
6.449503163E0,3.932482004E0,-5.190674663E-1,4.743228853E-1,3.994850178E0
6.451835402E0,3.967300177E0,-5.656445622E-1,4.955498278E-1,4.037944291E0
6.454167642E0,3.999827862E0,-6.073349118E-1,5.155550838E-1,4.078391308E0
6.456499881E0,4.034646034E0,-6.514685750E-1,5.343386531E-1,4.121686272E0
6.458832173E0,4.064730167E0,-6.894938350E-1,5.543438792E-1,4.159895458E0
6.461164413E0,4.101075649E0,-7.264500856E-1,5.717530251E-1,4.203980581E0
6.463496652E0,4.132534504E0,-7.585195899E-1,5.893148780E-1,4.242697894E0
6.465828892E0,4.165214539E0,-7.918107510E-1,6.030589342E-1,4.282482516E0
6.468161131E0,4.199116707E0,-8.226585388E-1,6.155813336E-1,4.322995324E0
6.470493423E0,4.231949806E0,-8.510629535E-1,6.245913506E-1,4.361630620E0
6.472825663E0,4.264782906E0,-8.758022785E-1,6.322268844E-1,4.399444703E0
6.475157902E0,4.296394348E0,-8.970292211E-1,6.372663975E-1,4.435061925E0
6.477490142E0,4.330601692E0,-9.158127308E-1,6.387935281E-1,4.472234469E0
6.479822381E0,4.362365723E0,-9.345963001E-1,6.354338527E-1,4.506382266E0
6.482154673E0,4.395503998E0,-9.472714067E-1,6.306998134E-1,4.540436187E0
6.484486913E0,4.427421093E0,-9.588775039E-1,6.236750484E-1,4.572797193E0
6.486819152E0,4.458116055E0,-9.643751383E-1,6.140542030E-1,4.602377725E0
6.489151392E0,4.488963604E0,-9.684983492E-1,5.995466113E-1,4.631224399E0
6.491483631E0,4.519964218E0,-9.668185115E-1,5.799994469E-1,4.658456174E0
6.493815923E0,4.552033901E0,-9.674293399E-1,5.630484819E-1,4.687638612E0
6.496148163E0,4.580590725E0,-9.620844126E-1,5.399889946E-1,4.711582104E0
6.498480402E0,4.609300613E0,-9.529217482E-1,5.167768002E-1,4.735057578E0
6.500812642E0,4.638010502E0,-9.378032684E-1,4.911212027E-1,4.757290870E0
6.503144933E0,4.665498734E0,-9.226847887E-1,4.666872919E-1,4.778705126E0
6.505477173E0,4.693139553E0,-9.026795626E-1,4.373666346E-1,4.799133133E0
6.507809413E0,4.719558716E0,-8.802309036E-1,4.092676640E-1,4.818354588E0
6.510141652E0,4.744908810E0,-8.530482054E-1,3.810159862E-1,4.836013238E0
6.512473892E0,4.769037247E0,-8.257128000E-1,3.503209054E-1,4.852653153E0
6.514806183E0,4.793165684E0,-7.922688723E-1,3.257342875E-1,4.869109781E0
6.517138423E0,4.814850807E0,-7.577560544E-1,2.987042964E-1,4.883257805E0
6.519470663E0,4.835619450E0,-7.182036638E-1,2.741177082E-1,4.896342766E0
6.521802902E0,4.857457638E0,-6.788040400E-1,2.495311052E-1,4.911001466E0
6.524135142E0,4.876852036E0,-6.343649030E-1,2.296785712E-1,4.923297356E0
6.526467433E0,4.897620678E0,-5.887040496E-1,2.098260373E-1,4.937336096E0
6.528799673E0,4.914724350E0,-5.419742465E-1,1.962346882E-1,4.948409802E0
6.531131913E0,4.931828022E0,-4.902049303E-1,1.812689304E-1,4.959444217E0
6.533464152E0,4.948931694E0,-4.408790171E-1,1.699682474E-1,4.971437259E0
6.535796392E0,4.964966297E0,-3.842229247E-1,1.609582454E-1,4.982411579E0
6.538128683E0,4.979779720E0,-3.287885487E-1,1.557660550E-1,4.993052277E0
6.540460923E0,4.990927696E0,-2.709107697E-1,1.530172378E-1,5.000616581E0
6.542793163E0,5.004366398E0,-2.166980654E-1,1.539335102E-1,5.011420619E0
6.545125402E0,5.015513897E0,-1.574458778E-1,1.583621502E-1,5.020482788E0
6.547457694E0,5.025440216E0,-9.956810623E-2,1.666085869E-1,5.029186971E0
6.549789933E0,5.035213947E0,-4.031591862E-2,1.747023165E-1,5.038405082E0
6.552122173E0,5.043918610E0,1.649287529E-2,1.840177327E-1,5.047301208E0
6.554454413E0,5.051248550E0,7.330167294E-2,1.971509457E-1,5.055625930E0
6.556786652E0,5.057357311E0,1.290414780E-1,2.137965411E-1,5.063518899E0
6.559118944E0,5.062243938E0,1.823379099E-1,2.318165302E-1,5.070828306E0
6.561451183E0,5.063160419E0,2.319692522E-1,2.498365343E-1,5.074625253E0
6.563783423E0,5.066825390E0,2.854183912E-1,2.701472044E-1,5.082043162E0
6.566115663E0,5.069116116E0,3.326063454E-1,2.918322682E-1,5.088391813E0
6.568447902E0,5.067436218E0,3.762819171E-1,3.135173619E-1,5.091050092E0
6.570780194E0,5.069573879E0,4.175141156E-1,3.352024257E-1,5.097769907E0
6.573112433E0,5.069116116E0,4.540122151E-1,3.568875194E-1,5.101904937E0
6.575444673E0,5.064839840E0,4.856235683E-1,3.775036037E-1,5.102052707E0
6.577776913E0,5.059189796E0,5.149442554E-1,3.967452943E-1,5.100781882E0
6.580109204E0,5.054760933E0,5.393781066E-1,4.185830951E-1,5.100661588E0
