Time,wm_ref,wm,PWM
0.0,0.0,0.0,0.0
0.0500020000000001,0.0,0.0,0.0
0.10000600000000048,0.0,0.0,0.0
0.1500060000000003,0.0,0.0,0.0
0.2000080000000004,0.0,0.0,0.0
0.25001100000000065,0.0,0.0,0.0
0.30001300000000075,0.0,0.0,0.0
0.3500140000000007,0.0,0.0,0.0
0.4000180000000002,0.0,0.0,0.0
0.45001900000000017,0.0,0.0,0.0
0.5000230000000006,0.0,0.0,0.0
0.5500250000000007,0.0,0.0,0.0
0.600028,0.0,0.0,0.0
0.6500310000000002,0.0,0.0,0.0
0.7000360000000008,0.0,0.0,0.0
0.7500400000000003,0.0,0.0,0.0
0.8000440000000006,0.0,0.0,0.0
0.8500450000000006,0.0,0.0,0.0
0.9000460000000006,0.0,0.0,0.0
0.9500460000000004,0.0,0.0,0.0
1.0000460000000002,0.0,0.0,0.0
1.050046,0.0,0.0,0.0
1.1000490000000003,0.0,0.0,0.0
1.1500510000000004,0.0,0.0,0.0
1.2000530000000005,0.0,0.0,0.0
1.2500530000000003,0.0,0.0,0.0
1.300058,0.0,0.0,0.0
1.350059,0.0,0.0,0.0
1.4000640000000004,0.0,0.0,0.0
1.4500650000000004,0.0,0.0,0.0
1.5000650000000002,0.0,0.0,0.0
1.5500700000000007,0.0,0.0,0.0
1.6000710000000007,0.0,0.0,0.0
1.6500770000000005,0.0,0.0,0.0
1.700081,0.0,0.0,0.0
1.750083,0.0,0.0,0.0
1.8000880000000006,0.0,0.0,0.0
1.8500900000000007,0.0,0.0,0.0
1.9000960000000005,0.0,0.0,0.0
1.9500970000000004,0.0,0.0,0.0
2.000102,0.0,0.0,0.0
2.050102,0.0,0.0,0.0
2.1001030000000007,0.0,0.0,0.0
2.1501080000000004,0.0,0.0,0.0
2.2001090000000003,0.0,0.0,0.0
2.250109,0.0,0.0,0.0
2.30011,0.0,0.0,0.0
2.3501130000000003,0.0,0.0,0.0
2.4001170000000007,0.0,0.0,0.0
2.4501180000000007,0.0,0.0,0.0
2.5001230000000003,0.0,0.0,0.0
2.5501260000000006,0.0,0.0,0.0
2.600129,0.0,0.0,0.0
2.650131,0.0,0.0,0.0
2.700131,0.0,0.0,0.0
2.750133,0.0,0.0,0.0
2.8001390000000006,0.0,0.0,0.0
2.850142,0.0,0.0,0.0
2.9001470000000005,0.0,0.0,0.0
2.9501470000000003,0.0,0.0,0.0
3.0001480000000003,0.0,0.0,0.0
3.050153,0.0,0.0,0.0
3.100154,0.0,0.0,0.0
3.1501590000000004,0.0,0.0,0.0
3.200164,0.0,0.0,0.0
3.250165,0.0,0.0,0.0
3.300167,0.0,0.0,0.0
3.350173,0.0,0.0,0.0
3.4001779999999995,0.0,0.0,0.0
3.4501789999999994,0.0,0.0,0.0
3.500184,0.0,0.0,0.0
3.550185,0.0,0.0,0.0
3.6001909999999997,0.0,0.0,0.0
3.6501919999999997,0.0,0.0,0.0
3.700195,0.0,0.0,0.0
3.750197000000001,0.0,0.0,0.0
3.800197,0.0,0.0,0.0
3.850198,0.0,0.0,0.0
3.900201,0.0,0.0,0.0
3.9502010000000007,0.0,0.0,0.0
4.000202000000001,0.0,0.0,0.0
4.050202,0.0,0.0,0.0
4.100202,0.0,0.0,0.0
4.150207000000001,0.0,0.0,0.0
4.200208000000001,0.0,0.0,0.0
4.250213,0.0,0.0,0.0
4.300215000000001,0.0,0.0,0.0
4.350220000000001,0.0,0.0,0.0
4.400225,0.0,0.0,0.0
4.450226,0.0,0.0,0.0
4.500228000000001,0.0,0.0,0.0
4.550232,0.0,0.0,0.0
4.600237000000001,0.0,0.0,0.0
4.650241,0.0,0.0,0.0
4.700242,0.0,0.0,0.0
4.750242000000001,0.0,0.0,0.0
4.800248000000001,0.0,0.0,0.0
4.850248,0.0,0.0,0.0
4.900249,0.0,0.0,0.0
4.950252,0.0,0.0,0.0
5.000254000000001,0.0,0.0,0.0
5.050259,0.0,0.0,0.0
5.10026,0.0,0.0,0.0
5.150265,0.0,0.0,0.0
5.200266999999999,0.0,0.0,0.0
5.250271000000001,0.0,0.0,0.0
5.300273,0.0,0.0,0.0
5.350274,0.0,0.0,0.0
5.400279,0.0,0.0,0.0
5.450279000000001,0.0,0.0,0.0
5.500279,0.0,0.0,0.0
5.550284,0.0,0.0,0.0
5.600289000000001,0.0,0.0,0.0
5.650289,0.0,0.0,0.0
5.70029,0.0,0.0,0.0
5.750296,0.0,0.0,0.0
5.800296,0.0,0.0,0.0
5.850295999999999,0.0,0.0,0.0
5.900297000000001,0.0,0.0,0.0
5.950297,0.0,0.0,0.0
6.0003020000000005,100.0,0.0,66.0
6.050304,100.0,0.0,66.0
6.100307,100.0,0.0,66.0
6.150310999999999,100.0,0.0,66.0
6.200316,100.0,0.0,66.0
6.2503210000000005,100.0,0.0,66.0
6.300322,100.0,0.0,66.0
6.350324,100.0,0.0,66.0
6.400327,100.0,0.0,66.0
6.45033,100.0,0.0,66.0
6.500331999999999,100.0,0.0,66.0
6.550337,100.0,0.0,66.0
6.600343,100.0,0.0,66.0
6.650348,100.0,0.0,66.0
6.700348000000001,100.0,0.0,66.0
6.75035,100.0,0.0,66.0
6.800354,100.0,0.0,66.0
6.850358000000001,100.0,0.0,66.0
6.900359000000001,100.0,0.0,66.0
6.950363,100.0,0.0,66.0
7.000364,100.0,0.0,66.0
7.050365,100.0,0.0,66.0
7.100371,100.0,0.0,66.0
7.150372,100.0,0.0,66.0
7.200375999999999,100.0,0.0,66.0
7.250376999999999,100.0,0.0,66.0
7.300377,100.0,0.0,66.0
7.350378999999999,100.0,0.0,66.0
7.400381,100.0,0.0,66.0
7.450387,100.0,0.0,66.0
7.500392000000001,100.0,0.0,66.0
7.550396999999999,100.0,0.0,66.0
7.600399,100.0,0.0,66.0
7.6504,100.0,0.0,66.0
7.700404,100.0,0.0,66.0
7.750409,100.0,0.0,66.0
7.80041,100.0,0.0,66.0
7.850411,100.0,0.0,66.0
7.900410999999999,100.0,0.0,66.0
7.950411,100.0,0.0,66.0
8.000416000000001,100.0,0.0,66.0
8.050419999999999,100.0,0.0,66.0
8.100423,100.0,0.0,66.0
8.150428000000002,100.0,0.0,66.0
8.200433,100.0,0.0,66.0
8.250435,100.0,0.0,66.0
8.300439999999998,100.0,0.0,66.0
8.350441,100.0,0.0,66.0
8.400443,100.0,0.0,66.0
8.450448000000002,100.0,0.0,66.0
8.500447999999999,100.0,0.0,66.0
8.550450999999999,100.0,0.0,66.0
8.600456999999999,100.0,0.0,66.0
8.650459000000001,100.0,0.0,66.0
8.700464,100.0,0.0,66.0
8.750468999999999,100.0,0.0,66.0
8.80047,100.0,0.0,66.0
8.850476,100.0,0.0,66.0
8.900476000000001,100.0,0.0,66.0
8.950481,100.0,0.0,66.0
9.000485999999999,100.0,0.0,66.0
9.050491000000001,100.0,0.0,66.0
9.100491000000002,100.0,0.0,66.0
9.150496,100.0,0.0,66.0
9.200498,100.0,0.0,66.0
9.250502999999998,100.0,0.0,66.0
9.300504,100.0,0.0,66.0
9.35051,100.0,0.0,66.0
9.400511000000002,100.0,0.0,66.0
9.450513,100.0,0.0,66.0
9.500522,100.0,0.0,66.0
9.550525,100.0,0.0,66.0
9.600529000000002,100.0,0.0,66.0
9.650531,100.0,0.0,66.0
9.700536,100.0,0.0,66.0
9.750539,100.0,0.0,66.0
9.800540999999999,100.0,0.0,66.0
9.850545,100.0,0.0,66.0
9.900549000000002,100.0,0.0,66.0
9.950553,100.0,0.0,66.0
10.000556,100.0,0.0,66.0
10.050556,100.0,0.0,66.0
10.100560000000002,100.0,0.0,66.0
10.150565,100.0,0.0,66.0
10.200567,100.0,0.0,66.0
10.250571999999998,100.0,0.0,66.0
10.300574999999998,100.0,0.0,66.0
10.350577999999999,100.0,0.0,66.0
10.400579,100.0,0.0,66.0
10.450579999999999,100.0,0.0,66.0
10.500581,100.0,0.0,66.0
10.550585000000002,100.0,0.0,66.0
10.600586,100.0,0.0,66.0
10.650589,100.0,0.0,66.0
10.700592,100.0,0.0,66.0
10.750594,100.0,0.0,66.0
10.800595000000001,100.0,0.0,66.0
10.850598999999999,100.0,0.0,66.0
10.900603,100.0,0.0,66.0
10.950605,100.0,0.0,66.0
11.000606999999999,200.0,0.0,132.0
11.050612000000001,200.0,0.0,132.0
11.100613,200.0,0.0,132.0
11.150613,200.0,0.0,132.0
11.200616,200.0,0.0,132.0
11.250620000000001,200.0,0.0,132.0
11.300619999999999,200.0,0.0,132.0
11.350625,200.0,0.0,132.0
11.400625999999999,200.0,0.0,132.0
11.450631000000001,200.0,0.0,132.0
11.500631000000002,200.0,0.0,132.0
11.550631,200.0,0.0,132.0
11.600631,200.0,73.30377197265625,132.0
11.650633,200.0,146.60166931152344,132.0
11.700634,200.0,178.01988220214844,132.0
11.750634000000002,200.0,178.0234375,132.0
11.800637000000002,200.0,198.95542907714844,132.0
11.850639000000001,200.0,188.4878692626953,132.0
11.90064,200.0,188.4916229248047,132.0
11.950645999999999,200.0,188.4727783203125,132.0
12.000649,200.0,188.4840850830078,132.0
12.050649,200.0,188.4954071044922,132.0
12.100653000000001,200.0,198.95144653320312,132.0
12.150655,200.0,188.4878692626953,132.0
12.200656000000002,200.0,188.4916229248047,132.0
12.250659000000002,200.0,188.4840850830078,132.0
12.300663,200.0,188.48033142089844,132.0
12.350666,200.0,188.4840850830078,132.0
12.400668,200.0,188.4878692626953,132.0
12.450671,200.0,188.4840850830078,132.0
12.500679000000002,200.0,198.93553161621094,132.0
12.550685000000001,200.0,188.4727783203125,132.0
12.60069,200.0,188.47654724121094,132.0
12.650693,200.0,188.4840850830078,132.0
12.700694000000002,200.0,198.96337890625,132.0
12.750694,200.0,188.4954071044922,132.0
12.800699999999999,200.0,188.4727783203125,132.0
12.8507,200.0,188.4954071044922,132.0
12.900701999999999,200.0,188.4878692626953,132.0
12.950707000000001,200.0,188.47654724121094,132.0
13.000709,200.0,188.4878692626953,132.0
13.050709000000001,200.0,198.9673614501953,132.0
13.100711,200.0,188.4878692626953,132.0
13.150715000000002,200.0,198.95144653320312,132.0
13.200718000000002,200.0,188.4840850830078,132.0
13.250721000000002,200.0,188.4840850830078,132.0
13.300722,200.0,188.4916229248047,132.0
13.350731,200.0,198.93154907226562,132.0
13.400734,200.0,188.4840850830078,132.0
13.450738000000001,200.0,198.95144653320312,132.0
13.500738000000002,200.0,188.4954071044922,132.0
13.550742,200.0,188.48033142089844,132.0
13.600744000000002,200.0,188.4878692626953,132.0
13.650746999999999,200.0,188.4840850830078,132.0
13.700749000000002,200.0,188.4878692626953,132.0
13.750754,200.0,188.47654724121094,132.0
13.80076,200.0,198.94349670410156,132.0
13.850760000000001,200.0,188.4954071044922,132.0
13.900761,200.0,188.4916229248047,132.0
13.950765,200.0,188.48033142089844,132.0
14.000768,200.0,198.95542907714844,132.0
14.050772000000002,200.0,188.48033142089844,132.0
14.100776,200.0,188.48033142089844,132.0
14.150781000000002,200.0,188.47654724121094,132.0
14.200782,200.0,188.4916229248047,132.0
14.250786000000002,200.0,188.48033142089844,132.0
14.300786000000002,200.0,188.4954071044922,132.0
14.350788999999999,200.0,198.95542907714844,132.0
14.400794000000001,200.0,188.47654724121094,132.0
14.450799,200.0,188.47654724121094,132.0
14.500804000000002,200.0,198.9474639892578,132.0
14.550809000000001,200.0,188.47654724121094,132.0
14.600812000000001,200.0,188.4840850830078,132.0
14.650815999999999,200.0,188.48033142089844,132.0
14.700818000000002,200.0,188.4878692626953,132.0
14.750823,200.0,188.47654724121094,132.0
14.800825,200.0,188.4878692626953,132.0
14.850830000000002,200.0,198.9474639892578,132.0
14.900832000000001,200.0,188.4878692626953,132.0
14.950832000000002,200.0,188.4954071044922,132.0
15.000833,200.0,188.4916229248047,132.0
15.050839,200.0,198.94349670410156,132.0
15.100843000000001,200.0,188.48033142089844,132.0
15.150844,200.0,188.4916229248047,132.0
15.200845000000001,200.0,188.4916229248047,132.0
15.250845000000002,200.0,188.4954071044922,132.0
15.300846,200.0,188.4916229248047,132.0
15.350852,200.0,188.4727783203125,132.0
15.400853000000001,200.0,188.4916229248047,132.0
15.450853000000002,200.0,198.9673614501953,132.0
15.500855999999999,200.0,188.4840850830078,132.0
15.550856,200.0,188.4954071044922,132.0
15.600856,200.0,188.4954071044922,132.0
15.650860000000002,200.0,188.48033142089844,132.0
15.700864,200.0,198.95144653320312,132.0
15.750866000000002,200.0,188.4878692626953,132.0
15.800871,200.0,198.9474639892578,132.0
15.850874000000001,200.0,188.4840850830078,132.0
15.900878000000002,200.0,188.48033142089844,132.0
15.950883000000001,200.0,188.47654724121094,132.0
16.000887000000002,0.0,198.95144653320312,0.0
16.050892,0.0,94.23827362060547,0.0
16.100892,0.0,0.0,0.0
16.150893,0.0,0.0,0.0
16.200899,0.0,0.0,0.0
16.250905,0.0,0.0,0.0
16.300906,0.0,0.0,0.0
16.35091,0.0,0.0,0.0
16.40091,0.0,0.0,0.0
16.450911,0.0,0.0,0.0
16.500911000000002,0.0,0.0,0.0
16.550916,0.0,0.0,0.0
16.600922,0.0,0.0,0.0
16.650928,0.0,0.0,0.0
16.70093,0.0,0.0,0.0
16.75093,0.0,0.0,0.0
16.800932,0.0,0.0,0.0
16.850935,0.0,0.0,0.0
16.900941,0.0,0.0,0.0
16.950943,0.0,0.0,0.0
17.000948,0.0,0.0,0.0
17.050951,0.0,0.0,0.0
17.100956,0.0,0.0,0.0
17.150957000000002,0.0,0.0,0.0
17.200958,0.0,0.0,0.0
17.25096,0.0,0.0,0.0
17.300961,0.0,0.0,0.0
17.350962,0.0,0.0,0.0
17.400964000000002,0.0,0.0,0.0
17.450967000000002,0.0,0.0,0.0
17.500968,0.0,0.0,0.0
17.550969000000002,0.0,0.0,0.0
17.600969,0.0,0.0,0.0
17.650975,0.0,0.0,0.0
17.700979,0.0,0.0,0.0
17.750981,0.0,0.0,0.0
17.800984,0.0,0.0,0.0
17.850986,0.0,0.0,0.0
17.900987,0.0,0.0,0.0
17.950991000000002,0.0,0.0,0.0
18.000995,0.0,0.0,0.0
18.051000000000002,0.0,0.0,0.0
18.101003000000002,0.0,0.0,0.0
18.151005,0.0,0.0,0.0
18.20101,0.0,0.0,0.0
18.251013,0.0,0.0,0.0
18.301018,0.0,0.0,0.0
18.351022,0.0,0.0,0.0
18.401022,0.0,0.0,0.0
18.451022000000002,0.0,0.0,0.0
18.501026,0.0,0.0,0.0
18.551031000000002,0.0,0.0,0.0
18.601031,0.0,0.0,0.0
18.651035,0.0,0.0,0.0
18.701038,0.0,0.0,0.0
18.751038,0.0,0.0,0.0
18.801039,0.0,0.0,0.0
18.85104,0.0,0.0,0.0
18.901040000000002,0.0,0.0,0.0
18.95104,0.0,0.0,0.0
19.001042,100.0,0.0,79.0
19.051045000000002,100.0,0.0,78.0
19.101047,100.0,0.0,79.0
19.151047000000002,100.0,0.0,80.0
19.201047,100.0,0.0,81.0
19.251049000000002,100.0,0.0,82.0
19.301051,100.0,0.0,83.0
19.351051000000002,100.0,0.0,84.0
19.401051,100.0,0.0,85.0
19.451051,100.0,0.0,86.0
19.501052,100.0,0.0,87.0
19.551058,100.0,0.0,88.0
19.601058000000002,100.0,0.0,89.0
19.651059,100.0,0.0,90.0
19.701059,100.0,0.0,91.0
19.751064,100.0,0.0,92.0
19.801064,100.0,0.0,93.0
19.851064,100.0,0.0,94.0
19.901065,100.0,0.0,95.0
19.951065,100.0,0.0,96.0
20.001069,100.0,0.0,97.0
20.05107,100.0,0.0,98.0
20.10107,100.0,0.0,99.0
20.151071,100.0,0.0,100.0
20.201077,100.0,0.0,101.0
20.251081,100.0,0.0,102.0
20.301087,100.0,0.0,103.0
20.351087,100.0,0.0,104.0
20.401087,100.0,0.0,105.0
20.451087,100.0,0.0,106.0
20.501087000000002,100.0,0.0,107.0
20.551087,100.0,0.0,108.0
20.601087,100.0,0.0,109.0
20.651089,100.0,0.0,110.0
20.70109,100.0,0.0,111.0
20.751096,100.0,0.0,112.0
20.801096,100.0,0.0,113.0
20.8511,100.0,0.0,114.0
20.901102,100.0,0.0,115.0
20.951102,100.0,0.0,116.0
21.001102,100.0,0.0,117.0
21.051103,100.0,0.0,118.0
21.101103000000002,100.0,0.0,119.0
21.151103,100.0,0.0,120.0
21.201103,100.0,0.0,121.0
21.251107,100.0,0.0,122.0
21.301108,100.0,0.0,123.0
21.351108,100.0,0.0,124.0
21.401113,100.0,0.0,125.0
21.451113,100.0,0.0,126.0
21.501113,100.0,0.0,127.0
21.551113,100.0,0.0,128.0
21.601113,100.0,0.0,129.0
21.651113,100.0,0.0,130.0
21.701117,100.0,0.0,131.0
21.751117,100.0,0.0,132.0
21.801119,100.0,0.0,133.0
21.85112,100.0,0.0,134.0
21.901123000000002,100.0,0.0,135.0
21.951132,100.0,0.0,136.0
22.001134,100.0,0.0,137.0
22.051135,100.0,0.0,138.0
22.101136,100.0,83.77406311035156,128.0
22.151137,100.0,146.60459899902344,121.0
22.201139,100.0,167.54476928710938,119.0
22.251144,100.0,167.5347137451172,119.0
22.301145,100.0,167.54812622070312,118.0
22.351148000000002,100.0,167.54141235351562,118.0
22.401149,100.0,167.54812622070312,117.0
22.451152,100.0,167.54141235351562,116.0
22.501158,100.0,157.06065368652344,117.0
22.551161,100.0,157.07008361816406,116.0
22.601163,100.0,167.54476928710938,114.0
22.651166,100.0,167.54141235351562,114.0
22.701168,100.0,157.07322692871094,115.0
22.751173,100.0,157.06378173828125,114.0
22.801178,100.0,157.06378173828125,113.0
22.851179000000002,100.0,146.60459899902344,114.0
22.901183,100.0,167.53807067871094,111.0
22.951188000000002,100.0,146.59286499023438,113.0
23.001193,100.0,167.5347137451172,110.0
23.051194,100.0,146.60459899902344,112.0
23.101194,100.0,157.07949829101562,110.0
23.151194,100.0,157.07949829101562,109.0
23.201199,100.0,146.59286499023438,110.0
23.251201000000002,100.0,146.60166931152344,109.0
23.301202,100.0,157.07635498046875,108.0
23.351205,100.0,146.59873962402344,109.0
23.401207,100.0,146.60166931152344,108.0
23.451207,100.0,146.6075439453125,108.0
23.501209,100.0,157.07322692871094,106.0
23.551215,100.0,146.58995056152344,107.0
23.60122,100.0,146.59286499023438,106.0
23.651225,100.0,136.1219482421875,107.0
23.701227,100.0,146.60166931152344,105.0
23.751229,100.0,136.130126953125,106.0
23.801232,100.0,136.1273956298828,106.0
23.851236,100.0,146.59580993652344,104.0
23.90124,100.0,146.59580993652344,104.0
23.951243,100.0,146.59873962402344,103.0
24.001248,200.0,136.1219482421875,140.0
24.051252,200.0,157.0669403076172,137.0
24.101256,200.0,188.48033142089844,133.0
24.151258,200.0,198.95941162109375,133.0
24.201263,200.0,188.47654724121094,134.0
24.251267,200.0,188.48033142089844,134.0
24.30127,200.0,198.95542907714844,133.0
24.351275,200.0,198.9474639892578,133.0
24.401276,200.0,188.4916229248047,134.0
24.451282,200.0,188.4727783203125,134.0
24.501286,200.0,188.48033142089844,135.0
24.551289,200.0,198.95542907714844,133.0
24.601293000000002,200.0,188.48033142089844,135.0
24.651293,200.0,188.4954071044922,135.0
24.701299,200.0,198.94349670410156,133.0
24.751299,200.0,198.9673614501953,134.0
24.801304000000002,200.0,188.47654724121094,135.0
24.851306,200.0,198.95941162109375,134.0
24.901312,200.0,198.94349670410156,134.0
24.951315,200.0,188.4840850830078,135.0
25.001315,200.0,198.9673614501953,134.0
25.051315,200.0,198.9673614501953,134.0
25.101317,200.0,188.4878692626953,135.0
25.151318,200.0,188.4916229248047,135.0
25.201324,200.0,198.94349670410156,134.0
25.25133,200.0,188.4727783203125,136.0
25.301333,200.0,198.95542907714844,134.0
25.351337,200.0,198.95144653320312,134.0
25.401343,200.0,188.4727783203125,136.0
25.451344,200.0,198.96337890625,134.0
25.50135,200.0,198.94349670410156,135.0
25.551354,200.0,188.48033142089844,136.0
25.601357,200.0,198.95542907714844,134.0
25.651361,200.0,198.95144653320312,135.0
25.701364,200.0,188.4840850830078,136.0
25.751367000000002,200.0,198.95542907714844,135.0
25.80137,200.0,198.95542907714844,135.0
25.85137,200.0,198.9673614501953,135.0
25.901373,200.0,198.95542907714844,135.0
25.951374,200.0,188.4916229248047,136.0
26.001376,200.0,209.4309539794922,133.0
26.051377,200.0,188.4916229248047,136.0
26.10138,200.0,198.95542907714844,135.0
26.15138,200.0,198.9673614501953,135.0
26.201383,200.0,188.4840850830078,136.0
26.251388,200.0,198.9474639892578,135.0
26.301392,200.0,198.95144653320312,135.0
26.351396,200.0,188.48033142089844,136.0
26.401401,200.0,198.9474639892578,135.0
26.451403,200.0,188.4878692626953,137.0
26.501407,200.0,198.95144653320312,135.0
26.551408,200.0,188.4916229248047,137.0
26.60141,200.0,198.95941162109375,135.0
26.651415,200.0,188.47654724121094,137.0
26.701418,200.0,198.95542907714844,135.0
26.751418,200.0,188.4954071044922,137.0
26.801422,200.0,198.95144653320312,136.0
26.851425,200.0,198.95542907714844,136.0
26.901426,200.0,198.96337890625,136.0
26.951426,200.0,198.9673614501953,136.0
27.001427,200.0,188.4916229248047,137.0
27.051431,200.0,198.95144653320312,136.0
27.101432,200.0,188.4916229248047,137.0
27.151438,200.0,198.94349670410156,136.0
27.201438,200.0,188.4954071044922,137.0
27.251441,200.0,198.95542907714844,136.0
27.301441,200.0,198.9673614501953,136.0
27.351446,200.0,198.9474639892578,136.0
27.401448000000002,200.0,198.95941162109375,136.0
27.451448,200.0,198.9673614501953,136.0
27.501451000000003,200.0,198.95542907714844,136.0
